𠻺	aː⁶
𢬿	kʰaːi⁵
㼇	kʰaːi³
㼇	kʰɪŋ⁴
𠺝	kaːk⁸
㗆	kaːk⁸
㦴	kaːk⁸
䐙	kaːk⁸
䛿	kaːk⁸
䨣	kaːk⁸
䪂	kaːk⁸
𠺢	kaː¹
𠺢	kaː²
㗎	kaː²
㗎	kaː³
㗎	kaː⁴
㹢	kaː¹
㹢	kɔː¹
㤉	kʰaː³
㤉	kʰɔːk⁸
㤉	ŋaː⁴
䘳	kʰaːm¹
㰹	kʰaːm⁵
㨷	kaːm³
䶖	kaːm³
䶠	kaːm¹
䶢	kaːm¹
㺂	hiːm¹
㺂	kaːm²
㺂	ŋɐm⁴
㤌	kaːm¹
㤌	kaːm³
㦗	kaːm¹
㦗	kaːm³
㦗	kʰaːm⁴
㦗	naːp⁷
䋮	kaːm¹
䋮	kʰiːm⁴
䈜	kʰaːm⁴
䈜	kʰiːm⁴
䈜	saːm³
䈜	tsaːm¹
䫴	kaːm³
䫴	kɪŋ⁶
㔶	kaːm²
㔶	kʊŋ³
㔶	tsiː¹
㩜	kaːm³
㩜	laːm⁵
䆿	kaːm³
䆿	ŋaːi⁶
𢵧	kaːn³
㧆	kaːn¹
䔵	kaːn¹
㶕	kaːn²
䉍	kaːn²
䭙	kaːn²
𨁈	kaːŋ³
䎴	kaːŋ¹
䱴	kaːŋ²
䱴	kaːŋ³
㪅	kaːŋ¹
㪅	sɪŋ³
㹏	hɔːŋ⁴
㹏	kaːn²
㵎	kaːn²
㵎	kaːn³
㢙	kaːn²
㢙	kʰaːn⁴
㢙	saːp⁷
䰙	kaːn¹
䰙	kɐm³
䰙	kei⁶
䰙	ŋaːi⁵
㮗	kʰaːn⁴
㮗	siːp⁸
䯊	kʰaː³
䯊	ɔː¹
㪧	kʰaːp⁷
㱞	kʰaːp⁷
䶋	kʰaːp⁷
㕅	kaːp⁸
㿓	kaːp⁸
䀫	kaːp⁸
䆟	kaːp⁸
䕛	kaːp⁸
䩡	kaːp⁸
㝓	hɐu¹
㝓	kaːp⁸
㝓	kʰaːp⁹
㡮	kaːp⁹
㡮	kʰaːp⁹
䲯	kaːp⁹
䲯	kʰaːp⁹
㡴	kʰaːp⁷
㡴	lɐi¹
䏩	kʰaːp⁷
䏩	lɐi¹
䍵	kʰaːp⁷
䍵	tsaːŋ¹
㴔	kʰaːp⁷
㴔	tsaːp⁷
䢀	kaːt⁷
䒗	hei³
䒗	kaːt⁷
㔕	kaːt⁷
㔕	kʰaːu¹
㰯	kʰaːu³
䊆	kʰaːu³
䎋	kʰaːu³
㐤	kʰaːu⁴
㧄	kʰaːu⁴
㜌	kaːu³
㬵	kaːu¹
㳶	kaːu³
䍊	kaːu¹
䓘	kaːu³
䢒	kaːu¹
䪷	kaːu³
䴔	kaːu¹
㩭	kaːu²
㽱	kaːu²
䬨	haːu³
䬨	kaːu³
㚣	haːu⁴
㚣	kaːu²
䳹	kʰaːu³
䳹	kʰaːu⁵
㡱	kaːu³
㡱	kʰaːu³
㲃	kaːu³
㲃	kʰaːu³
㳰	kaːu¹
㳰	kʰaːu³
㸨	kaːu¹
㸨	kʰaːu¹
䧱	kaːu¹
䧱	kʰaːu¹
䲫	kaːu¹
䲫	kʰaːu¹
㤹	kaːu³
㤹	kʰaːu⁴
䃓	kaːu³
䃓	kʰaːu⁴
䃓	ŋaːu¹
䘨	kaːu¹
䘨	kɐu²
㶯	kaːu³
㶯	laːu⁶
䉚	kʰaːu³
䉚	maːŋ⁴
䉚	mɔːŋ⁴
䉚	ŋaː⁵
㗕	kaːu³
㗕	ŋaːu¹
䛮	kaːu³
䛮	saːt⁷
䐰	kaːu¹
䐰	saːu¹
㓂	kʰaːu³
㓂	tʰaːu³
㝅	kaːu³
㝅	tsyː⁵
𡲢	kʰɛː¹
𠸏	kɛː²
keep	kʰiːp⁷
𨀣	kʰei²
𧝞	kei¹
𡜱	kei²
㞿	kʰei⁴
㟓	kʰei⁴
㟚	kʰei⁴
㟢	kʰei⁴
㯦	kʰei⁴
䅲	kʰei⁴
䉻	kʰei⁴
䟚	kʰei⁴
䥓	kʰei⁴
䩓	kʰei⁴
䭶	kʰei⁴
䭼	kʰei⁴
䰇	kʰei⁴
䶞	kʰei⁴
㙨	kei¹
㚦	kei¹
㚻	kei¹
㞆	kei¹
㠱	kei⁶
㥍	kei⁶
㫷	kei¹
㰟	kei³
䀈	kei¹
䇫	kei¹
䋟	kei⁶
䐀	kei³
䓽	kei³
䘛	kei¹
䟇	kei¹
䢎	kei¹
䩭	kei¹
㞛	kei²
㞦	kei²
䢳	kei²
㒫	hei²
㒫	kei³
㼄	hei³
㼄	kei¹
㼄	kʰaːu⁵
㼄	tsiːn⁵
䍍	hʊk⁷
䍍	kei²
䍍	kʰaːu³
㱦	kei¹
㱦	kʰei¹
䡋	kei¹
䡋	kʰei⁴
䡋	tsɪk⁷
𠼻	kei¹
𠼻	kʰiː¹
𠼻	kiː¹
㨿	kei¹
㨿	kœːŋ³
㔳	kei²
㔳	kwaːi²
䱈	kʰei⁴
䱈	ŋaːi⁶
㫅	kʰei⁴
㫅	siː⁴
䵭	kʰei⁴
䵭	syː¹
䵭	tsɛː³
㺭	kei²
㺭	tsiː²
䑴	kʰei⁴
䑴	tsiːn¹
㼢	kei¹
㼢	tsiː¹
㼢	tsiː⁴
㘌	kʰɛːk⁹
𢲈	kʰɛːk⁷
𢲈	kʰɪk⁷
𢠃	kɛːŋ⁶
𠵇	kʰɛːu⁴
𦧲	kɛːu¹
𠺫	kɛːu¹
𢤹	kɛːu⁴
𢶤	kɛːu²
𠼱	kɛːu¹
𠼱	kɛːu²
𦧲	kɛːu¹
𦧲	kɛːu²
key key卡卡	kʰiː¹kʰiː¹kʰaː¹kʰaː¹
key卡	kʰiː¹kʰaː¹
key卡咁笑	kʰiː¹kʰaː¹kɐm³siːu³
枅	kɐi¹
㒅	kʰɐi²
䏿	kʰɐi²
䭫	kʰɐi²
䭬	kʰɐi²
㛷	kɐi¹
㡭	kɐi³
㮷	kɐi¹
㲅	kɐi³
㾵	kɐi³
䦇	kɐi³
䯻	kɐi³
䡡	hɐm⁴
䡡	hɐm⁶
䡡	kɐi¹
㡁	kʰɐi²
㡁	kʰwaː¹
㡁	kʰwaː³
㡁	pʰɔːŋ⁴
㡁	tʰɐp⁸
䈤	kʰiːm⁴
䯡	kiːm³
㐸	hiːm³
㐸	kiːm¹
㨜	kʰiːn⁴
㩮	kʰiːn⁴
䖍	kʰiːn⁴
㭴	kiːn¹
㸫	kiːn¹
䇟	kiːn³
䊕	kiːn¹
䌑	kiːn¹
䵖	kiːn³
䶬	kiːn¹
䮿	kiːn²
䵛	hiːn¹
䵛	kiːn³
㨴	hiːn¹
㨴	kʰiːn²
㨴	kiːn³
㨴	tsiːn⁵
㹇	hɔːk⁹
㹇	hɔːt⁸
㹇	kiːn¹
䋌	kʰiːn⁴
䋌	kiːn¹
㓺	kʰiːn⁴
㓺	kiːn¹
㓺	kiːn⁶
䭈	kiːn¹
䭈	tsiːn¹
䋗	kiːn¹
䋗	tsiːn²
䔳	kiːn¹
䔳	tsiːn⁴
䂩	kiːn²
䂩	tsiːn⁶
㔓	kiːn²
㔓	tsiːn²
䄯	kiːn²
䄯	tsiːn²
𥈲	kʰiːp⁷
𠲵	kiːp⁸
䀷	kiːp⁸
䂶	kiːp⁸
㲹	kʰaːu⁴
㲹	kiːp⁸
㲹	kwaːi²
㲹	tsiː⁶
𠹳	kiːt⁹
㓶	kʰiːt⁸
㩪	kʰiːt⁸
㼤	kʰiːt⁸
䅥	kʰiːt⁸
㓗	kiːt⁸
㛃	kiːt⁸
㮮	kiːt⁸
䥛	kiːt⁸
䩤	kʰiːt⁸
䩤	kiːt⁸
㘶	kiːt⁹
㘶	miːu⁵
䁓	kɐi³
䁓	tsʊŋ¹
䆻	kʰiːu³
㚁	kʰiːu⁴
㝯	kʰiːu⁴
䎗	kʰiːu⁴
䫞	kʰiːu⁵
䱁	kʰiːu⁴
㤭	kiːu¹
㰾	kiːu³
䆗	kiːu³
䮦	kiːu¹
䥞	kiːu²
𫏋	hiːu¹
𫏋	kiːu²
䀉	kʰiːu⁴
䀉	kiːu²
𠽤	kʰɪk⁷
𠸉	kʰɐk⁷
𠽤	kʰɪk⁷
㖆	kʰʊk⁷
㻃	kʰʊk⁷
䢗	kʰʊk⁷
㘲	kʊk⁷
㞃	kɪk⁹
㥌	kʊk⁷
㥛	kɪk⁹
㦘	kɪk⁷
㦸	kɪk⁷
㩴	kʊk⁹
㮂	kʊk⁷
㹼	kʊk⁷
㽤	kʊk⁷
䀰	kʊk⁷
䁶	kɪk⁷
䋰	kʊk⁹
䎤	kʊk⁹
䏱	kʊk⁷
䐨	kʊk⁷
䓧	kɪk⁷
䕮	kʊk⁷
䗇	kʊk⁷
䜯	kʊk⁷
䩯	kɪk⁹
䪕	kʊk⁷
䱡	kʊk⁷
䳔	kʊk⁷
䶜	kʊk⁷
䃒	haːt⁹
䃒	kɐk⁸
䵈	hʊk⁷
䵈	kʊk⁷
㟳	hɐm²
㟳	kɐk⁸
㟳	lɵt⁹
䕟	hɪŋ¹
䕟	kʊk⁷
㻷	kʰɐk⁸
㻷	kɪk⁷
㯏	kʊk⁷
㔏	kɐk⁸
㔏	lɪk⁹
㾗	kɐk⁸
㾗	lœːŋ⁶
㾗	lɔːŋ⁵
㬬	ɐk⁷
㬬	kɵy²
㬬	kɵy⁶
㭲	kɪk⁹
㭲	tsiːn¹
㦽	kʊk⁷
㦽	tsʊk⁷
𠸐	kʰɐm¹
𠹸	kʰɐm²
𢫏	kʰɐm²
𡄎	kɐm²
㕋	kʰɐm⁴
㪁	kʰɐm⁴
䔷	kʰɐm⁴
䥅	kʰɐm⁴
䥆	kʰɐm⁴
㩒	kɐm⁶
㯲	kɐm³
䇞	kɐm¹
䌝	kɐm¹
䲺	kɐm³
䃭	kɐm²
㘚	hɐm³
㘚	kɐm¹
㽉	hɐm³
㽉	kɐm³
䛓	hɐm⁴
䛓	kɐm¹
㩒	kɐm⁶
㩒	kʰaːm⁴
㩒𨋢	kɐm⁶liːp⁷
𡁵	kɐn²
㘦	kʰɐn⁴
㫔	kɐn³
䈥	kɐn¹
䈽	kɐn¹
䘜	kɐn¹
䤺	kɐn¹
䥜	kɐn³
㝻	kɐn²
䌍	kɐn²
䒺	kɐn²
䵡	kɐn²
䵤	kɐn²
𠼰	kʰɐŋ¹
𣔨	kʰɐŋ³
𠶥	kʰʊŋ⁴
𢐧	kʰɪŋ⁴
𡎴	kʊŋ³
𠾶	kɪŋ²
㑋	kʰʊŋ⁴
㒌	kʰɪŋ⁴
㔀	kʰɪŋ⁴
㝁	kʰɪŋ⁴
㤟	kʰʊŋ²
㧭	kʰʊŋ⁴
㩩	kʰɪŋ²
㮪	kʰʊŋ⁴
㯳	kʰɪŋ⁴
㷀	kʰɪŋ⁴
䅃	kʰʊŋ⁴
䊄	kʰʊŋ⁴
䓖	kʰʊŋ⁴
䛪	kʰʊŋ⁴
䠻	kʰʊŋ⁴
䵞	kʰɪŋ⁴
㒶	kʊŋ¹
㓋	kʊŋ⁶
㓛	kʊŋ¹
㣉	kʊŋ¹
㯯	kʊŋ³
㹴	kɐŋ¹
㹹	kɐŋ¹
䂵	kʊŋ¹
䇨	kʊŋ³
䈡	kʊŋ¹
䔔	kɪŋ⁶
䢚	kɐŋ¹
䣏	kʊŋ¹
䰸	kʊŋ¹
䲲	kʊŋ¹
䳍	kʊŋ¹
㤨	kʊŋ²
㭟	kʊŋ²
㮓	kɐŋ²
㺬	kʊŋ²
㼦	kʊŋ²
䂬	kʊŋ²
䌄	kɐŋ²
䜘	kɪŋ²
䡗	kʊŋ²
䱍	kɐŋ²
䱎	kɐŋ²
䱭	kɐŋ²
䓳	haːn²
䓳	kɪŋ³
𫚉	hʊŋ⁴
𫚉	kʊŋ¹
㹵	hɪŋ⁵
㹵	kɪŋ³
㬌	kʰaːi³
㬌	kɪŋ²
㥤	kʰaːn⁴
㥤	kɪŋ¹
㥤	tsiːu²
㢣	kʰɪŋ⁴
㫒	kʊŋ¹
㫒	kʊŋ²
㧬	kʊŋ¹
㧬	kʊŋ²
㧬	ŋʊŋ²
䔛	kʰɪŋ²
䔛	lœːk⁹
䁚	kʰɪŋ⁴
䁚	syːn²
㕬	kʊŋ¹
㕬	tsʊŋ⁶
䔈	kʊŋ³
䔈	waː¹
䓸	hɛːk⁸
䓸	kɐn¹
䓸	tsiːn⁶
䲬	kɐn¹
䲬	kʰei⁴
䲬	tsiː¹
䅐	kɐn²
䅐	tsiːn⁶
𠹭	kʰɔː¹
𠵩	kɔː²
㢦	kɔː¹
㤎	kɔː¹
𪨗	kœːk⁸
㕁	kʰœːk⁸
㖸	kʰœːk⁹
㷾	kʰœːk⁹
㾡	kʰœːk⁸
䐘	kʰœːk⁹
䖼	kœːk⁸
㩖	kʰœːŋ⁴
㩀	kœːŋ³
㳾	kœːŋ¹
㹔	kœːŋ¹
䕬	kœːŋ¹
䗵	kœːŋ¹
䥒	kœːŋ⁶
䱟	kœːŋ³
㛨	kœːŋ²
䲔	kʰɪŋ⁴
䲔	kœːŋ¹
𡀲	kɔːi¹
㧉	kʰɔːi³
㨟	kɔːi¹
䪱	kɔːi²
䀭	hɐi⁴
䀭	kɔːi¹
㱾	hɔːi¹
㱾	kɔːi¹
䒧	hɵy³
䒧	kɔːi¹
䏗	kʰɔːi³
䏗	kʰuːi²
㱯	kɔːi¹
㱯	ŋɔːi⁴
䶣	kɔːi¹
䶣	ŋɔːi⁴
㤩	kʰɔːk⁸
㩁	kʰɔːk⁸
㱋	kʰɔːk⁸
㱿	kʰɔːk⁸
䁨	kʰɔːk⁸
䅂	kʰɔːk⁸
䇶	kɔːk⁸
䪺	kɔːk⁸
䫦	haːp⁸
䫦	kʰɔːi³
䫦	kɔːk⁸
㠷	hɔːn⁶
㠷	kʰaːu³
㠷	kɔːk⁸
䁷	kɔːk⁸
䁷	tsʊk⁷
䁷	ʊk⁷
䉓	kʰɔːk⁸
䉓	lɔːk⁸
䉓	lɔːk⁹
䶅	kʰɔːk⁸
䶅	lɔːk⁸
䶅	lɔːk⁹
㐹	kʰwɔːk⁸
㐹	kɔː¹
㐹	ŋaːt⁹
㗻	kɔː⁶
㗻	kwɔː¹
㗻	kwɔː³
𣔼	kɔːn¹
㿻	kɔːn¹
䧲	kɔːn¹
䯎	kɔːn³
䵟	kɔːn²
𧊵	kɔːŋ³
㰠	kʰɔːŋ³
㢜	kʰɔːŋ²
㓻	kɔːŋ¹
㝗	kɔːŋ¹
㟠	kɔːŋ¹
㟵	kɔːŋ¹
㧏	kɔːŋ¹
㭃	kɔːŋ¹
㭎	kɔːŋ¹
㼚	kɔːŋ¹
㽘	kɔːŋ¹
䌉	kɔːŋ¹
䚗	kɔːŋ¹
䴚	kɔːŋ¹
䁰	kɔːŋ²
䐟	hɔːŋ⁶
䐟	kɔːŋ²
䐟	ŋaːu¹
䊯	kʰɔːŋ⁴
䊯	kʰwɔːŋ³
㶥	kɔːn¹
㶥	sœːŋ²
𠰲	kɔːt⁷
䈓	haːp⁷
䈓	kɔːt⁸
㓣	kɔːt⁸
㓣	tsɐk⁹
𣓌	kou¹
𦤎	kou¹
𣉞	kou²
㟸	kou¹
㤒	kou¹
㰏	kou¹
䆁	kou¹
㚖	kou²
㾸	kou²
㚏	kou²
㚏	tsyː⁵
㠊	kʰɵy¹
㣘	kʰɵy¹
㭕	kʰɵy¹
㸖	kʰɵy¹
䧢	kʰɵy¹
䮃	kʰɵy¹
㜹	kʰɵy⁴
㣄	kʰɵy⁴
䀠	kʰɵy⁴
䂂	kʰɵy⁴
䆽	kʰɵy⁴
䋧	kʰɵy⁴
䝣	kʰɵy⁴
䵶	kʰɵy⁴
㜘	kɵy⁶
㝒	kɵy¹
㞐	kɵy¹
㠪	kɵy⁶
䅕	kɵy¹
䈮	kɵy³
䛯	kɵy³
䵕	kɵy³
䶙	kɵy⁶
㪯	kɵy²
䄔	kɵy²
䅓	kɵy²
䶚	kɵy²
䣰	hɐi⁴
䣰	kɵy⁶
㓚	kʰʊŋ⁴
㓚	kɵy⁶
㓚	kʊŋ¹
䔅	kɔː¹
䔅	kɵy¹
㲘	kʰɵy⁴
㲘	kʰuːi²
㯫	kʰɵy⁴
㯫	ŋaːu¹
䑦	kʰɵy⁴
䑦	ŋaːu¹
𢲩	kʰɐp⁷
𤜯	kʰɐp⁹
𨸚	kʰɐp⁷
𪘁	kʰɐp⁹
𥄫	kɐp⁹
㒆	kʰɐp⁷
㬛	kʰɐp⁷
㲸	kʰɐp⁷
䀹	kɐp⁹
㤂	kɐp⁷
㧀	kɐp⁹
㽺	kɐp⁷
䛟	kɐp⁸
䧻	kɐp⁸
㱄	haːk⁷
㱄	kɐp⁸
㱄	maːk⁹
𠶲	kɐp⁹
𠶲	kʰɐp⁹
㼪	kɐp⁸
㼪	tʰiːu⁵
㼪	tsaːu¹
㼪	tsiːp⁸
䀹	kɐp⁹
䀹	tsiːp⁸
䞘	kɐt⁹
㪴	kɐt⁸
㮖	kɐt⁸
䞘	kɐt⁹
䰴	kɐt⁷
㓤	hɔːt⁸
㓤	kɐt⁷
㓤	kʰiːt⁸
㓤	kʰiːt⁹
𠴰	kɐu⁶
𨳊	kɐu¹
𦱄	kuː¹
𦍩	kuː²
𦙶	kuː²
㛏	kʰɐu⁴
㟈	kʰɐu⁴
㧨	kʰɐu⁴
㭝	kʰɐu⁴
䊵	kʰɐu⁴
䟵	kʰɐu⁴
䣇	kʰɐu⁴
䤛	kʰɐu⁴
㝌	kɐu³
㝤	kɐu³
㞗	kɐu¹
㨌	kɐu³
㺩	kɐu⁶
䆒	kɐu³
䝭	kɐu³
䦰	kɐu¹
䰗	kɐu¹
䲥	kɐu¹
㺃	kɐu²
㺵	kɐu²
㿟	kɐu²
㼋	kuː¹
㽽	kuː³
䍛	kuː³
䓚	kuː¹
䓢	kuː³
㚉	kuː²
䀇	kuː²
䀦	kuː²
䡈	hei³
䡈	kɐu³
䰘	hiːp⁸
䰘	kɐu²
䰘	laːu⁴
㱮	kʰuːi²
䈐	kʰuːi²
䙡	kʰuːi²
䠿	kʰuːi²
䫭	kʰuːi²
䭝	kʰuːi²
䯤	kʰuːi²
䠩	kuːi⁶
䙌	kʰuːi²
䙌	kuːi²
㹟	kʰuːi²
㹟	kʰyːt⁸
䛩	kʰuːi²
䛩	ɔːk⁸
䛩	wuː³
㷐	kʰuːi²
㷐	waːi²
䢋	kɐu²
䢋	kei⁶
䀊	hɐu⁶
䀊	kɐu²
䀊	kei³
䀊	kei⁶
㧽	kuː³
㧽	kʊk⁹
㘙	hɐu⁶
㘙	kɐu¹
㘙	kɐu²
㘙	ŋɐm⁴
㮡	kuːn³
㴦	kuːn³
䗰	kuːn³
䙮	kuːn³
䝺	kuːn³
䏓	kuːn²
䦎	kuːn²
䩪	kuːn²
㐫	hʊŋ¹
㐫	kuːn³
㐫	tsʊŋ¹
䘾	kʰɔːŋ³
䘾	kuːn²
㷄	kʰuːi²
㷄	kuːn³
䗆	kuːn¹
䗆	kuːn²
䗆	sʊŋ¹
䲘	kuːn²
䲘	sʊŋ¹
㺢	kʰuːt⁸
䒷	kʰuːt⁸
䟯	kʰuːt⁸
䦚	kʰuːt⁸
䯺	kʰuːt⁸
䧸	kuː¹
䧸	tsɪŋ⁴
㪱	kʰuːt⁸
㪱	wuːn⁶
䉉	kuː¹
䉉	wuː⁴
䋀	kʰwaː³
䯞	kʰwaː¹
㧓	kwaː¹
㶽	kwaː¹
䫚	kwaː¹
䈑	kwaː²
𧊅	kwaːi²
㛻	kʰwaːi²
㥟	kʰwaːi⁴
㧟	kʰwaːi⁵
㨤	kʰwaːi⁵
䁛	kʰwaːi⁵
䠏	kʰwaːi⁴
䯓	kʰwaːi⁴
㙺	kwaːi⁶
㾩	kwaːi¹
䂯	kwaːi³
䂷	kwaːi¹
䊽	kwaːi³
䳏	kwaːi³
䌆	kwaːi²
䓒	kwaːi²
㕤	kʰaːu⁴
㕤	kwaːi²
䶯	kʰwaːi¹
䶯	kwaːi¹
䶯	kwaːi²
㻑	kwaːi³
㻑	kwɐn³
㨳	kʰyːt⁸
㨳	kwaːi²
㨳	wɐn⁴
䢖	kwaːi³
䢖	lɵt⁹
䢖	waːt⁹
䃬	kwaːi¹
䃬	ŋaːi⁵
㧪	kwaːi²
㧪	ŋaːi⁴
㠏	kwaːi³
㠏	waː⁴
㠏	wɐt⁹
㜳	kwaːi¹
㜳	wɐi⁴
𡃈	kʰwaːk⁷
𡃈	kʰwaːk⁸
𨶹	kwaːn¹
㡓	kʰwaːn¹
㩈	kʰwaːn¹
㫻	kʰwaːn³
㱎	kʰwaːn¹
䐃	kʰwaːn³
䐊	kʰwaːn¹
㻒	kʰwaːn²
䇹	kʰwaːn²
䚪	kwaːn¹
䝍	kwaːn¹
䤽	kwaːn¹
㨰	kwaːn²
䎾	kwaːn²
㧦	hyːn³
㧦	kwaːŋ¹
䍔	kwaːŋ¹
䍔	waːŋ⁴
䎕	kwaːŋ¹
䎕	waːt⁹
㒭	kʰwaːn¹
㒭	lɵy⁴
㖥	kʰwaːn³
㖥	lɵn¹
㖥	tsɵn¹
㴫	kwaːn⁶
㴫	ŋaː⁴
䙛	kwaːn²
䙛	waːn⁶
䪲	kʰwaːn¹
䪲	waːn⁴
䪲	waːn⁶
㙥	kwaːn²
㙥	waːn⁶
㙥	wɐt⁹
𡁸	kʰwaːt⁷
㩿	kwaːt⁹
䂗	kwaːt⁹
䏦	kwaːt⁸
䯏	kwaːt⁸
䰬	kwaːt⁷
㓉	kʰuːt⁸
㓉	kwaːt⁸
㓉	kwɐt⁸
㓉	wuːn⁶
㓉	wuːt⁹
䯇	kʰyːt⁸
䯇	kwaːt⁹
䴜	kwaːt⁸
䴜	nei⁶
䴜	waːi¹
䴜	wɐi⁴
䴜	wuːn⁶
㑮	kwaːt⁷
㑮	waːn⁴
㠨	kwaːt⁷
㠨	waːt⁷
䱻	kwaːt⁷
䱻	waː⁴
䱻	wɐt⁹
䮩	kwaːt⁷
䮩	wuːt⁹
𠺌	kwɛː¹
𪚩	kwɐi¹
䂓	kʰwɐi¹
䲅	kʰwɐi¹
㔒	kʰwɐi⁴
㩗	kʰwɐi⁴
㩦	kʰwɐi⁴
㽯	kʰwɐi⁴
䕫	kʰwɐi⁴
䞨	kʰwɐi²
䟸	kʰwɐi⁴
䤆	kʰwɐi⁴
䳫	kʰwɐi⁴
㑧	kwɐi³
㪈	kwɐi³
㱕	kwɐi¹
㳵	kwɐi³
㻁	kwɐi¹
䅅	kwɐi¹
䓙	kwɐi¹
䕚	kwɐi⁶
䝿	kwɐi³
䞈	kwɐi³
䢜	kwɐi¹
㸵	kwɐi²
䃽	kwɐi²
䍯	kwɐi²
㧔	kwɐi³
㧔	tʰiːm⁴
䧍	kwɪk⁷
䱛	kwɪk⁷
䬘	hɐu¹
䬘	hou³
䬘	kwɪk⁷
䬘	mɐn⁵
䬘	tsɪŋ⁴
䦗	kʰwɪk⁷
䦗	kwɪk⁷
䴗	kwɪk⁷
䴗	kwɪŋ²
䧐	kwɪk⁷
䧐	kwɔːk⁸
䧐	wɔːŋ⁶
㷦	kwɪk⁷
㷦	tsɪk⁹
㶁	kwɪk⁷
㶁	wɐk⁹
䍞	kwɪk⁷
䍞	wɪk⁹
䮙	kwɪk⁷
䮙	wɪk⁹
𠳁	kʰwɐn³
𧥺	kʰwɐn¹
㟒	kʰwɐn¹
䖵	kʰwɐn¹
㪊	kʰwɐn⁴
㿏	kʰwɐn⁴
㚬	kwɐn¹
䵪	kwɐn³
㯻	kwɐn²
䃂	kwɐn²
䜇	kwɐn²
𥔀	kwɐŋ¹
𡆀	kwɐŋ²
䌹	kwɪŋ¹
䮐	kwɪŋ¹
㓏	kwɪŋ²
㢠	kwɪŋ²
㤯	kwɪŋ²
㷗	kwɪŋ²
䢛	kwɪŋ²
䁝	kwɪŋ¹
䁝	tsɪŋ⁴
㷡	kwɪŋ²
㷡	waːn⁴
㷡	wɔː¹
㳀	kwɔː³
㳡	kwɔː¹
㿆	kwɔː¹
䙨	kwɔː²
䴹	kwɔː²
㗥	kʰwɔːk⁸
㕵	kwɔːk⁸
㖪	kwɔːk⁸
㨯	kwɔːk⁸
䂸	kwɔːk⁸
䆐	kwɔːk⁸
䐸	kwɔːk⁸
㰌	hɔːk⁹
㰌	kʰɔːk⁸
㰌	kwɔːk⁸
䭽	kʰwaːn⁴
䭽	kwɔːk⁸
䬎	kʰwɔːŋ⁴
䬎	kwɔːk⁸
㞅	kʰɔːŋ³
㞅	kʰwɔːk⁸
㞅	kwɔː²
䤋	kwɔːk⁸
䤋	wɪk⁹
䣬	kwɔː¹
䣬	lɔː²
㾠	kʰwɔːŋ⁴
㫕	kwɔːŋ¹
㫛	kwɔːŋ²
㤮	kʰwɔːŋ⁴
㤮	kwɔːŋ²
䵃	kʰwɔːŋ³
䵃	wɔːŋ⁴
𥇣	kwɐt⁹
𡲬	kwɐt⁹
𥇣	kwɐt⁹
㒴	kwɐt⁷
㭾	kwɐt⁹
㻕	kwɐt⁹
㾶	kwɐt⁷
𠵯	kwɪt⁷
𠵯	kwɪt⁸
㑹	kwɐt⁸
㑹	mɔːk⁹
㑹	wuːi⁶
䑏	kʰyːn⁴
䠰	kʰyːn⁴
㢾	kyːn³
㯞	kyːn³
䌸	kyːn³
䣺	kyːn¹
䩰	kyːn¹
䳌	kyːn¹
㢧	kyːn²
㷷	kyːn²
䖭	kyːn²
䅌	haː¹
䅌	kyːn¹
䅌	syːn⁶
㪻	hyːn³
㪻	kyːn³
䉵	kyːn⁶
䉵	tsɐn⁶
䉵	tsyːn²
㳙	kyːn¹
㳙	tsyːn⁵
𫐆	kʰyːt⁸
𫔎	kʰyːt⁸
𫛞	kʰyːt⁸
䀗	kʰyːt⁸
䆕	kʰyːt⁸
䆢	kʰyːt⁸
䍳	kʰyːt⁸
䏐	kʰyːt⁸
䙠	kʰyːt⁸
䦼	kʰyːt⁸
㭈	kʰyːt⁸
㭈	lɐi⁶
㵐	kʰyːt⁸
㵐	tsyːt⁸
䋉	kʰyːt⁸
䋉	tsyːt⁹
䮹	kʰyːt⁸
䮹	waːi³
㜧	kʰyːt⁸
㜧	waːt⁷
㤜	kʰyːt⁸
㤜	waːt⁹
K仔	kʰei¹tsɐi²
𡅈	laː³
㙤	laː³
䖃	laː³
㗿	laː⁴
㙈	laː⁴
label	lei¹pou²
𡃤	laːi⁶
𣧂	laːi⁵
䄤	laːi⁶
䓶	laːi⁶
㥎	laːi⁴
㦒	laːi⁴
㼖	laːi⁵
䔧	laːi⁴
䵓	laːi⁴
𦧺	laːi²
𦧺	laːi⁵
䋥	laːi⁶
䋥	lei⁴
㰚	laːi⁴
㰚	lei⁴
䜲	laːi⁶
䜲	liːp⁹
䘈	laːi⁶
䘈	liːt⁹
䚕	laːi⁶
䚕	lɐk⁹
䣦	laːi⁶
䣦	lɵy⁶
𨊛	laːk⁸
㖀	laːk⁹
㖀	lɐk⁹
㖀	lɵt⁸
𨅏	laːm³
𨈇	laːm³
㜮	laːm⁶
㺌	laːm⁶
㞩	laːm⁴
㰖	laːm⁵
䆾	laːm⁴
䍀	laːm⁴
䰐	laːm⁴
䫐	laːm⁴
䫐	laːu⁵
䎆	laːm⁵
䎆	liːu⁶
䎆	lɔː²
䌫	laːm⁶
䌫	liːp⁹
䌫	lɵy⁶
𢦂	laːn²
㱫	laːn⁶
䃹	laːn⁶
㘓	laːn⁴
㦨	laːn⁵
㳕	laːn⁴
䦨	laːn⁴
䪍	laːn⁴
𢲡	laː²
𢲡	naː¹
𥅈	laːp⁸
䂰	laːp⁹
