#name Islandic
#lang lsl
abbadísin	apatiːsɪn
Alexandersson	aːlɛksanter̥sɔːn
Alexandersson	aːlɛxsantɛr̥sɔːn
Alexandra	aːlɛksantra
Alexandra	aːlɛxsantra
alfa	alfa
alfaraleið	alfaraleiːð
alfarið	alfarɪð
Alfreð	alfrɛð
Alfreðs	alfrɛðs
Alfreðsdóttir	alfrɛðstouhtɪr
Alfreðsson	alfrɛðsɔːn
Algeirsborg	alceir̥spɔrk
algeng	alceiŋk
algengar	alceiŋkar
algengara	alceiŋkara
algengari	alceiŋkarɪ
algengast	alceiŋkast
algengasta	alceiŋkasta
algengir	alceiɲcɪr
algengt	alceiŋ̊t
algengum	alceiŋkʏm
algengur	alceiŋkʏr
algengust	alceiŋkʏst
algengustu	alceiŋkʏstʏ
alger	alcɛr
algera	alcɛra
algerar	alcɛrar
algerlega	alcɛrlɛɣa
algerri	alcɛrɪ
algert	alcɛr̥t
algeru	alcɛrʏ
algild	alcɪlt
algilt	alcɪl̥t
algjör	alcœr
algjöra	alcœra
algjörlega	alcœrlɛɣa
algjörri	alcœrɪ
algjört	alcœr̥t
algjöru	alcœrʏ
algjörum	alcœrʏm
algleymi	alkleimɪ
algleymingi	alkleimiɲcɪ
algóðan	alkouðan
algóður	alkouðʏr
algróin	alkrouɪn
alheiminn	aːlheimɪn
alheiminum	aːlheimɪnʏm
alheimsins	aːlheimsɪns
alheimurinn	aːlheimʏrɪn
alhliða	al̥ɪða
alhug	aːl̥ʏɣ
ali	aːlɪ
alið	aːlɪð
alin	aːlɪn
alinn	aːlɪn
alist	aːlɪst
alklædd	alklait
alkominn	alkɔmɪn
alkóhólista	al̥kouhoulɪsta
alkunna	alkʏna
alkunnu	alkʏnʏ
all	atl̥
alla	atla
allajafna	atlajapna
allan	atlan
allar	atlar
allavega	atlavɛɣa
Alli	alɪ
allir	atlɪr
alllangt	atlaŋ̊t
alllangt	atlauŋ̊t
alllangt	atlauŋt
alllengi	atleiɲcɪ
allmargar	atl̥markar
allmargir	atl̥marɲcɪr
allmikið	atl̥mɪɲcɪð
allmörg	atl̥mœrk
allmörgum	atl̥mœrkʏm
allnáið	atl̥nauɪð
allnokkra	atl̥nɔhkra
allnokkrum	atl̥nɔhkrʏm
allnokkuð	atl̥nɔhkʏð
allnokkur	atl̥nɔhkʏr
alloft	atlɔft
allra	atl̥ra
allra	atlra
Allrahanda	atl̥rahanta
allrahanda	atl̥rahanta
allrar	atl̥rar
allrar	atlrar
allri	atl̥rɪ
alls	als
allsber	alspɛr
allsberir	alspɛrɪr
allsendis	alsɛntɪs
allsherjar	alshɛrjar
allsherjarsál	alshɛrjarsauːl
allsherjarþinginu	alshɛrjarθiɲcɪnʏ
allskonar	alskɔnar
allskostar	alskɔstar
allskyns	alscɪns
allsráðandi	alsrauðantɪ
allstaðar	alstaðar
allstóran	atl̥stouːran
allt	al̥t
alltaf	al̥tav
alltént	atl̥tjɛn̥t
alltént	atl̥tjɛnt
alltént	altjɛn̥t
alltént	altjɛnt
alltof	al̥tɔv
alltumlykjandi	al̥tʏmlɪcantɪ
allur	atlʏr
allvel	atl̥vɛːl
Alma	alma
almanak	almanaːk
almanak	almanak
almanaki	almanaːcɪ
almanakið	almanaːcɪð
almannafé	almanafjɛː
almannafæri	almanafaiːrɪ
Almannagjá	almanacauː
Almannaskarð	almanaskarð
almannatrygginga	almanatrɪciŋka
almannatryggingar	almanatrɪciŋkar
almannavarna	almanavartna
almannavarnir	almanavartnɪr
Almar	almar
Almarsson	almar̥sɔːn
almáttugan	almauhtʏɣan
almáttugs	almauhtʏxs
almáttugur	almauhtʏɣʏr
almenn	almɛn
almenna	almɛna
almennan	almɛnan
almennar	almɛnar
almennari	almɛnarɪ
almenni	almɛnɪ
almennileg	almɛnɪlɛɣ
almennilega	almɛnɪlɛɣa
almennilegan	almɛnɪlɛɣan
almennilegir	almɛnɪleiːjɪr
almennilegt	almɛnɪlɛxt
almennilegum	almɛnɪlɛɣʏm
almennilegur	almɛnɪlɛɣʏr
almenning	almɛniŋk
almenningi	almɛniɲcɪ
almenninginn	almɛniɲcɪn
almenningnum	almɛniŋknʏm
almennings	almɛniŋks
almenningsálitið	almɛniŋksauːlɪtɪð
almenningseign	almɛniŋkseikn̥
almenningssamgangna	almɛniŋksamkaŋkna
almenningssamgangna	almɛniŋksamkauŋkna
almenningssamgöngum	almɛniŋksamkœyŋkʏm
almenningssamgöngur	almɛniŋksamkœyŋkʏr
almenningur	almɛniŋkʏr
almennir	almɛnɪr
almennra	almɛnra
almennrar	almɛnrar
almennri	almɛnrɪ
almenns	almɛns
almennt	almɛn̥t
almennt	almɛnt
almennu	almɛnʏ
almennum	almɛnʏm
almennur	almɛnʏr
almúginn	almujɪn
almættið	almaihtɪð
almættinu	almaihtɪnʏ
alnæmi	alnaimɪ
alnæmis	alnaimɪs
Alnæmissamtökin	alnaimɪsamtœcɪn
alpagreinar	al̥pakreinar
alpagreinar	alpakreinar
alpagreinum	al̥pakreinʏm
alpagreinum	alpakreinʏm
alrangt	alrauŋ̊t
alrangt	alrauŋt
alríkislögreglan	alricɪstlœɣrɛklan
alríkislögreglunnar	alricɪstlœɣrɛklʏnar
alræði	alraiðɪ
alræmda	alraimta
alræmdu	alraimtʏ
alræmdur	alraimtʏr
als	als
alsett	alsɛht
alsettur	alsɛhtʏr
Alsír	alsir
alskegg	alscɛk
alsnjóa	aːlstnjoua
alsoddi	alsɔtɪ
alstaðar	alstaðar
alsæll	alsaitl̥
alsælu	alsailʏ
alt	al̥t
altalandi	aːltaːlantɪ
altari	al̥tarɪ
altarið	al̥tarɪð
altarinu	al̥tarɪnʏ
altaris	al̥tarɪs
altarisganga	al̥tarɪskauŋka
altarisgöngu	al̥tarɪskœyŋkʏ
altarissakramentið	al̥tarɪsakramɛn̥tɪð
altarissakramentið	al̥tarɪsakramɛntɪð
altarissveinn	al̥tarɪsveitn̥
altaristöfluna	al̥tarɪstœplʏna
altekið	altɛcɪð
altekin	altɛcɪn
altekinn	altɛcɪn
alténd	altjɛn̥t
alténd	altjɛnt
alúð	aːluð
alúðlegur	aːluðlɛɣʏr
alvara	alvara
alvaran	alvaran
alvarleg	alvarlɛɣ
alvarlega	alvarlɛɣa
alvarlegan	alvarlɛɣan
alvarlegar	alvarlɛɣar
alvarlegasta	alvarlɛɣasta
alvarlegir	alvarleijɪr
alvarlegra	alvarlɛɣra
alvarlegri	alvarlɛɣrɪ
alvarlegs	alvarlɛxs
alvarlegt	alvarlɛxt
alvarlegu	alvarlɛɣʏ
alvarlegum	alvarlɛɣʏm
alvarlegur	alvarlɛɣʏr
alvarlegustu	alvarlɛɣʏstʏ
alvarleika	alvarleiːka
alveg	alvɛɣ
alversta	alvɛr̥sta
Alviðru	alvɪðrʏ
alvitur	alvɪtʏr
alvæpni	alvaihpnɪ
alvöru	alvœrʏ
alvörugefin	alvœrʏcɛvɪn
alvörugefinn	alvœrʏcɛvɪn
alvörugefni	alvœrʏcɛpnɪ
alvörumál	alvœrʏmauːl
alvörunni	alvœrʏnɪ
alvörupabba	alvœrʏpapa
alvörusvip	alvœrʏsvɪːp
alvöruþunga	alvœrʏθuŋka
Alzheimer	alshaimɛr
alþekkt	alθɛxt
Alþingi	alθiɲcɪ
Alþingis	alθiɲcɪs
Alþingishúsið	alθiɲcshuːsɪð
alþingiskosningar	alθiɲcɪskɔstniŋkar
alþingiskosningum	alθiɲcɪskɔstniŋkʏm
alþingismaður	alθiɲcɪsmaːðʏr
alþingismanna	alθiɲcɪsmana
alþingismanni	alθiɲcɪsmanɪ
alþingismanns	alθiɲcɪsmans
alþingismenn	alθiɲcɪsmɛn
alþingismönnum	alθiɲcɪsmœnʏm
alþjóð	alθjouð
alþjóða	alθjouða
Alþjóðabankans	alθjouðapaŋ̊kans
Alþjóðabankans	alθjouðapauŋ̊kans
Alþjóðabankans	alθjouðapauŋkans
Alþjóðabankinn	alθjouðapaŋ̊cɪn
Alþjóðabankinn	alθjouðapauŋ̊cɪn
Alþjóðabankinn	alθjouðapauŋcɪn
alþjóðagjaldeyrissjóðsins	alθjouðacalteirɪsjouðsɪns
alþjóðagjaldeyrissjóðurinn	alθjouðacalteirɪsjouðʏrɪn
alþjóðahvalveiðiráðsins	alθjouðakvalveiðɪrauðsɪns
alþjóðahvalveiðiráðsins	alθjouðaxvalveiðɪrauðsɪns
alþjóðalögum	alθjouðalœːɣʏm
alþjóðamarkaði	alθjouðamar̥kaðɪ
alþjóðamál	alθjouðamauːl
alþjóðamálum	alθjouðamauːlʏm
alþjóðasamfélagið	alθjouðasamfjɛlaijɪð
alþjóðasamfélaginu	alθjouðasamfjɛlaijɪnʏ
alþjóðasamfélagsins	alθjouðasamfjɛlaxsɪns
alþjóðasamninga	alθjouðasamniŋka
alþjóðastofnana	alθjouðastɔpnana
alþjóðasveitanna	alθjouðasveiːtana
alþjóðasveitirnar	alθjouðasveiːtɪtnar
alþjóðasveitunum	alθjouðasveiːtɔnʏm
alþjóðavettvangi	alθjouðavɛhtvauɲcɪ
alþjóðavísu	alθjouðaviːsʏ
alþjóðavæðing	alθjouðavaiːðiŋk
alþjóðavæðingar	alθjouðavaiːðiŋkar
alþjóðavæðingu	alθjouðavaiːðiŋkʏ
alþjóðleg	alθjouðlɛɣ
alþjóðlega	alθjouðlɛɣa
alþjóðlegan	alθjouðlɛɣan
alþjóðlegar	alθjouðlɛɣar
alþjóðlegi	alθjouðleijɪ
alþjóðlegir	alθjouðleijɪr
alþjóðlegra	alθjouðlɛɣra
alþjóðlegrar	alθjouðlɛɣrar
alþjóðlegri	alθjouðlɛɣrɪ
alþjóðlegs	alθjouðlɛxs
alþjóðlegt	alθjouðlɛxt
alþjóðlegu	alθjouðlɛɣʏ
alþjóðlegum	alθjouðlɛɣʏm
alþjóðlegur	alθjouðlɛɣʏr
alþýða	alθiða
alþýðan	alθiðan
alþýðu	alθiðʏ
Alþýðubandalagið	alθiðʏpantalaijɪð
Alþýðubandalaginu	alθiðʏpantalaijɪnʏ
Alþýðubandalagsins	alθiðʏpantalaxsɪns
Alþýðublaðið	alθiðʏplaːðɪð
Alþýðublaðinu	alθiðʏplaːðɪnʏ
Alþýðuflokksins	alθiðʏflɔhksɪns
Alþýðuflokksins	alθiðʏflɔxsɪns
alþýðufylkingarinnar	alθiðʏfɪl̥ciŋkarɪnar
Alþýðuhúsinu	alθiðʏhuːsɪnʏ
alþýðunnar	alθiðʏnar
alþýðunni	alθiðʏnɪ
Alþýðusambandið	alθiðʏsampantɪð
Alþýðusambands	alθiðʏsampants
Alþýðusambandsins	alθiðʏsampantsɪns
ama	aːma
amaði	aːmaðɪ
amalegt	aːmalɛxt
Amalía	aːmalija
Amalíu	aːmalijʏ
Amanda	aːmanta
amar	aːmar
amast	aːmast
ambassadorinn	ampasatɔrɪn
ambátt	ampauht
ambáttin	ampauhtɪn
ambáttir	ampauhtɪr
amen	aːmɛn
Ameríka	aːmɛrika
Ameríkana	aːmɛrikaːna
Ameríkanar	aːmɛrikaːnar
Ameríkanarnir	aːmɛrikanːatnɪr
Ameríkani	aːmɛrikaːnɪ
Ameríkaninn	aːmɛrikaːnɪn
Ameríku	aːmɛrikʏ
Ameríkumaðurinn	aːmɛrikʏmaːðʏrɪn
amerísk	aːmɛrisk
ameríska	aːmɛriska
amerískan	aːmɛriskan
amerískar	aːmɛriskar
ameríski	aːmɛriscɪ
amerískir	aːmɛriscɪr
amerískri	aːmɛriskrɪ
amerískt	aːmɛrist
amerísku	aːmɛriskʏ
amerískum	aːmɛriskʏm
amerískur	aːmɛriskʏr
amfetamín	amfɛtamiːn
amfetamíni	amfɛtamiːnɪ
amma	ama
amman	aman
Amsterdam	amstɛrtam
amstri	amstrɪ
amstur	amstʏr
Amtsbókasafnið	am̥tspoukasapnɪð
Amtsbókasafnið	amtspoukasapnɪð
an	aːn
ana	aːna
ananas	aːnanas
anarkismi	aːnarcɪsmɪ
anarkista	aːnarcɪsta
anarkistar	aːnarcɪstar
anda	anta
andað	antað
andaði	antaðɪ
andaðist	antaðɪst
andaðu	antaðʏ
andagift	antacɪft
andakt	antaxt
andaktugur	antaxtʏɣʏr
Andalúsíu	antalusijʏ
andann	antan
andans	antans
andanum	antanʏm
andar	antar
andardrátt	antartrauht
andardráttinn	antartrauhtɪn
andardráttur	antartrauhtʏr
andardrátturinn	antartrauhtʏrɪn
andardrættinum	antartraihtɪnʏm
andarnir	antatnɪr
andarslitrunum	antarstlɪtrɔnʏm
andartak	antartaːk
andartaki	antartaːcɪ
andartakið	antartaːcɪð
andartaks	antartaks
andartaks	antartaxs
andartaksins	antartaksɪns
andartaksins	antartaxsɪns
andartaksstund	antartakstʏnt
andartaksstund	antartaxstʏnt
andartaksþögn	antartaksθœkn̥
andartaksþögn	antartaxsθœkn̥
andartök	antartœːk
andartökum	antartœːkʏm
andast	antast
andblæ	antplai
andblæinn	antplaijɪn
andblær	antplair
anddyri	antɪrɪ
anddyrið	antɪrɪð
anddyrinu	antɪrɪnʏ
Anders	antɛr̥s
Andersen	antɛr̥sɛn
Andersens	antɛr̥sɛns
Andersson	antɛr̥sɔːn
andfúll	antfutl̥
andhverfu	antkvɛrvʏ
andhverfu	antxvɛrvʏ
andi	antɪ
andinn	antɪn
andköf	antkœv
andköfum	antkœvʏm
andlát	antlaut
andláti	antlautɪ
andlátið	antlautɪð
andláts	antlauts
andleg	antlɛɣ
andlega	antlɛɣa
andlegan	antlɛɣan
andlegar	antlɛɣar
andlegir	antleijɪr
andlegra	antlɛɣra
andlegrar	antlɛɣrar
andlegri	antlɛɣrɪ
andlegs	antlɛxs
andlegt	antlɛxt
andlegu	antlɛɣʏ
andlegum	antlɛɣʏm
andlegur	antlɛɣʏr
andlit	antlɪt
andliti	antlɪtɪ
andlitið	antlɪtɪð
andlitin	antlɪtɪn
andlitinu	antlɪtɪnʏ
andlits	antlɪts
andlitsdrætti	antlɪtstraihtɪ
andlitsdrættir	antlɪtstraihtɪr
andlitsdrættirnir	antlɪtstraihtɪtnɪr
andlitsins	antlɪtsɪns
andlitslyftingu	antlɪtstlɪftiŋkʏ
andlitsmynd	antlɪtsmɪnt
andlitssnyrtingu	antlɪtstnɪr̥tiŋkʏ
andlitum	antlɪtʏm
andmæla	antmaila
andmæli	antmailɪ
andmælt	antmail̥t
andmælti	antmail̥tɪ
andmælum	antmailʏm
Andorra	antɔra
andóf	antouv
Andra	antra
andrá	antrau
andráin	antrauɪn
andránni	antraunɪ
Andrea	antrɛa
Andreas	antrɛas
Andreu	antrɛu
Andreu	antrɛʏ
Andrés	antrjɛs
Andrésar	antrjɛsar
Andrésdóttir	antrjɛstouhtɪr
Andrésdóttur	antrjɛstouhtʏr
Andrési	antrjɛsɪ
Andrésson	antrjɛsɔːn
Andréssonar	antrjɛsɔːnar
Andri	antrɪ
andríkur	antrikʏr
andrúmsloft	antrumstlɔft
andrúmslofti	antrumstlɔftɪ
andrúmslofti	antrumslɔftɪ
andrúmsloftið	antrumstlɔftɪð
andrúmsloftinu	antrumstlɔftɪnʏ
andskota	anskɔta
andskotann	anskɔtan
andskotans	anskɔtans
andskotar	anskɔtar
andskotast	anskɔtast
andskoti	anskɔtɪ
andskotinn	anskɔtɪn
andsnúinn	antstnuɪn
andsnúnir	antstnunɪr
andspyrnu	antspɪtnʏ
andspænis	antspainɪs
andstaða	antstaða
andstaðan	antstaðan
andstreymi	antstreimɪ
andstutt	antstʏht
andstyggð	antstɪɣð
andstyggðar	antstɪɣðar
andstyggilega	antstɪcɪlɛɣa
andstyggilegt	antstɪcɪlɛːxt
andstyggilegt	antstɪcɪlɛxt
andstyggilegu	antstɪcɪlɛɣʏ
andstyggilegur	antstɪcɪlɛɣʏr
andstæð	antstaið
andstæða	antstaiða
andstæðar	antstaiðar
andstæðing	antstaiðiŋk
andstæðinga	antstaiðiŋka
andstæðinganna	antstaiðiŋkana
andstæðingar	antstaiðiŋkar
andstæðingarnir	antstaiðiŋkatnɪr
andstæðinginn	antstaiðiɲcɪn
andstæðingum	antstaiðiŋkʏm
andstæðingur	antstaiðiŋkʏr
andstæðingurinn	antstaiðiŋkʏrɪn
andstæðu	antstaiðʏ
andstæðum	antstaiðʏm
andstæður	antstaiðʏr
andstætt	antstaiht
andstöðu	antstœðʏ
andsvar	antsvar
andúð	antuð
andúðar	antuðar
andúðin	antuðɪn
andvaka	antvaka
andvana	antvana
andvara	antvara
andvari	antvarɪ
andvarpaði	antvar̥paðɪ
andvarpandi	antvar̥pantɪ
andvarpi	antvar̥pɪ
andvirði	antvɪrðɪ
andvíg	antviɣ
andvígir	antvijɪr
andvígur	antviɣʏr
andvörpum	antvœr̥pʏm
andæfa	antaiva
ang	aŋk
ang	auŋk
anga	aŋka
anga	auŋka
angan	aŋkan
angan	auŋkan
angandi	aŋkantɪ
angandi	auŋkantɪ
anganin	aŋkanɪn
anganin	auŋkanɪn
angar	aŋkar
angar	auŋkar
Angela	ancɛla
Angelu	ancɛlʏ
angi	aɲcɪ
angi	auɲcɪ
angist	aɲcɪst
angist	auɲcɪst
angistar	aɲcɪstar
angistar	auɲcɪstar
angistarfull	aɲcɪstarfʏtl̥
angistarfull	auɲcɪstarfʏtl̥
Angóla	aŋkoula
angra	aŋkra
angra	auŋkra
angraði	aŋkraðɪ
angraði	auŋkraðɪ
angrar	aŋkrar
angrar	auŋkrar
angri	aŋkrɪ
angri	auŋkrɪ
angur	aŋkʏr
angur	auŋkʏr
angurfull	auŋkʏrfʏtl̥
angurværð	aŋkʏrvairð
angurværð	auŋkʏrvairð
angurvært	aŋkʏrvair̥t
angurvært	auŋkʏrvair̥t
angurværu	aŋkʏrvaiːrʏ
angurværu	auŋkʏrvaiːrʏ
Aníta	aːnita
Anítu	aːnitʏ
Anja	anja
Ankara	aŋ̊kara
Ankara	aŋkara
ankeri	ahcɛːrɪ
ankeri	aɲ̊cɛːrɪ
ankeri	auɲ̊cɛːrɪ
ann	an
Anna	ana
annað	anað
annaðhvort	anaðkvɔr̥t
annaðhvort	anaðxvɔr̥t
annaðist	anaðɪst
annan	anan
annar	anar
annarlega	anarlɛɣa
annarlegri	anarlɛɣrɪ
annarlegt	anarlɛxt
annarlegu	anarlɛɣʏ
annarlegum	anarlɛɣʏm
annarra	anara
annarrar	anarar
annarri	anarɪ
annars	anar̥s
annarskonar	anar̥skɔnar
annarsstaðar	anar̥staðar
annarsvegar	anar̥svɛɣar
annast	anast
annálaður	anaulaðʏr
Anni	anɪ
Annika	anɪhka
Anniku	anɪkʏ
annir	anɪr
annist	anɪst
annmarka	anmar̥ka
annmarkar	anmar̥kar
annmörkum	anmœr̥kʏm
annríki	anricɪ
annríkt	anrixt
annt	an̥t
annt	ant
ansa	ansa
ansaði	ansaðɪ
ansar	ansar
ansi	ansɪ
Anton	an̥tɔn
Anton	antɔn
Antonsdóttir	an̥tɔnstouhtɪr
Antonsdóttir	antɔnstouhtɪr
Antonsson	an̥tɔnsɔːn
Antonsson	antɔnsɔːn
apa	aːpa
apar	aːpar
api	aːpɪ
apótek	aːpoutɛːk
apóteka	aːpoutɛːka
apótekanna	aːpoutɛːkana
apótekaraeyju	aːpoutɛːkaraeiːjʏ
apótekið	aːpoutɛːcɪð
apótekinu	aːpoutɛːcɪnʏ
apótekum	aːpoutɛːkʏm
appelsín	ahpɛlsin
appelsínu	ahpɛlsinʏ
appelsínugul	ahpɛlsinʏkʏːl
appelsínugula	ahpɛlsinʏkʏːla
appelsínugulum	ahpɛlsinʏkʏːlʏm
appelsínum	ahpɛlsinʏm
appelsínur	ahpɛlsinʏr
appelsínurnar	ahpɛlsinʏtnar
appelsínusafa	ahpɛlsinʏsaːva
apríl	aːpril
apríl	april
aprílmánuði	aprilmaunʏðɪ
Ara	aːra
araba	aːrapa
arabar	aːrapar
Arabía	aːrapija
arabíska	aːrapiska
arabísku	aːrapiskʏ
Arabíu	aːrapijʏ
Aradóttir	aːratouhtɪr
aragrúa	aːrakrua
aragrúi	aːrakruɪ
Arason	aːrasɔːn
Arasonar	aːrasɔːnar
Arasyni	aːrasɪːnɪ
arða	arða
arðbær	arðpair
arðgreiðslur	arðkreiðstlʏr
arði	arðɪ
arðs	arðs
arðsemi	arðsɛmɪ
arður	arðʏr
arf	arv
arfa	arva
arfi	arvɪ
arfinn	arvɪn
arfinum	arvɪnʏm
arfleiddi	arvleitɪ
arfleifð	arvleivð
arftaka	arvtaka
arftaki	arvtacɪ
arfur	arvʏr
Argentína	arkɛntiːna
argentínska	arkɛntinskra
Argentínu	arkɛntiːnʏ
Argentínumenn	arkɛntiːnʏmɛn
argur	arkʏr
Ari	aːrɪ
Arinbjarnarson	aːrɪnpjartnarsɔːn
arininn	aːrɪnɪn
aría	aːrija
aríu	aːrijʏ
aríur	aːrijʏr
arka	ar̥ka
arkar	ar̥kar
arkir	ar̥cɪr
arkitekt	ar̥cɪtɛxt
arkitekta	ar̥cɪtɛxta
arkitektar	ar̥cɪtɛxtar
arkitektarnir	ar̥cɪtɛxtatnɪr
arkitektinn	ar̥cɪtɛxtɪn
arkitekts	ar̥cɪtɛxts
arkitektsins	ar̥cɪtɛxtsɪns
arkitektum	ar̥cɪtɛxtʏm
arkitektúr	ar̥cɪtɛxtur
arma	arma
armana	armana
armar	armar
armbandsúrið	armpantsuːrɪð
armbeygjur	armpeijʏr
armbönd	armpœnt
Armena	armɛna
Armenar	armɛnar
Armeni	armɛnɪ
Armeníu	armɛnijʏ
armensku	armɛnskʏ
armi	armɪ
arminn	armɪn
arminum	armɪnʏm
armæðu	armaiðʏ
arna	artna
Arnald	artnalt
Arnalds	artnalts
Arnaldsson	artnaltsɔːn
Arnaldur	artnaltʏr
Arnar	artnar
Arnardóttir	artnartouhtɪr
Arnardóttur	artnartouhtʏr
Arnarfell	artnarfɛtl̥
Arnarfirði	artnarfɪrðɪ
Arnarfjörð	artnarfjœrð
Arnarholt	artnarhɔl̥t
Arnarholti	artnarhɔl̥tɪ
Arnarhóli	artnarhouːlɪ
Arnari	artnarɪ
Arnarnesi	artnarneːsɪ
Arnarnesvog	artnarnesvɔːɣ
Arnarnesvogi	artnarnesvɔːjɪ
Arnarnesvogi	artnarnesvɔiːjɪ
Arnars	artnar̥s
Arnarsdóttir	artnar̥stouhtɪr
Arnarson	artnar̥sɔːn
Arnarson	artnarsɔːn
Arnarsonar	artnar̥sɔːnar
Arnarsonar	artnarsɔːnar
Arnarsson	artnar̥sɔːn
Arnarssonar	artnar̥sɔːnar
Arnarstapa	artnarstaːpa
Arnarsyni	artnar̥sɪːnɪ
Arnartanga	artnartauŋka
Arnbjörg	artnpjœrk
Arnbjörgu	artnpjœrkʏ
Arnbjörnsson	artnpjœr̥sɔːn
Arndís	artis
Arnfinnsson	artnfɪnsɔːn
Arnfríður	artnfriðʏr
Arngerður	artncɛrðʏr
Arngrímsdóttir	artnkrimstouhtɪr
Arngrímsson	artnkrimsɔːn
Arngrímssonar	artnkrimsɔːnar
Arngrímur	artnkrimʏr
Arnheiður	artnheiðʏr
arni	artnɪ
arninum	artnɪnʏm
Arnkelsson	artncɛlsɔːn
Arnljótsdóttir	artnljoutstouhtɪr
Arnljótur	artnljoutʏr
Arnór	artnour
Arnórs	artnour̥s
Arnórsdóttir	artnour̥stouhtɪr
Arnórsson	artnour̥sɔːn
Arnþór	artnθour
Arnþórsson	artnθour̥sɔːn
Arnþrúður	artnθruðʏr
Aron	aːrɔn
Aroni	aːrɔnɪ
Arons	aːrɔns
Aronson	aːrɔnsɔːn
Arthúr	ar̥tur
as	aːs
asa	aːsa
asalaust	aːsalœyst
asi	aːsɪ
ASÍ	aː ɛs iː
Asíu	aːsijʏ
ask	ask
aska	aska
askan	askan
aski	ascɪ
askinum	ascɪnʏm
askja	asca
askvaðandi	askvaðantɪ
asna	astna
asnaðist	astnaðɪst
asnaeyrunum	astnaeiːrɔnʏm
asnaleg	astnalɛɣ
asnalega	astnalɛɣa
asnalegt	astnalɛxt
asnann	astnan
asnans	astnans
asnanum	astnanʏm
asnar	astnar
asnaskinn	astnascɪn
asni	astnɪ
asninn	astnɪn
astma	asma
at	aːt
ata	aːta
ataður	aːtaðʏr
atarna	atartna
atast	aːtast
atbeina	aːtpeina
atburð	aːtpʏrð
atburða	aːtʏrða
atburðanna	aːtpʏrðana
atburðar	aːtpʏrðar
atburðarás	aːtpʏrðarauːs
atburðarásin	aːtpʏrðarauːsɪn
atburðarásina	aːtpʏrðarauːsɪna
atburðarásinni	aːtpʏrðarauːsɪnɪ
atburði	aːtpʏrðɪ
atburðina	aːtpʏrðɪna
atburðinn	aːtpʏrðɪn
atburðinum	aːtpʏrðɪnʏm
atburðir	aːtpʏrðɪr
atburðirnir	aːtpʏrðɪtnɪr
atburðum	aːtpʏrðʏm
atburðunum	aːtpʏrðɔnʏm
atburður	aːtpʏrðʏr
atburðurinn	aːtpʏrðʏrɪn
atferli	aːtfɛrtlɪ
atgervi	aːtcɛrvɪ
athafna	aːtapna
athafnamaður	aːtapnamaːðʏr
athafnasemi	aːtapnasɛːmɪ
athafnasvæði	aːtapnasvaiːðɪ
athafnir	aːtapnɪr
athlægi	aːtl̥aijɪ
athuga	aːtʏɣa
athugað	aːtʏɣað
athugaðu	aːtʏɣaðʏ
athugana	aːtʏɣana
athuganir	aːtʏɣanɪr
athugasemd	aːtʏɣasɛmt
athugasemda	aːtʏɣasɛmta
athugasemdina	aːtʏɣasɛmtɪna
athugasemdir	aːtʏɣasɛmtɪr
athugasemdirnar	aːtʏɣasɛmtɪtnar
athugasemdum	aːtʏɣasɛmtʏm
athugavert	aːtʏɣavɛr̥t
athugið	aːtʏjɪð
athuguðu	aːtʏɣʏðʏ
athugull	aːtʏɣʏtl̥
athugult	aːtʏɣʏl̥t
athugun	aːtʏɣʏn
athugunar	aːtʏɣʏnar
athugunum	aːtʏɣʏnʏm
athvarf	aːtkvarv
athvarf	aːtxvarv
athygli	aːtɪklɪ
athyglin	aːtɪklɪn
athyglina	aːtɪklɪna
athyglinni	aːtɪklɪnɪ
athyglisverð	aːtɪklɪsvɛrð
athyglisverða	aːtɪklɪsvɛrða
athyglisverðar	aːtɪklɪsvɛrðar
athyglisverðasta	aːtɪklɪsvɛrðasta
athyglisverðu	aːtɪklɪsvɛrðʏ
athyglisverðum	aːtɪklɪsvɛrðʏm
athyglisverður	aːtɪklɪsvɛrðʏr
athyglisverðustu	aːtɪklɪsvɛrðʏstʏ
athyglisvert	aːtɪklɪsvɛr̥t
athæfi	aːtaivɪ
athöfn	aːtœpn̥
athöfnin	aːtœpnɪn
athöfnina	aːtœpnɪna
athöfninni	aːtœpnɪnɪ
athöfnum	aːtœpnʏm
atkvæða	aːtkvaiða
atkvæðagreiðsla	aːtkvaiðakreiðstla
atkvæðagreiðslan	aːtkvaiðakreiðstlan
atkvæðagreiðslu	aːtkvaiðakreiðstlʏ
atkvæðagreiðsluna	aːtkvaiðakreiðstlʏna
atkvæðagreiðslunnar	aːtkvaiðakreiðstlʏnar
atkvæðagreiðslunni	aːtkvaiðakreiðstlʏnɪ
atkvæðamikill	aːtkvaiðamɪːcɪtl̥
atkvæðanna	aːtkvaiðana
atkvæði	aːtkvaiðɪ
atkvæðin	aːtkvaiðɪn
atkvæðisrétt	aːtkvaiðɪsrjɛht
atkvæðum	aːtkvaiðʏm
Atla	ahtla
Atladóttir	ahtlatouhtɪr
atlaga	aːtlaɣa
Atlantshaf	ahtlantshaːv
Atlantshafi	ahtlantshaːvɪ
Atlantshafið	ahtlantshaːvɪð
Atlantshafsbandalagið	ahtlantshavspantalaijɪð
Atlantshafsbandalagið	ahtlantshavspantalajɪð
Atlantshafsbandalaginu	ahtlantshavspantalaijɪnʏ
Atlantshafsbandalaginu	ahtlantshavspantalajɪnʏ
