abá	aˈba
adjudiqués	ad̪xud̪iˈkes
adjuntá	ad̪xunˈt̪a
adjuntás	ad̪xunˈt̪as
adjuntés	ad̪xunˈt̪es
adjurá	ad̪xuˈɾa
adjurás	ad̪xuˈɾas
adjurés	ad̪xuˈɾes
adminiculá	ad̪minikuˈla
adminiculás	ad̪minikuˈlas
adminiculés	ad̪minikuˈles
administrá	ad̪minisˈt̪ɾa
administrás	ad̪minisˈt̪ɾas
administrés	ad̪minisˈt̪ɾes
admirá	ad̪miˈɾa
admirás	ad̪miˈɾas
admirés	ad̪miˈɾes
admitás	ad̪miˈt̪as
admití	ad̪miˈt̪i
admitís	ad̪miˈt̪is
adobá	ad̪oˈba
adobás	ad̪oˈbas
adobés	ad̪oˈbes
adocená	ad̪oseˈna
adocenás	ad̪oseˈnas
adocenés	ad̪oseˈnes
adoctriná	ad̪okt̪ɾiˈna
adoctrinás	ad̪okt̪ɾiˈnas
adoctrinés	ad̪okt̪ɾiˈnes
adolecé	ad̪oleˈse
adolecés	ad̪oleˈses
adolezcás	ad̪olesˈkas
adoptá	ad̪opˈt̪a
adoptás	ad̪opˈt̪as
adoptés	ad̪opˈt̪es
adoquiná	ad̪okiˈna
adoquinás	ad̪okiˈnas
adoquinés	ad̪okiˈnes
adorá	ad̪oˈɾa
adorás	ad̪oˈɾas
adorés	ad̪oˈɾes
adormecé	ad̪oɾmeˈse
adormecés	ad̪oɾmeˈses
adormezcás	ad̪oɾmesˈkas
adormilá	ad̪oɾmiˈla
adormilás	ad̪oɾmiˈlas
adormilés	ad̪oɾmiˈles
adormitá	ad̪oɾmiˈt̪a
adormitás	ad̪oɾmiˈt̪as
adormités	ad̪oɾmiˈt̪es
adorná	ad̪oɾˈna
adornás	ad̪oɾˈnas
adornés	ad̪oɾˈnes
adosá	ad̪oˈsa
adosás	ad̪oˈsas
adosés	ad̪oˈses
adquirás	ad̪kiˈɾas
adquirí	ad̪kiˈɾi
adquirís	ad̪kiˈɾis
adricés	ad̪ɾiˈses
adrizá	ad̪ɾiˈsa
adrizás	ad̪ɾiˈsas
adrogá	ad̪ɾoˈga
adrogás	ad̪ɾoˈgas
adrogués	ad̪ɾoˈges
adscribás	ad̪skɾiˈbas
adscribí	ad̪skɾiˈbi
adscribís	ad̪skɾiˈbis
adsorbás	ad̪soɾˈbas
adsorbé	ad̪soɾˈbe
adsorbés	ad̪soɾˈbes
adstringí	ad̪st̪ɾinˈxi
adstringís	ad̪st̪ɾinˈxis
adstrinjás	ad̪st̪ɾinˈxas
aduaná	ad̪waˈna
aduanás	ad̪waˈnas
aduanés	ad̪waˈnes
aducí	ad̪uˈsi
aducís	ad̪uˈsis
adueñá	ad̪weˈɲa
adueñás	ad̪weˈɲas
adueñés	ad̪weˈɲes
adujá	ad̪uˈxa
adujás	ad̪uˈxas
adujés	ad̪uˈxes
adulá	ad̪uˈla
adulás	ad̪uˈlas
adulcés	ad̪ulˈses
adulés	ad̪uˈles
adulterá	ad̪ult̪eˈɾa
adulterás	ad̪ult̪eˈɾas
adulterés	ad̪ult̪eˈɾes
adulzá	ad̪ulˈsa
adulzás	ad̪ulˈsas
adulzorá	ad̪ulsoˈɾa
adulzorás	ad̪ulsoˈɾas
adulzorés	ad̪ulsoˈɾes
aduná	ad̪uˈna
adunás	ad̪uˈnas
adunés	ad̪uˈnes
aduzcás	ad̪usˈkas
advengás	ad̪benˈgas
advení	ad̪beˈni
advenís	ad̪beˈnis
adverá	ad̪beˈɾa
adverás	ad̪beˈɾas
adverbialicés	ad̪beɾbjaliˈses
adverbializá	ad̪beɾbjaliˈsa
adverbializás	ad̪beɾbjaliˈsas
adverés	ad̪beˈɾes
advertí	ad̪beɾˈt̪i
advertís	ad̪beɾˈt̪is
advirtás	ad̪biɾˈt̪as
afamá	afaˈma
afamás	afaˈmas
afamés	afaˈmes
afaná	afaˈna
afanás	afaˈnas
afanés	afaˈnes
afeá	afeˈa
afeás	afeˈas
afectá	afekˈt̪a
afectás	afekˈt̪as
afectés	afekˈt̪es
afeés	afeˈes
afeitá	afejˈt̪a
afeitás	afejˈt̪as
afeités	afejˈt̪es
afelpá	afelˈpa
afelpás	afelˈpas
afelpés	afelˈpes
afeminá	afemiˈna
afeminás	afemiˈnas
afeminés	afemiˈnes
aferrá	afeˈra
aferrás	afeˈras
aferrés	afeˈres
afiancés	afjanˈses
afianzá	afjanˈsa
afianzás	afjanˈsas
aficioná	afisjoˈna
aficionás	afisjoˈnas
aficionés	afisjoˈnes
afiebrá	afjeˈbɾa
afiebrás	afjeˈbɾas
afiebrés	afjeˈbɾes
afijá	afiˈxa
afijás	afiˈxas
afijés	afiˈxes
afilá	afiˈla
afilás	afiˈlas
afilés	afiˈles
afiliá	afiliˈa
afiliás	afiliˈas
afiliés	afiˈljes
afiligraná	afiligɾaˈna
afiligranás	afiligɾaˈnas
afiligranés	afiligɾaˈnes
afiná	afiˈna
afinás	afiˈnas
afincá	afinˈka
afincás	afinˈkas
afinés	afiˈnes
afinqués	afinˈkes
afirmá	afiɾˈma
afirmás	afiɾˈmas
afirmés	afiɾˈmes
afistulá	afist̪uˈla
afistulás	afist̪uˈlas
afistulés	afist̪uˈles
afligí	afliˈxi
afligís	afliˈxis
aflijás	afliˈxas
aflojá	afloˈxa
aflojás	afloˈxas
aflojés	afloˈxes
aflorá	afloˈɾa
aflorás	afloˈɾas
aflorés	afloˈɾes
afluí	aˈflwi
afluís	aˈflwis
afluyás	afluˈʝas
afogará	afogaˈɾa
afogarás	afogaˈɾas
afogarés	afogaˈɾes
afollá	afoˈʝa
afollás	afoˈʝas
afollés	afoˈʝes
aforá	afoˈɾa
aforás	afoˈɾas
aforés	afoˈɾes
aforrá	afoˈra
aforrás	afoˈras
aforrés	afoˈres
afoscá	afosˈka
afoscás	afosˈkas
afosqués	afosˈkes
afrailá	afɾajˈla
afrailás	afɾajˈlas
afrailés	afɾajˈles
afrancesá	afɾanseˈsa
afrancesás	afɾanseˈsas
afrancesés	afɾanseˈses
afrenillá	afɾeniˈʝa
afrenillás	afɾeniˈʝas
afrenillés	afɾeniˈʝes
afrentá	afɾenˈt̪a
afrentás	afɾenˈt̪as
afrentés	afɾenˈt̪es
afretá	afɾeˈt̪a
afretás	afɾeˈt̪as
afretés	afɾeˈt̪es
africanicés	afɾikaniˈses
africanizá	afɾikaniˈsa
africanizás	afɾikaniˈsas
afrontá	afɾonˈt̪a
afrontás	afɾonˈt̪as
afrontés	afɾonˈt̪es
afrontilá	afɾont̪iˈla
afrontilás	afɾont̪iˈlas
afrontilés	afɾont̪iˈles
afueteá	afwet̪eˈa
afueteás	afwet̪eˈas
afueteés	afwet̪eˈes
afufá	afuˈfa
afufás	afuˈfas
afufés	afuˈfes
afutrá	afuˈt̪ɾa
afutrás	afuˈt̪ɾas
afutrés	afuˈt̪ɾes
agachá	agaˈʧa
agachás	agaˈʧas
agachés	agaˈʧes
agamitá	agamiˈt̪a
agamitás	agamiˈt̪as
agamités	agamiˈt̪es
agarbá	agaɾˈba
agarbás	agaɾˈbas
agarbés	agaɾˈbes
agarbillá	agaɾbiˈʝa
agarbillás	agaɾbiˈʝas
agarbillés	agaɾbiˈʝes
agarrá	agaˈra
agarrás	agaˈras
agarrés	agaˈres
agarrochá	agaroˈʧa
agarrochás	agaroˈʧas
agarrochés	agaroˈʧes
agarrotá	agaroˈt̪a
agarrotás	agaroˈt̪as
agarroteá	agarot̪eˈa
agarroteás	agarot̪eˈas
agarroteés	agarot̪eˈes
agarrotés	agaroˈt̪es
agasajá	agasaˈxa
agasajás	agasaˈxas
agasajés	agasaˈxes
agavillá	agabiˈʝa
agavillás	agabiˈʝas
agavillés	agabiˈʝes
agazapá	agasaˈpa
agazapás	agasaˈpas
agazapés	agasaˈpes
agenciá	axensiˈa
agenciás	axensiˈas
agenciés	axenˈsjes
agermaná	axeɾmaˈna
agermanás	axeɾmaˈnas
agermanés	axeɾmaˈnes
agigantá	axiganˈt̪a
agigantás	axiganˈt̪as
agigantés	axiganˈt̪es
agilicés	axiliˈses
agilizá	axiliˈsa
agilizás	axiliˈsas
agitá	axiˈt̪a
agitás	axiˈt̪as
agités	axiˈt̪es
aglomerá	aglomeˈɾa
aglomerás	aglomeˈɾas
aglomerés	aglomeˈɾes
aglutiná	aglut̪iˈna
aglutinás	aglut̪iˈnas
aglutinés	aglut̪iˈnes
agobiá	agobiˈa
agobiás	agobiˈas
agobiés	agoˈbjes
agolpá	agolˈpa
agolpás	agolˈpas
agolpés	agolˈpes
agonicés	agoniˈses
agonizá	agoniˈsa
agonizás	agoniˈsas
agorá	agoˈɾa
agorás	agoˈɾas
agorés	agoˈɾes
agorgojá	agoɾgoˈxa
agorgojás	agoɾgoˈxas
agorgojés	agoɾgoˈxes
agostá	agosˈt̪a
agostás	agosˈt̪as
agostés	agosˈt̪es
agotá	agoˈt̪a
agotás	agoˈt̪as
agotés	agoˈt̪es
agraciá	agɾasiˈa
agraciás	agɾasiˈas
agraciés	agɾaˈsjes
agradá	agɾaˈd̪a
agradás	agɾaˈd̪as
agradecé	agɾad̪eˈse
agradecés	agɾad̪eˈses
agradés	agɾaˈd̪es
agradezcás	agɾad̪esˈkas
agramá	agɾaˈma
agramás	agɾaˈmas
agramés	agɾaˈmes
agramilá	agɾamiˈla
agramilás	agɾamiˈlas
agramilés	agɾamiˈles
agrandá	agɾanˈd̪a
agrandás	agɾanˈd̪as
agrandés	agɾanˈd̪es
agranujá	agɾanuˈxa
agranujás	agɾanuˈxas
agranujés	agɾanuˈxes
agravá	agɾaˈba
agravás	agɾaˈbas
agravés	agɾaˈbes
agraviá	agɾabiˈa
agraviás	agɾabiˈas
agraviés	agɾaˈbjes
agredás	agɾeˈd̪as
agredí	agɾeˈd̪i
agredís	agɾeˈd̪is
agregá	agɾeˈga
agregás	agɾeˈgas
agregués	agɾeˈges
agremiá	agɾemiˈa
agremiás	agɾemiˈas
agremiés	agɾeˈmjes
agriá	agɾiˈa
agriás	agɾiˈas
agriés	aˈgɾjes
agrietá	agɾjeˈt̪a
agrietás	agɾjeˈt̪as
agrietés	agɾjeˈt̪es
agrupá	agɾuˈpa
agrupás	agɾuˈpas
agrupés	agɾuˈpes
aguá	aˈgwa
aguacés	agwaˈses
aguachá	agwaˈʧa
aguacharná	agwaʧaɾˈna
aguacharnás	agwaʧaɾˈnas
aguacharnés	agwaʧaɾˈnes
aguachás	agwaˈʧas
aguachés	agwaˈʧes
aguachiná	agwaʧiˈna
aguachinás	agwaʧiˈnas
aguachinés	agwaʧiˈnes
aguaitá	agwajˈt̪a
aguaitás	agwajˈt̪as
aguaités	agwajˈt̪es
aguantá	agwanˈt̪a
aguantás	agwanˈt̪as
aguantés	agwanˈt̪es
aguardá	agwaɾˈd̪a
aguardás	agwaɾˈd̪as
aguardés	agwaɾˈd̪es
aguás	aˈgwas
aguazá	agwaˈsa
aguazás	agwaˈsas
agucés	aguˈses
agudicés	agud̪iˈses
agudizá	agud̪iˈsa
agudizás	agud̪iˈsas
aguerrás	ageˈras
aguerrí	ageˈri
aguerrís	ageˈris
agüés	aˈgwes
aguijá	agiˈxa
aguijás	agiˈxas
aguijés	agiˈxes
aguijoneá	agixoneˈa
aguijoneás	agixoneˈas
aguijoneés	agixoneˈes
aguizgá	agisˈga
aguizgás	agisˈgas
aguizgués	agisˈges
agujerá	aguxeˈɾa
agujerás	aguxeˈɾas
agujereá	aguxeɾeˈa
agujereás	aguxeɾeˈas
agujereés	aguxeɾeˈes
agujerés	aguxeˈɾes
agusaná	agusaˈna
agusanás	agusaˈnas
agusanés	agusaˈnes
aguzá	aguˈsa
aguzás	aguˈsas
ahechá	aeˈʧa
ahechás	aeˈʧas
ahechés	aeˈʧes
aheleá	aeleˈa
aheleás	aeleˈas
aheleés	aeleˈes
aherrojá	aeroˈxa
aherrojás	aeroˈxas
aherrojés	aeroˈxes
aherrumbrá	aerumˈbɾa
aherrumbrás	aerumˈbɾas
aherrumbrés	aerumˈbɾes
ahervorá	aeɾboˈɾa
ahervorás	aeɾboˈɾas
ahervorés	aeɾboˈɾes
ahijá	ajˈxa
ahijás	ajˈxas
ahijés	ajˈxes
ahilá	ajˈla
ahilás	ajˈlas
ahilés	ajˈles
ahincá	ajnˈka
ahincás	ajnˈkas
ahinojá	ajnoˈxa
ahinojás	ajnoˈxas
ahinojés	ajnoˈxes
ahinqués	ajnˈkes
ahitá	ajˈt̪a
ahitás	ajˈt̪as
ahités	ajˈt̪es
ahocicá	aosiˈka
ahocicás	aosiˈkas
ahociná	aosiˈna
ahocinás	aosiˈnas
ahocinés	aosiˈnes
ahociqués	aosiˈkes
ahogá	aoˈga
ahogás	aoˈgas
ahogués	aoˈges
ahondá	aonˈd̪a
ahondás	aonˈd̪as
ahondés	aonˈd̪es
ahorcá	aoɾˈka
ahorcajá	aoɾkaˈxa
ahorcajás	aoɾkaˈxas
ahorcajés	aoɾkaˈxes
ahorcás	aoɾˈkas
ahormá	aoɾˈma
ahormás	aoɾˈmas
ahormés	aoɾˈmes
ahornagá	aoɾnaˈga
ahornagás	aoɾnaˈgas
ahornagués	aoɾnaˈges
ahorqués	aoɾˈkes
ahorquillá	aoɾkiˈʝa
ahorquillás	aoɾkiˈʝas
ahorquillés	aoɾkiˈʝes
ahorrá	aoˈra
ahorrás	aoˈras
ahorrés	aoˈres
ahuchá	awˈʧa
ahuchás	awˈʧas
ahuchés	awˈʧes
ahuecá	aweˈka
ahuecás	aweˈkas
ahuequés	aweˈkes
ahuevá	aweˈba
ahuevás	aweˈbas
ahuevés	aweˈbes
ahumá	awˈma
ahumás	awˈmas
ahumés	awˈmes
ahusá	awˈsa
ahusás	awˈsas
ahusés	awˈses
ahuyentá	awʝenˈt̪a
ahuyentás	awʝenˈt̪as
ahuyentés	awʝenˈt̪es
airá	ajˈɾa
airás	ajˈɾas
aireá	ajɾeˈa
aireás	ajɾeˈas
aireés	ajɾeˈes
airés	ajˈɾes
aislá	ajsˈla
aislás	ajsˈlas
aislés	ajsˈles
ajá	aˈxa
ajamoná	axamoˈna
ajamonás	axamoˈnas
ajamonés	axamoˈnes
ajaquecá	axakeˈka
ajaquecás	axakeˈkas
ajaquequés	axakeˈkes
ajardiná	axaɾd̪iˈna
ajardinás	axaɾd̪iˈnas
ajardinés	axaɾd̪iˈnes
ajás	aˈxas
ajeá	axeˈa
ajeás	axeˈas
ajeés	axeˈes
ajés	aˈxes
ajetreá	axet̪ɾeˈa
ajetreás	axet̪ɾeˈas
ajetreés	axet̪ɾeˈes
ajobá	axoˈba
ajobás	axoˈbas
ajobés	axoˈbes
ajorá	axoˈɾa
ajorás	axoˈɾas
ajorés	axoˈɾes
ajornalá	axoɾnaˈla
ajornalás	axoɾnaˈlas
ajornalés	axoɾnaˈles
ajuará	axwaˈɾa
ajuarás	axwaˈɾas
ajuarés	axwaˈɾes
ajuiciá	axwisiˈa
ajuiciás	axwisiˈas
ajuiciés	axwiˈsjes
ajumá	axuˈma
ajumás	axuˈmas
ajumés	axuˈmes
ajustá	axusˈt̪a
ajustás	axusˈt̪as
ajustés	axusˈt̪es
ajusticiá	axust̪isiˈa
ajusticiás	axust̪isiˈas
ajusticiés	axust̪iˈsjes
alabá	alaˈba
alabás	alaˈbas
alabeá	alabeˈa
alabeás	alabeˈas
alabeés	alabeˈes
alabés	alaˈbes
alagá	alaˈga
alagartá	alagaɾˈt̪a
alagartás	alagaɾˈt̪as
alagartés	alagaɾˈt̪es
alagás	alaˈgas
alagués	alaˈges
alambicá	alambiˈka
alambicás	alambiˈkas
alambiqués	alambiˈkes
alambrá	alamˈbɾa
alambrás	alamˈbɾas
alambreá	alambɾeˈa
alambreás	alambɾeˈas
alambreés	alambɾeˈes
alambrés	alamˈbɾes
alampá	alamˈpa
alampás	alamˈpas
alampés	alamˈpes
alanceá	alanseˈa
alanceás	alanseˈas
alanceés	alanseˈes
alardeá	alaɾd̪eˈa
alardeás	alaɾd̪eˈas
alardeés	alaɾd̪eˈes
alargá	alaɾˈga
alargás	alaɾˈgas
alargués	alaɾˈges
alarmá	alaɾˈma
alarmás	alaɾˈmas
alarmés	alaɾˈmes
alastrá	alasˈt̪ɾa
alastrás	alasˈt̪ɾas
alastrés	alasˈt̪ɾes
albardá	albaɾˈd̪a
albardaneá	albaɾd̪aneˈa
albardaneás	albaɾd̪aneˈas
albardaneés	albaɾd̪aneˈes
albardás	albaɾˈd̪as
albardés	albaɾˈd̪es
albeá	albeˈa
albeás	albeˈas
albeés	albeˈes
albergá	albeɾˈga
albergás	albeɾˈgas
albergués	albeɾˈges
alboreá	alboɾeˈa
alboreás	alboɾeˈas
alboreés	alboɾeˈes
alborocés	alboɾoˈses
alborotá	alboɾoˈt̪a
alborotás	alboɾoˈt̪as
alborotés	alboɾoˈt̪es
alborozá	alboɾoˈsa
alborozás	alboɾoˈsas
albureá	albuɾeˈa
albureás	albuɾeˈas
albureés	albuɾeˈes
alcahacés	alkaaˈses
alcahazá	alkaaˈsa
alcahazás	alkaaˈsas
alcahueteá	alkawet̪eˈa
alcahueteás	alkawet̪eˈas
alcahueteés	alkawet̪eˈes
alcalicés	alkaliˈses
alcalizá	alkaliˈsa
alcalizás	alkaliˈsas
alcancés	alkanˈses
alcanforá	alkanfoˈɾa
alcanforás	alkanfoˈɾas
alcanforés	alkanfoˈɾes
alcantarillá	alkant̪aɾiˈʝa
alcantarillás	alkant̪aɾiˈʝas
alcantarillés	alkant̪aɾiˈʝes
alcanzá	alkanˈsa
alcanzás	alkanˈsas
alcés	alˈses
alcoholá	alkooˈla
alcoholás	alkooˈlas
alcoholés	alkooˈles
alcoholicés	alkooliˈses
alcoholizá	alkooliˈsa
alcoholizás	alkooliˈsas
alcorcés	alkoɾˈses
alcorzá	alkoɾˈsa
alcorzás	alkoɾˈsas
aldabeá	ald̪abeˈa
aldabeás	ald̪abeˈas
aldabeés	ald̪abeˈes
aleá	aleˈa
aleás	aleˈas
alebrá	aleˈbɾa
alebrás	aleˈbɾas
alebrastá	alebɾasˈt̪a
alebrastás	alebɾasˈt̪as
alebrastés	alebɾasˈt̪es
alebrés	aleˈbɾes
alebrestá	alebɾesˈt̪a
alebrestás	alebɾesˈt̪as
alebrestés	alebɾesˈt̪es
alebroná	alebɾoˈna
alebronás	alebɾoˈnas
alebronés	alebɾoˈnes
aleccioná	aleksjoˈna
aleccionás	aleksjoˈnas
aleccionés	aleksjoˈnes
alechugá	aleʧuˈga
alechugás	aleʧuˈgas
alechugués	aleʧuˈges
aleés	aleˈes
alegá	aleˈga
alegás	aleˈgas
alegoricés	alegoɾiˈses
alegorizá	alegoɾiˈsa
alegorizás	alegoɾiˈsas
alegrá	aleˈgɾa
alegrás	aleˈgɾas
alegrés	aleˈgɾes
alegués	aleˈges
alejá	aleˈxa
alejás	aleˈxas
alejés	aleˈxes
alelá	aleˈla
alelás	aleˈlas
alelés	aleˈles
alentá	alenˈt̪a
alentás	alenˈt̪as
alentés	alenˈt̪es
alertá	aleɾˈt̪a
alertás	aleɾˈt̪as
alertés	aleɾˈt̪es
aletargá	alet̪aɾˈga
aletargás	alet̪aɾˈgas
aletargués	alet̪aɾˈges
aleteá	alet̪eˈa
aleteás	alet̪eˈas
aleteés	alet̪eˈes
alfabeticés	alfabet̪iˈses
alfabetizá	alfabet̪iˈsa
alfabetizás	alfabet̪iˈsas
alfalfá	alfalˈfa
alfalfás	alfalˈfas
alfalfés	alfalˈfes
alfarracés	alfaraˈses
alfarrazá	alfaraˈsa
alfarrazás	alfaraˈsas
alfeñicá	alfeɲiˈka
alfeñicás	alfeɲiˈkas
alfeñiqués	alfeɲiˈkes
alfombrá	alfomˈbɾa
alfombrás	alfomˈbɾas
alfombrés	alfomˈbɾes
alforcés	alfoɾˈses
alforzá	alfoɾˈsa
alforzás	alfoɾˈsas
algaliá	algaliˈa
algaliás	algaliˈas
algaliés	algaˈljes
algodoná	algod̪oˈna
algodonás	algod̪oˈnas
algodonés	algod̪oˈnes
alhajá	alaˈxa
alhajás	alaˈxas
alhajés	alaˈxes
alheñá	aleˈɲa
alheñás	aleˈɲas
alheñés	aleˈɲes
aliá	aliˈa
aliás	aliˈas
alicatá	alikaˈt̪a
alicatás	alikaˈt̪as
alicatés	alikaˈt̪es
alicortá	alikoɾˈt̪a
alicortás	alikoɾˈt̪as
alicortés	alikoɾˈt̪es
aliená	aljeˈna
alienás	aljeˈnas
alienés	aljeˈnes
aliés	aˈljes
aligerá	alixeˈɾa
aligerás	alixeˈɾas
aligerés	alixeˈɾes
alijá	aliˈxa
alijará	alixaˈɾa
alijarás	alixaˈɾas
alijarés	alixaˈɾes
alijás	aliˈxas
alijés	aliˈxes
alimentá	alimenˈt̪a
alimentás	alimenˈt̪as
alimentés	alimenˈt̪es
alimoná	alimoˈna
alimonás	alimoˈnas
alimonés	alimoˈnes
aliñá	aliˈɲa
aliñás	aliˈɲas
alindá	alinˈd̪a
alindás	alinˈd̪as
alinderá	alind̪eˈɾa
alinderás	alind̪eˈɾas
alinderés	alind̪eˈɾes
alindés	alinˈd̪es
alineá	alineˈa
alineás	alineˈas
alineés	alineˈes
aliñés	aliˈɲes
alisá	aliˈsa
alisás	aliˈsas
alisés	aliˈses
alistá	alisˈt̪a
alistás	alisˈt̪as
alistés	alisˈt̪es
aliviá	alibiˈa
alivianá	alibjaˈna
alivianás	alibjaˈnas
alivianés	alibjaˈnes
aliviás	alibiˈas
aliviés	aliˈbjes
aljofará	alxofaˈɾa
aljofarás	alxofaˈɾas
aljofarés	alxofaˈɾes
aljofifá	alxofiˈfa
aljofifás	alxofiˈfas
aljofifés	alxofiˈfes
allaná	aʝaˈna
allanás	aʝaˈnas
allanés	aʝaˈnes
allegá	aʝeˈga
allegás	aʝeˈgas
allegués	aʝeˈges
almacená	almaseˈna
almacenás	almaseˈnas
almacenés	almaseˈnes
almadiá	almad̪iˈa
almadiás	almad̪iˈas
almadiés	almaˈd̪jes
almagrá	almaˈgɾa
almagrás	almaˈgɾas
almagrés	almaˈgɾes
almarbatá	almaɾbaˈt̪a
almarbatás	almaɾbaˈt̪as
almarbatés	almaɾbaˈt̪es
almená	almeˈna
almenás	almeˈnas
almenés	almeˈnes
almibará	almibaˈɾa
almibarás	almibaˈɾas
almibarés	almibaˈɾes
almidoná	almid̪oˈna
almidonás	almid̪oˈnas
almidonés	almid̪oˈnes
almizclá	almisˈkla
almizclás	almisˈklas
almizclés	almisˈkles
almogavareá	almogabaɾeˈa
almogavareás	almogabaɾeˈas
almogavareés	almogabaɾeˈes
almohacés	almoaˈses
almohadillá	almoad̪iˈʝa
almohadillás	almoad̪iˈʝas
almohadillés	almoad̪iˈʝes
almohazá	almoaˈsa
almohazás	almoaˈsas
almorcés	almoɾˈses
almorzá	almoɾˈsa
almorzás	almoɾˈsas
alojá	aloˈxa
alojás	aloˈxas
alojés	aloˈxes
alomá	aloˈma
alomás	aloˈmas
alomés	aloˈmes
alotá	aloˈt̪a
alotás	aloˈt̪as
alotés	aloˈt̪es
alquilá	alkiˈla
alquilás	alkiˈlas
alquilés	alkiˈles
alquitará	alkit̪aˈɾa
alquitarás	alkit̪aˈɾas
alquitarés	alkit̪aˈɾes
alquitraná	alkit̪ɾaˈna
alquitranás	alkit̪ɾaˈnas
alquitranés	alkit̪ɾaˈnes
alteá	alt̪eˈa
alteás	alt̪eˈas
alteés	alt̪eˈes
alterá	alt̪eˈɾa
alterás	alt̪eˈɾas
altercá	alt̪eɾˈka
altercás	alt̪eɾˈkas
alterés	alt̪eˈɾes
alterná	alt̪eɾˈna
alternás	alt̪eɾˈnas
alternés	alt̪eɾˈnes
alterqués	alt̪eɾˈkes
altivá	alt̪iˈba
altivás	alt̪iˈbas
altivecé	alt̪ibeˈse
altivecés	alt̪ibeˈses
altivés	alt̪iˈbes
altivezcás	alt̪ibesˈkas
aluciá	alusiˈa
aluciás	alusiˈas
aluciés	aluˈsjes
aluciná	alusiˈna
alucinás	alusiˈnas
alucinés	alusiˈnes
aludás	aluˈd̪as
aludí	aluˈd̪i
aludís	aluˈd̪is
alujá	aluˈxa
alujás	aluˈxas
alujés	aluˈxes
alumbrá	alumˈbɾa
alumbrás	alumˈbɾas
alumbrés	alumˈbɾes
aluná	aluˈna
alunás	aluˈnas
alunés	aluˈnes
alunicés	aluniˈses
alunizá	aluniˈsa
alunizás	aluniˈsas
alustrá	alusˈt̪ɾa
alustrás	alusˈt̪ɾas
alustrés	alusˈt̪ɾes
alzá	alˈsa
alzaprimá	alsapɾiˈma
alzaprimás	alsapɾiˈmas
alzaprimés	alsapɾiˈmes
alzás	alˈsas
amá	aˈma
amachambrá	amaʧamˈbɾa
amachambrás	amaʧamˈbɾas
amachambrés	amaʧamˈbɾes
amacheteá	amaʧet̪eˈa
amacheteás	amaʧet̪eˈas
amacheteés	amaʧet̪eˈes
amachiná	amaʧiˈna
amachinás	amaʧiˈnas
amachinés	amaʧiˈnes
amacicés	amasiˈses
amacizá	amasiˈsa
amacizás	amasiˈsas
amacollá	amakoˈʝa
amacollás	amakoˈʝas
amacollés	amakoˈʝes
amadrigá	amad̪ɾiˈga
amadrigás	amad̪ɾiˈgas
amadrigués	amad̪ɾiˈges
amadriná	amad̪ɾiˈna
amadrinás	amad̪ɾiˈnas
amadrinés	amad̪ɾiˈnes
amaestrá	amaesˈt̪ɾa
amaestrás	amaesˈt̪ɾas
amaestrés	amaesˈt̪ɾes
amagá	amaˈga
amagás	amaˈgas
amagués	amaˈges
amainá	amajˈna
amainás	amajˈnas
amainés	amajˈnes
amajadá	amaxaˈd̪a
amajadás	amaxaˈd̪as
amajadés	amaxaˈd̪es
amalayá	amalaˈʝa
amalayás	amalaˈʝas
amalayés	amalaˈʝes
amalgamá	amalgaˈma
amalgamás	amalgaˈmas
amalgamés	amalgaˈmes
amamantá	amamanˈt̪a
amamantás	amamanˈt̪as
amamantés	amamanˈt̪es
amañá	amaˈɲa
amañás	amaˈɲas
amancebá	amanseˈba
amancebás	amanseˈbas
amancebés	amanseˈbes
amancillá	amansiˈʝa
amancillás	amansiˈʝas
amancillés	amansiˈʝes
amanecé	amaneˈse
amanecés	amaneˈses
amanerá	amaneˈɾa
amanerás	amaneˈɾas
amanerés	amaneˈɾes
amañés	amaˈɲes
amanezcás	amanesˈkas
amanojá	amanoˈxa
amanojás	amanoˈxas
amanojés	amanoˈxes
amansá	amanˈsa
amansás	amanˈsas
amansés	amanˈses
amará	amaˈɾa
amarás	amaˈɾas
amarchantá	amaɾʧanˈt̪a
amarchantás	amaɾʧanˈt̪as
amarchantés	amaɾʧanˈt̪es
amarés	amaˈɾes
amargá	amaɾˈga
amargás	amaɾˈgas
amargués	amaɾˈges
amarilleá	amaɾiʝeˈa
amarilleás	amaɾiʝeˈas
amarillecé	amaɾiʝeˈse
amarillecés	amaɾiʝeˈses
amarilleés	amaɾiʝeˈes
amarillezcás	amaɾiʝesˈkas
amariná	amaɾiˈna
amarinás	amaɾiˈnas
amarinés	amaɾiˈnes
amaromá	amaɾoˈma
amaromás	amaɾoˈmas
amaromés	amaɾoˈmes
amarrá	amaˈra
amarrás	amaˈras
amarrés	amaˈres
amartelá	amaɾt̪eˈla
amartelás	amaɾt̪eˈlas
amartelés	amaɾt̪eˈles
amartillá	amaɾt̪iˈʝa
amartillás	amaɾt̪iˈʝas
amartillés	amaɾt̪iˈʝes
amasá	amaˈsa
amás	aˈmas
amasás	amaˈsas
amasés	amaˈses
amayorazgá	amaʝoɾasˈga
amayorazgás	amaʝoɾasˈgas
amayorazgués	amaʝoɾasˈges
amazacotá	amasakoˈt̪a
amazacotás	amasakoˈt̪as
amazacotés	amasakoˈt̪es
ambará	ambaˈɾa
ambarás	ambaˈɾas
ambarés	ambaˈɾes
ambicioná	ambisjoˈna
