#name German-Hoch
#lang deu-hoch
A	ʔaː
abscheulicheres	ʔapˈʃɔɪlɪçəʁəs
abscheuliches	ʔapʃɔɪlɪçəs
Abscheulichkeit	ʔapʃɔɪlɪçkaɪt
Abscheulichkeiten	ʔapˈʃɔɪlɪçkaɪtən
abscheulichst	ʔapˈʃɔɪlɪçst
abscheulichste	ʔapˈʃɔɪlɪçstə
abscheulichstem	ʔapˈʃɔɪlɪçstəm
abscheulichsten	ʔapˈʃɔɪlɪçstən
abscheulichster	ʔapˈʃɔɪlɪçstɐ
abscheulichstes	ʔapˈʃɔɪlɪçstəs
Abscheus	ʔapʃɔɪs
abschicke	ʔapʃɪkə
abschicken	ʔapʃɪkən
abschickend	ʔapʃɪkənt
abschickest	ʔapʃɪkəst
abschicket	ʔapʃɪkət
abschickst	ʔapʃɪkst
abschickt	ʔapʃɪkt
abschickte	ʔapʃɪktə
abschickten	ʔapʃɪktən
abschicktest	ʔapʃɪktəst
abschicktet	ʔapʃɪktət
Abschied	ʔapʃiːt
Abschiede	ʔapʃiːdə
Abschieden	ʔapʃiːdən
Abschiedes	ʔapʃiːdəs
Abschieds	ʔapʃiːʦ
Abschilferung	ʔapʃɪlfɐʊŋ
Abschilferungen	ʔapʃɪlfɐʊŋən
abschlaffe	ʔapʃlafə
abschlaffen	ʔapʃlafən
abschlaffend	ʔapʃlafənt
abschlaffest	ʔapʃlafəst
abschlaffet	ʔapʃlafət
abschlaffst	ʔapʃlafst
abschlafft	ʔapʃlaft
abschlaffte	ʔapʃlaftə
abschlafften	ʔapʃlaftən
abschlafftest	ʔapʃlaftəst
abschlafftet	ʔapʃlaftət
abschläglich	ʔapʃlɛːklɪç
abschnellen	ʔapʃnɛlən
Abschnitt	ʔapʃnɪt
Abschnitte	ʔapʃnɪtə
Abschnitten	ʔapʃnɪtən
Abschnittes	ʔapʃnɪtəs
Abschnitts	ʔapʃnɪʦ
Abschnittsbevollmächtigte	ʔapʃnɪʦbəˌfɔlmɛçtɪçtə
abschrägen	ʔapʃʁɛːɡən
abschüssig	ʔapʃʏsɪç
absehbar	ʔapzeːbaːɐ
absehbare	ʔapzeːbaːʁə
absehbarem	ʔapzeːbaːʁəm
absehbaren	ʔapzeːbaːʁən
absehbarer	ʔapzeːbaːʁɐ
absehbares	ʔapzeːbaːʁəs
absehe	ʔapzeːə
absehen	ʔapzeːən
absehend	ʔapzeːənt
absehest	ʔapzeːəst
absehet	ʔapzeːət
abseht	ʔapzeːt
absein	ʔapzaɪn
abseit	ʔapzaɪt
Abseitigkeit	ʔapzaɪtɪçkaɪt
Abseitigkeiten	ʔapzaɪtɪçkaɪtən
Abseits	ʔapzaɪʦ
abseits	ʔapzaɪʦ
Absence	ʔapˈsɑ̃ːs
Absencen	ʔapˈsɑ̃ːsən
absent	ʔapˈzɛnt
absentiere	ʔapzɛnˈtiːʁə
absentieren	ʔapzɛnˈtiːʁən
absentierend	ʔapzɛnˈtiːʁənt
absentierest	ʔapzɛnˈtiːʁəst
absentieret	ʔapzɛnˈtiːʁət
absentierst	ʔapzɛnˈtiːɐst
absentiert	ʔapzɛnˈtiːɐt
absentierte	ʔapzɛnˈtiːɐtə
absentierten	ʔapzɛnˈtiːɐtən
absentiertest	ʔapzɛnˈtiːɐtəst
absentiertet	ʔapzɛnˈtiːɐtət
Absenz	ʔapˈzɛnʦ
Absenzen	ʔapˈzɛnʦən
absetzbar	ʔapzɛʦbaːɐ
absetzbare	ʔapzɛʦbaːʁə
absetzbarem	ʔapzɛʦbaːʁəm
absetzbaren	ʔapzɛʦbaːʁən
absetzbarer	ʔapzɛʦbaːʁɐ
absetzbares	ʔapzɛʦbaːʁəs
absetze	ʔapzɛʦə
absetzen	ʔapzɛʦən
absetzend	ʔapzɛʦənt
absetzest	ʔapzɛʦəst
absetzet	ʔapzɛʦət
absetzt	ʔapzɛʦt
absetzte	ʔapzɛʦtə
absetzten	ʔapzɛʦtən
absetztest	ʔapzɛʦtəst
absetztet	ʔapzɛʦtət
Absetzung	ʔapzɛʦʊŋ
Absetzungen	ʔapzɛʦʊŋən
Absichtlichkeit	ʔapzɪçtlɪçkaɪt
Absichtlichkeiten	ʔapzɪçtlɪçkaɪtən
Absinth	ʔapˈzɪnt
absolut	ʔapzoˈluːt
absolute	ʔapzoˈluːtə
absolutem	ʔapzoˈluːtəm
absoluten	ʔapzoˈluːtən
absoluter	ʔapzoˈluːtɐ
absolutes	ʔapzoˈluːtəs
Absolutheit	ʔapzoˈluːthaɪt
Absolutheiten	ʔapzoˈluːthaɪtən
Absolution	ʔapzoluˈʦjoːn
Absolutionen	ʔapzoluˈʦjoːnən
Absolutismus	ʔapzoluˈtɪsmʊs
Absolutist	ʔapzoluˈtɪst
Absolutisten	ʔapzoluˈtɪstən
Absolutorien	ʔapzoluˈtoːʁiən
Absolutorium	ʔapzoluˈtoːʁiʊm
Absolutoriums	ʔapzoluˈtoːʁiʊms
Absolvent	ʔapzɔlˈvɛnt
Absolventen	ʔapzɔlˈvɛntən
absolviere	ʔapzɔlˈviːʁə
absolvieren	ʔapzɔlˈviːʁən
absolvierend	ʔapzɔlˈviːʁənt
absolvierest	ʔapzɔlˈviːʁəst
absolvieret	ʔapzɔlˈviːʁət
absolvierst	ʔapzɔlˈviːɐst
absolviert	ʔapzɔlˈviːɐt
absolvierte	ʔapzɔlˈviːɐtə
absolvierten	ʔapzɔlˈviːɐtən
absolviertest	ʔapzɔlˈviːɐtəst
absolviertet	ʔapzɔlˈviːɐtət
Absolvierung	ʔapzɔlˈviːʁʊŋ
Absolvierungen	ʔapzɔlˈviːʁʊŋən
absonderlich	ʔapˈzɔndɐlɪç
absonderliche	ʔapˈzɔndɐlɪçə
absonderlichem	ʔapˈzɔndɐlɪçəm
absonderlichen	ʔapˈzɔndɐlɪçən
absonderlicher	ʔapˈzɔndɐlɪçɐ
absonderlichere	ʔapˈzɔndɐlɪçəʁə
absonderlicherem	ʔapˈzɔndɐlɪçəʁəm
absonderlicheren	ʔapˈzɔndɐlɪçəʁən
absonderlicherer	ʔapˈzɔndɐlɪçəʁɐ
absonderlicheres	ʔapˈzɔndɐlɪçəʁəs
absonderliches	ʔapˈzɔndɐlɪçəs
Absonderlichkeit	ʔapˈzɔndɐlɪçkaɪt
Absonderlichkeiten	ʔapˈzɔndɐlɪçkaɪtən
absonderlichst	ʔapˈzɔndɐlɪçst
absonderlichste	ʔapˈzɔndɐlɪçstə
absonderlichstem	ʔapˈzɔndɐlɪçstəm
absonderlichsten	ʔapˈzɔndɐlɪçstən
absonderlichster	ʔapˈzɔndɐlɪçstɐ
absonderlichstes	ʔapˈzɔndɐlɪçstəs
Absorbens	ʔapˈzɔɐbɛns
Absorbentia	ʔapzɔɐˈbɛnʦjaː
Absorbenzien	ʔapzɔɐˈbɛnʦjən
Absorber	ʔapˈzɔɐbɐ
Absorbern	ʔapˈzɔɐbɐn
Absorbers	ʔapˈzɔɐbɐs
absorbierbar	ʔapzɔɐˈbiːɐbaːɐ
absorbiere	ʔapzɔɐˈbiːʁə
absorbieren	ʔapzɔɐˈbiːʁən
absorbierend	ʔapzɔɐˈbiːʁənt
absorbierest	ʔapzɔɐˈbiːʁəst
absorbieret	ʔapzɔɐˈbiːʁət
absorbierst	ʔapzɔɐˈbiːɐst
absorbiert	ʔapzɔɐˈbiːɐt
absorbierte	ʔapzɔɐˈbiːɐtə
absorbierten	ʔapzɔɐˈbiːɐtən
absorbiertest	ʔapzɔɐˈbiːɐtəst
absorbiertet	ʔapzɔɐˈbiːɐtət
Absorption	ʔapzɔɐpˈʦjoːn
Absorptionen	ʔapzɔɐpˈʦjoːnən
absorptiv	ʔapzɔɐpˈtiːf
absorptive	ʔapzɔɐpˈtiːvə
absorptivem	ʔapzɔɐpˈtiːvəm
absorptiven	ʔapzɔɐpˈtiːvən
absorptiver	ʔapzɔɐpˈtiːvɐ
absorptives	ʔapzɔɐpˈtiːvəs
abspenstig	ʔapʃpɛnstɪç
Absperrhahn	ʔapʃpɛɐˌhaːn
Absperrhahne	ʔapʃpɛɐˌhaːnə
Absperrhahnes	ʔapʃpɛɐˌhaːnəs
Absperrhahns	ʔapʃpɛɐˌhaːns
Absperrventil	ʔapʃpɛɐvɛnˌtiːl
Absplitterung	ʔapʃplɪtɐʊŋ
Absplitterungen	ʔapʃplɪtɐʊŋən
abstatte	ʔapʃtatə
abstatten	ʔapʃtatən
abstattend	ʔapʃtatənt
abstattest	ʔapʃtatəst
abstattet	ʔapʃtatət
abstattete	ʔapʃtatətə
abstatteten	ʔapʃtatətən
abstattetest	ʔapʃtatətəst
abstattetet	ʔapʃtatətət
abstehe	ʔapʃteːə
abstehen	ʔapʃteːən
abstehend	ʔapʃteːənt
abstehest	ʔapʃteːəst
abstehet	ʔapʃteːət
abstehst	ʔapʃteːst
absteht	ʔapʃteːt
absteife	ʔapʃtaɪfə
absteifen	ʔapʃtaɪfən
absteifend	ʔapʃtaɪfənt
absteifest	ʔapʃtaɪfəst
absteifet	ʔapʃtaɪfət
absteifst	ʔapʃtaɪfst
absteift	ʔapʃtaɪft
absteifte	ʔapʃtaɪftə
absteiften	ʔapʃtaɪftən
absteiftest	ʔapʃtaɪftəst
absteiftet	ʔapʃtaɪftət
Abstellbahnhof	ʔapʃtɛlˌbaːnhoːf
Abstellbahnhofe	ʔapʃtɛlˌbaːnhoːfə
Abstellbahnhofes	ʔapʃtɛlˌbaːnhoːfəs
Abstellbahnhofs	ʔapʃtɛlˌbaːnhoːfs
Abstellgleis	ʔapʃtɛlˌɡlaɪs
Abstellgleise	ʔapʃtɛlˌɡlaɪzə
Abstellgleisen	ʔapʃtɛlˌɡlaɪzən
Abstellgleises	ʔapʃtɛlˌɡlaɪzəs
Abstellhahn	ʔapʃtɛlˌhaːn
Abstellkammer	ʔapʃtɛlˌkamɐ
Abstellraum	ʔapʃtɛlˌʁaʊm
Abstellraume	ʔapʃtɛlˌʁaʊmə
Abstellraumes	ʔapʃtɛlˌʁaʊməs
Abstellraums	ʔapʃtɛlˌʁaʊms
Abstention	ʔapstɛnˈʦjoːn
absterbe	ʔapʃtɛɐbə
absterben	ʔapʃtɛɐbən
absterbend	ʔapʃtɛɐbənt
absterbest	ʔapʃtɛɐbəst
absterbet	ʔapʃtɛɐbət
absterbt	ʔapʃtɛɐpt
Abstieg	ʔapʃtiːk
Abstiege	ʔapʃtiːɡə
Abstiegen	ʔapʃtiːɡən
Abstieges	ʔapʃtiːɡəs
Abstiegs	ʔapʃtiːks
abstille	ʔapʃtɪlə
abstillen	ʔapʃtɪlən
abstillend	ʔapʃtɪlənt
abstillest	ʔapʃtɪləst
abstillet	ʔapʃtɪlət
abstillst	ʔapʃtɪlst
abstillt	ʔapʃtɪlt
abstillte	ʔapʃtɪltə
abstillten	ʔapʃtɪltən
abstilltest	ʔapʃtɪltəst
abstilltet	ʔapʃtɪltət
Abstimmkreis	ʔapʃtɪmˌkʁaɪs
Abstimmkreise	ʔapʃtɪmˌkʁaɪzə
Abstimmkreisen	ʔapʃtɪmˌkʁaɪzən
Abstimmkreises	ʔapʃtɪmˌkʁaɪzəs
Abstimmschärfe	ʔapʃtɪmˌʃɛɐfə
Abstinent	ʔapstiˈnɛnt
abstinent	ʔapstiˈnɛnt
abstinente	ʔapstiˈnɛntə
abstinentem	ʔapstiˈnɛntəm
abstinenten	ʔapstiˈnɛntən
abstinenter	ʔapstiˈnɛntɐ
abstinentes	ʔapstiˈnɛntəs
Abstinenz	ʔapstiˈnɛnʦ
Abstinenzler	ʔapstiˈnɛnʦlɐ
Abstinenzlern	ʔapstiˈnɛnʦlɐn
Abstinenzlers	ʔapstiˈnɛnʦlɐs
Abstossung	ʔapʃtosʊŋ
Abstoßung	ʔapʃtosʊŋ
Abstract	ʔɛpstʁɛkt
abstrahiere	ʔapstʁaˈhiːʁə
abstrahieren	ʔapstʁaˈhiːʁən
abstrahierend	ʔapstʁaˈhiːʁənt
abstrahierest	ʔapstʁaˈhiːʁəst
abstrahieret	ʔapstʁaˈhiːʁət
abstrahierst	ʔapstʁaˈhiːɐst
abstrahiert	ʔapstʁaˈhiːɐt
abstrahierte	ʔapstʁaˈhiːɐtə
abstrahierten	ʔapstʁaˈhiːɐtən
abstrahiertest	ʔapstʁaˈhiːɐtəst
abstrahiertet	ʔapstʁaˈhiːɐtət
abstrakt	ʔapˈstʁakt
Abstrakta	ʔapˈstʁaktaː
abstrakte	ʔapˈstʁaktə
abstraktem	ʔapˈstʁaktəm
abstrakten	ʔapˈstʁaktən
abstrakter	ʔapˈstʁaktɐ
abstraktere	ʔapˈstʁaktəʁə
abstrakterem	ʔapˈstʁaktəʁəm
abstrakteren	ʔapˈstʁaktəʁən
abstrakterer	ʔapˈstʁaktəʁɐ
abstrakteres	ʔapˈstʁaktəʁəs
abstraktes	ʔapˈstʁaktəs
abstraktest	ʔapˈstʁaktəst
abstrakteste	ʔapˈstʁaktəstə
abstraktestem	ʔapˈstʁaktəstəm
abstraktesten	ʔapˈstʁaktəstən
abstraktester	ʔapˈstʁaktəstɐ
abstraktestes	ʔapˈstʁaktəstəs
Abstraktion	ʔapstʁakˈʦjoːn
Abstraktionen	ʔapstʁakˈʦjoːnən
abstraktst	ʔapˈstʁakʦt
abstraktste	ʔapˈstʁakʦtə
abstraktstem	ʔapˈstʁakʦtəm
abstraktsten	ʔapˈstʁakʦtən
abstraktster	ʔapˈstʁakʦtɐ
abstraktstes	ʔapˈstʁakʦtəs
abstrus	ʔapˈstʁuːs
abstruse	ʔapˈstʁuːzə
abstrusem	ʔapˈstʁuːzəm
abstrusen	ʔapˈstʁuːzən
abstruser	ʔapˈstʁuːzɐ
abstrusere	ʔapˈstʁuːzəʁə
abstruserem	ʔapˈstʁuːzəʁəm
abstruseren	ʔapˈstʁuːzəʁən
abstruserer	ʔapˈstʁuːzəʁɐ
abstruseres	ʔapˈstʁuːzəʁəs
abstruses	ʔapˈstʁuːzəs
abstrusest	ʔapˈstʁuːsəst
abstruseste	ʔapˈstʁuːsəstə
abstrusestem	ʔapˈstʁuːsəstəm
abstrusesten	ʔapˈstʁuːsəstən
abstrusester	ʔapˈstʁuːsəstɐ
abstrusestes	ʔapˈstʁuːsəstəs
abstumpfe	ʔapʃtʊmp͡fə
abstumpfen	ʔapʃtʊmp͡fən
abstumpfend	ʔapʃtʊmp͡fənt
abstumpfest	ʔapʃtʊmp͡fəst
abstumpfet	ʔapʃtʊmp͡fət
abstumpfst	ʔapʃtʊmp͡fst
abstumpft	ʔapʃtʊmp͡ft
abstumpfte	ʔapʃtʊmp͡ftə
abstumpften	ʔapʃtʊmp͡ftən
abstumpftest	ʔapʃtʊmp͡ftəst
abstumpftet	ʔapʃtʊmp͡ftət
Abstumpfung	ʔapʃtʊmp͡fʊŋ
abstürzen	ʔapʃtʏɐʦən
abstützen	ʔapʃtʏʦən
abstützend	ʔapʃtʏʦənt
absurd	ʔapˈzʊɐt
absurde	ʔapˈzʊɐdə
absurdem	ʔapˈzʊɐdəm
absurden	ʔapˈzʊɐdən
absurder	ʔapˈzʊɐdɐ
absurdere	ʔapˈzʊɐdəʁə
absurderem	ʔapˈzʊɐdəʁəm
absurderen	ʔapˈzʊɐdəʁən
absurderer	ʔapˈzʊɐdəʁɐ
absurderes	ʔapˈzʊɐdəʁəs
absurdes	ʔapˈzʊɐdəs
absurdest	ʔapˈzʊɐtəst
absurdeste	ʔapˈzʊɐtəstə
absurdestem	ʔapˈzʊɐtəstəm
absurdesten	ʔapˈzʊɐtəstən
absurdester	ʔapˈzʊɐtəstɐ
absurdestes	ʔapˈzʊɐtəstəs
Absurdität	ʔapzʊɐdiˈtɛːt
absurdst	ʔapˈzʊɐʦt
absurdste	ʔapˈzʊɐʦtə
absurdstem	ʔapˈzʊɐʦtəm
absurdsten	ʔapˈzʊɐʦtən
absurdster	ʔapˈzʊɐʦtɐ
absurdstes	ʔapˈzʊɐʦtəs
absurdum	ʔapˈzʊɐdʊm
abszedieren	ʔapsʦeˈdiːʁən
Abszess	ʔapsˈʦɛs
Abszeß	ʔapsˈʦɛs
Abszesse	ʔapsˈʦɛsə
Abszessen	ʔapsˈʦɛsən
Abszesses	ʔapsˈʦɛsəs
Abszisine	ʔapsʦiˈziːnə
Abszisse	ʔapsˈʦɪsə
Abszissen	ʔapsˈʦɪsən
Abt	ʔapt
Abtast	ʔaptast
Abte	ʔaptə
Abtei	ʔapˈtaɪ
Abteien	ʔapˈtaɪən
Abteil	ʔapˈtaɪl
Abteile	ʔapˈtaɪlə
abteile	ʔapˈtaɪlə
Abteilen	ʔaptaɪlən
abteilen	ʔaptaɪlən
abteilend	ʔaptaɪlənt
Abteiles	ʔapˈtaɪləs
abteilest	ʔaptaɪləst
abteilet	ʔaptaɪlət
Abteils	ʔapˈtaɪls
abteilst	ʔaptaɪlst
abteilt	ʔaptaɪlt
abteilte	ʔaptaɪltə
abteilten	ʔaptaɪltən
abteiltest	ʔaptaɪltəst
abteiltet	ʔaptaɪltət
Abteilung	ʔapˈtaɪlʊŋ
Abteilungen	ʔaptaɪlʊŋən
Abteilungs	ʔapˈtaɪlʊŋs
Abtes	ʔaptəs
Äbtissin	ʔɛpˈtɪsɪn
Abtrag	ʔaptʁaːk
Abtrage	ʔaptʁaːɡə
Abtrages	ʔaptʁaːɡəs
Abtrags	ʔaptʁaːks
abtrünnig	ʔaptʁʏnɪç
Abts	ʔapʦ
Abulie	ʔabuˈliː
Abulien	ʔabuˈliːən
abundant	ʔabʊnˈdant
abundante	ʔabʊnˈdantə
abundantem	ʔabʊnˈdantəm
abundanten	ʔabʊnˈdantən
abundanter	ʔabʊnˈdantɐ
abundantes	ʔabʊnˈdantəs
Abundanz	ʔabʊnˈdanʦ
abusiv	ʔapʔuˈziːf
abviere	ʔap͡fiːʁə
abvieren	ʔap͡fiːʁən
abvierend	ʔap͡fiːʁənt
abvierest	ʔap͡fiːʁəst
abvieret	ʔap͡fiːʁət
abvierst	ʔap͡fiːɐst
abviert	ʔap͡fiːɐt
abvierte	ʔap͡fiːɐtə
abvierten	ʔap͡fiːɐtən
abviertest	ʔap͡fiːɐtəst
abviertet	ʔap͡fiːɐtət
abwägsam	ʔapvɛːkzaːm
abwärts	ʔapvɛɐʦ
Abwasch	ʔapvaʃ
Abwasche	ʔapvaʃə
Abwasches	ʔapvaʃəs
Abwaschs	ʔapvaʃs
Abweg	ʔapveːk
Abwege	ʔapveːɡə
Abwegen	ʔapveːɡən
Abweges	ʔapveːɡəs
Abwegigkeit	ʔapveːɡɪçkaɪt
Abwegigkeiten	ʔapveːɡɪçkaɪtən
Abwegs	ʔapveːks
abweiche	ʔapvaɪçə
abweichen	ʔapvaɪçən
abweichend	ʔapvaɪçənt
abweichest	ʔapvaɪçəst
abweichet	ʔapvaɪçət
abweichst	ʔapvaɪçst
abweicht	ʔapvaɪçt
Abweichung	ʔapvaɪçʊŋ
Abweichungen	ʔapvaɪçʊŋən
Abwesenden	ʔapveːzəndən
abwracke	ʔapvʁakə
abwracken	ʔapvʁakən
abwrackend	ʔapvʁakənt
abwrackest	ʔapvʁakəst
abwracket	ʔapvʁakət
abwrackst	ʔapvʁakst
abwrackt	ʔapvʁakt
abwrackte	ʔapvʁaktə
abwrackten	ʔapvʁaktən
abwracktest	ʔapvʁaktəst
abwracktet	ʔapvʁaktət
abyssal	ʔabʏˈsaːl
abyssisch	ʔaˈbʏsɪʃ
abyssische	ʔaˈbʏsɪʃə
abyssischem	ʔaˈbʏsɪʃəm
abyssischen	ʔaˈbʏsɪʃən
abyssischer	ʔaˈbʏsɪʃɐ
abyssisches	ʔaˈbʏsɪʃəs
Abyssus	ʔaˈpʏsʊs
Abzählreim	ʔapʦɛːlˌʁaɪm
Abzählvers	ʔapʦɛːlˌfɛɐs
Abziehbild	ʔapʦiːˌbɪlt
Abziehbilde	ʔapʦiːˌbɪldə
Abziehbilder	ʔapʦiːˌbɪldɐ
Abziehbildern	ʔapʦiːˌbɪldɐn
Abziehbildes	ʔapʦiːˌbɪldəs
Abziehbilds	ʔapʦiːˌbɪlʦ
Abzirkelung	ʔapʦɪɐkəlʊŋ
Abzirkelungen	ʔapʦɪɐkəlʊŋən
Abzirklung	ʔapʦɪɐklʊŋ
abzocken	ʔapʦɔkən
abzüglich	ʔapʦyːklɪç
Abzweigung	ʔapʦvaɪɡʊŋ
Abzweigungen	ʔapʦvaɪɡʊŋən
Acajoubaum	ʔakaˈʒuːˌbaʊm
accelerando	ʔaʧeleˈʁandoː
Accessoire	ʔasɛˈswaː
Accessoires	ʔasɛˈswaːs
Account	ʔəˈkaʊnt
Acetat	ʔaʦeˈtaːt
Acetimeter	ʔaʦetiˈmeːtɐ
Aceton	ʔaʦeˈtoːn
Acetonämie	ʔaʦeˌtoːnʔɛˈmiː
Acetons	ʔaʦeˈtoːns
Acetophenon	ʔaːʦetofeˈnoːn
Acetyl	ʔaʦeˈtyːl
Acetylen	ʔaʦetyˈleːn
Acetylenid	ʔaːʦetyleˈniːt
Acetylenide	ʔaːʦetyleˈniːdə
Acetylid	ʔaʦetyˈliːt
Acetylide	ʔaʦetyˈliːdə
acetylieren	ʔaʦetyˈliːʁən
ach	ʔax
Achäer	ʔaˈxɛːɐ
Achaia	ʔaˈxaːjaː
Achämenide	ʔaxɛmeˈniːdə
Achämeniden	ʔaxɛmeˈniːdən
Achäne	ʔaˈxɛːnə
Achard	ʔaˈʃaːɐ
Acharnä	ʔaˈxaɐnɛː
Acharnai	ʔaˈxaɐnaɪ
Achat	ʔaˈxaːt
Achate	ʔaˈxaːtə
Achaten	ʔaˈxaːtən
Achates	ʔaˈxaːtəs
Achats	ʔaˈxaːʦ
Ache	ʔaːxə
Achebe	ʔaˈʧeːbə
acheln	ʔaxəln
achelnd	ʔaxəlnt
Acheloos	ʔaxeˈloːɔs
achelst	ʔaxəlst
achelt	ʔaxəlt
achelte	ʔaxəltə
achelten	ʔaxəltən
acheltest	ʔaxəltəst
acheltet	ʔaxəltət
Acheron	ʔaxeʁɔn
acherontisch	ʔaxeˈʁɔntɪʃ
Acheuléen	ʔaʃœleˈɛ̃ː
Achill	ʔaˈxil
Achilles	ʔaˈxɪlɛs
Achillesferse	ʔaˈxɪləsˌfɛɐzə
Achillesfersen	ʔaˈxɪləsˌfɛɐzən
Achillessehne	ʔaˈxɪləsˌzeːnə
Achillessehnen	ʔaˈxɪləsˌzeːnən
Achim	ʔaxɪm
Achior	ʔaxiˈoːɐ
achle	ʔaxlə
Achlorhydrie	ʔakloːɐhyˈdʁiː
Achmed	ʔaxmɛt
Acholie	ʔaxoˈliː
Achondrit	ʔaxɔnˈdʁɪt
Achroit	ʔakʁoˈʔɪt
Achromasie	ʔakʁomaˈziː
Achromasien	ʔakʁomaˈziːən
Achromat	ʔakʁoˈmaːt
Achromate	ʔakʁoˈmaːtə
Achromaten	ʔakʁoˈmaːtən
Achromates	ʔakʁoˈmaːtəs
Achromatin	ʔakʁomaˈtiːn
Achromatismus	ʔakʁomaˈtɪsmʊs
Achromatopsie	ʔaːkʁomatɔpˈsiː
Achromatopsien	ʔaːkʁomatɔpˈsiːən
Achromats	ʔakʁoˈmaːʦ
Achs	ʔaks
Achsbruch	ʔaksˌbʁʊx
Achsdruck	ʔaksˌdʁʊk
Achsdrucke	ʔaksˌdʁʊkə
Achsdruckes	ʔaksˌdʁʊkəs
Achsdrucks	ʔaksˌdʁʊks
Achse	ʔaksə
Achsel	ʔaksəl
Achseln	ʔaksəln
achselständig	ʔaksəlˌʃtɛndɪç
Achsen	ʔakzən
Achsenzylinder	ʔaksənʦyˌlɪndɐ
Achsenzylindern	ʔaksənʦyˌlɪndɐn
Achsenzylinders	ʔaksənʦyˌlɪndɐs
achsig	ʔaksɪç
achsige	ʔakzɪɡə
achsigem	ʔakzɪɡəm
achsigen	ʔakzɪɡən
achsiger	ʔakzɪɡɐ
achsiges	ʔakzɪɡəs
Achskilometer	ʔakskiloˌmeːtɐ
Achskilometern	ʔakskiloˌmeːtɐn
Achskilometers	ʔakskiloˌmeːtɐs
Achslager	ʔaksˌlaːɡɐ
Achslagern	ʔaksˌlaːɡɐn
Achslagers	ʔaksˌlaːɡɐs
achsrecht	ʔaksˌʁɛçt
achsrechte	ʔaksˌʁɛçtə
achsrechtem	ʔaksˌʁɛçtəm
achsrechten	ʔaksˌʁɛçtən
achsrechter	ʔaksˌʁɛçtɐ
achsrechtes	ʔaksˌʁɛçtəs
Acht	ʔaxt
acht	ʔaxt
achtbar	ʔaxtbaːɐ
achtbare	ʔaxtbaːʁə
achtbarem	ʔaxtbaːʁəm
achtbaren	ʔaxtbaːʁən
achtbarer	ʔaxtbaːʁɐ
achtbares	ʔaxtbaːʁəs
achtbarst	ʔaxtbaːɐst
achte	ʔaxtə
achteinhalb	ʔaxtʔaɪnˌhalp
Achtel	ʔaxtəl
achtel	ʔaxtəl
Achtelliter	ʔaxtəlˌlitɐ
Achtellitern	ʔaxtəlˌlitɐn
Achtelliters	ʔaxtəlˌlitɐs
Achten	ʔaxtən
achten	ʔaxtən
ächten	ʔɛçtən
achtend	ʔaxtənt
achtende	ʔaxtəndə
Achtender	ʔaxtˌʔɛndɐ
Achter	ʔaxtɐ
achter	ʔaxtɐ
achtere	ʔaxtəʁə
achterem	ʔaxtəʁəm
achteren	ʔaxtəʁən
achterer	ʔaxtəʁɐ
achteres	ʔaxtəʁəs
achterlei	ʔaxtɐlaɪ
achterlich	ʔaxtɐlɪç
achterliche	ʔaxtɐlɪçə
achterlichem	ʔaxtɐlɪçəm
achterlichen	ʔaxtɐlɪçən
achterlicher	ʔaxtɐlɪçɐ
achterliches	ʔaxtɐlɪçəs
Achtern	ʔaxtɐn
achtern	ʔaxtɐn
Achters	ʔaxtɐs
Achtersteven	ʔaxtɐˌʃteːvən
Achterstevens	ʔaxtɐˌʃteːvəns
achtest	ʔaxtəst
achtet	ʔaxtət
achtete	ʔaxtətə
achteten	ʔaxtətən
achtetest	ʔaxtətəst
achtetet	ʔaxtətət
achtfach	ʔaxtˌfax
achtfache	ʔaxtˌfaxə
achtfachem	ʔaxtˌfaxəm
achtfachen	ʔaxtˌfaxən
achtfacher	ʔaxtˌfaxɐ
achtfaches	ʔaxtˌfaxəs
Achtflächner	ʔaxtˌflɛçnɐ
achthundertste	ʔaxtˌhʊndɐʦtə
Achtklässler	ʔaxtˌklɛslɐ
Achtlosigkeit	ʔaxtloːzɪçkaɪt
Achtlosigkeiten	ʔaxtloːzɪçkaɪtən
achtmillionenmal	ʔaxtmɪˌljonənˌmaːl
achtsam	ʔaxtzaːm
achtsame	ʔaxtzaːmə
achtsamem	ʔaxtzaːməm
achtsamen	ʔaxtzaːmən
achtsamer	ʔaxtzaːmɐ
achtsamere	ʔaxtzaːməʁə
achtsamerem	ʔaxtzaːməʁəm
achtsameren	ʔaxtzaːməʁən
achtsamerer	ʔaxtzaːməʁɐ
achtsameres	ʔaxtzaːməʁəs
achtsames	ʔaxtzaːməs
Achtsamkeit	ʔaxtzaːmkaɪt
achtsamst	ʔaxtzaːmst
achtsamste	ʔaxtzaːmstə
achtsamstem	ʔaxtzaːmstəm
achtsamsten	ʔaxtzaːmstən
achtsamster	ʔaxtzaːmstɐ
achtsamstes	ʔaxtzaːmstəs
achttausendste	ʔaxtˌtaʊzənʦtə
achttausendstem	ʔaxtˌtaʊzənʦtəm
achttausendsten	ʔaxtˌtaʊzənʦtən
achttausendster	ʔaxtˌtaʊzənʦtɐ
achttausendstes	ʔaxtˌtaʊzənʦtəs
Achtuba	ʔaxtubaː
achtundeinhalb	ʔaxtʔʊntʔaɪnˌhalp
Achtung	ʔaxtʊŋ
Ächtung	ʔɛçtʊŋ
Achtungen	ʔaxtʊŋən
achtwöchig	ʔaxtˌvœçɪç
