'em	əm
adams	ˈæɾm̩z
adamski	əˈdæmˌski
adamson	ˈæɾm̩sn̩
adamstown	ˈæɾm̩ˌsta͡ʊn
adan	ˈeɾn̩
adapso	əˈdæpso
adapt	əˈdæpt
adaptability	əˌdæptəˈbɪləti
adaptable	əˈdæptəbɫ̩
adaptaplex	əˈdæptəˌplɛks
adaptation	ˌæɾəpˈteʃn̩
adaptations	ˌæɾæpˈteʃn̩z
adaptations	ˌæɾəpˈteʃn̩z
adaptec	əˈdæpˌtɛk
adapted	əˈdæptəd
adapter	əˈdæptɚ
adapters	əˈdæptɚz
adapting	əˈdæptɪŋ
adaptive	əˈdæptɪv
adaptor	əˈdæptɚ
adapts	əˈdæpts
adar	əˈdɑ͡ɚ
adarand	ˈæɾəˌɹænd
aday	əˈde
adaza	əˈdɑzə
adcock	ədˈkɑk
adcox	ədˈkɑks
add	ˈæd
adda	ˈæɾə
addair	əˈdɛ͡ɚ
addams	ˈæɾm̩z
added	ˈæɾəd
addendum	əˈdɛɾm̩
addendums	əˈdɛɾm̩z
addeo	ˈɑɾio
adder	ˈæɾɚ
adderley	əˈdɝli
addicks	ˈæɾɪks
addict	əˈdɪkt
addict	ˈæˌdɪkt
addicted	əˈdɪktəd
addicting	əˈdɪktɪŋ
addiction	əˈdɪkʃn̩
addictions	əˈdɪkʃn̩z
addictive	əˈdɪktɪv
addicts	əˈdɪkts
addicts	ˈæˌdɪkts
addidas	əˈdiɾəs
addidases	əˈdiɾəsəz
addie	ˈæɾi
adding	ˈæɾɪŋ
addington	ˈæɾɪŋtn̩
addis	ˈɑˌdɪs
addison	ˈæɾəsn̩
addition	əˈdɪʃn̩
additional	əˈdɪʃənɫ̩
additional	əˈdɪʃnɫ̩
additionally	əˈdɪʃənəli
additionally	əˈdɪʃnəli
additions	əˈdɪʃn̩z
additive	ˈæɾətɪv
additives	ˈæɾətɪvz
addle	ˈæɾɫ̩
addled	ˈæɾɫ̩d
addleman	ˈæɾɫ̩mn̩
address	ˈædˌɹɛs
address	əˈdɹɛs
addressable	əˈdɹɛsəbɫ̩
addressed	əˈdɹɛst
addressee	ˌædɹɛˈsi
addresses	ˈædɹəsəz
addresses	əˈdɹɛsəz
addressing	əˈdɹɛsɪŋ
adds	ˈædz
adduci	ɑˈduʧi
addwest	ˌædˈwɛst
addy	ˈæɾi
ade	ˈed
adee	əˈdi
adel	əˈdɛɫ
adela	əˈdɛlə
adelaar	ˈæɾəˌlɑ͡ɚ
adelaide	ˈæɾəˌled
adelbert	əˈdɛɫbɚt
adele	əˈdɛɫ
adeline	ˈæɾəˌla͡ɪn
adelizzi	ˌæɾəˈlizi
adell	əˈdɛɫ
adelle	əˈdɛɫ
adelman	ˈæɾɫ̩mn̩
adelmann	ˈæɾɫ̩mn̩
adelpha	əˈdɛɫfə
adelphia	əˈdɛɫfiə
adelsberger	ˈæɾɫ̩zbɚgɚ
adelson	ˈæɾɫ̩sn̩
adelstein	ˈæɾɫ̩sta͡ɪn
adelstein	ˈæɾɫ̩stin
aden	ˈeɾn̩
adena	ˈæɾənə
adenauer	ˈeɾəˌna͡ʊɚ
adenauer	ˈæɾəˌna͡ʊɚ
adenine	ˈæɾəˌnin
adenoid	ˈæɾəˌnɔ͡ɪd
adenoids	ˈæɾəˌnɔ͡ɪdz
adept	əˈdɛpt
adequacy	ˈæɾəkwəsi
adequate	ˈæɾəkwət
adequate	ˈæɾəˌkwet
adequately	ˈæɾəkwətli
ader	ˈeɾɚ
aderhold	ˈæɾɚhoɫd
aderholt	ˈæɾɚhoɫt
aderman	ˈæɾɚmn̩
ades	ˈedz
adey	ˈeɾi
adger	ˈæʤɚ
adham	ˈædhæm
adhere	ədˈhɪ͡ɚ
adhered	ædˈhɪ͡ɚd
adherence	ədˈhɪɹn̩s
adherent	ədˈhɪɹn̩t
adherents	ædˈhɪɹn̩ts
adheres	ədˈhɪ͡ɚz
adhering	ədˈhɪɹɪŋ
adhesive	ædˈhisɪv
adhesive	ədˈhisɪv
adhesives	ædˈhisɪvz
adhesives	ədˈhisɪvz
adia	ˈɑɾiə
adid	əˈdɪd
adidas	əˈdiɾəs
adieu	əˈdu
adin	əˈdɪn
adina	ɑˈdinə
adine	ɑˈdini
adinolfi	ɑdiˈnoɫfi
adios	ˌɑɾiˈos
adipose	ˈæɾəˌpos
adirondack	ˌæɾəˈɹɑndæk
adjacent	əˈʤesn̩t
adjani	ædˈʤɑni
adjective	ˈæʤɪktɪv
adjectives	ˈæʤɪktɪvz
adjoin	əˈʤɔ͡ɪn
adjoining	əˈʤɔ͡ɪnɪŋ
adjoins	əˈʤɔ͡ɪnz
adjourn	əˈʤɝn
adjourned	əˈʤɝnd
adjourning	əˈʤɝnɪŋ
adjournment	əˈʤɝnmn̩t
adjourns	əˈʤɝnz
adjudge	əˈʤʌʤ
adjudged	əˈʤʌʤd
adjudicate	əˈʤuɾɪˌket
adjudicated	əˈʤuɾəˌkeɾəd
adjudicating	əˈʤuɾɪˌkeɾɪŋ
adjudication	əˌʤuɾəˈkeʃn̩
adjunct	ˈæˌʤʌŋkt
adjuncts	ˈæˌʤʌŋkts
adjust	əˈʤʌst
adjustable	əˈʤʌstəbɫ̩
adjustables	əˈʤʌstəbɫ̩z
adjusted	əˈʤʌstəd
adjuster	əˈʤʌstɚ
adjusters	əˈʤʌstɚz
adjusting	əˈʤʌstɪŋ
adjustment	əˈʤʌstmn̩t
adjustments	əˈʤʌstmn̩ts
adjusts	əˈʤʌsts
adjusts	əˈʤʌss
adjusts	əˈʤʌs
adjutant	ˈæʤətn̩t
adkins	ˈædˌkɪnz
adkinson	ˈædkn̩sn̩
adkison	ˈædkəsn̩
adkisson	ˈædkəsn̩
adlai	ɑˈdlɑi
adler	ˈædlɚ
adley	ˈædli
adlon	ˈædlɑn
adman	ˈædmn̩
admen	ˈædmn̩
administer	ədˈmɪnəstɚ
administered	ədˈmɪnəstɚd
administering	ædˈmɪnəstəɹɪŋ
administers	ædˈmɪnəstɚz
administrate	ædˈmɪnəsˌtɹet
administrating	ədˈmɪnəsˌtɹeɾɪŋ
administration	ædˌmɪnəsˈtɹeʃn̩
administrations	ædˌmɪnəsˈtɹeʃn̩z
administrative	ədˈmɪnəsˌtɹeɾɪv
administratively	ædˌmɪnəsˈtɹeɾɪvli
administrator	ədˈmɪnəsˌtɹeɾɚ
administrators	ædˈmɪnəsˌtɹeɾɚz
admira	ædˈma͡ɪɹə
admirable	ˈædməɹəbɫ̩
admirably	ˈædməɹəbli
admiral	ˈædməɹɫ̩
admirals	ˈædməɹɫ̩z
admiralty	ˈædməɹɫ̩ti
admiration	ˌædməˈɹeʃn̩
admirations	ˌædməˈɹeʃn̩s
admire	ædˈma͡ɪɚ
admired	ədˈma͡ɪɚd
admirer	ædˈma͡ɪɹɚ
admirers	ədˈma͡ɪɹɚz
admires	ædˈma͡ɪɚz
admiring	ædˈma͡ɪɹɪŋ
admiringly	ædˈma͡ɪɹɪŋli
admissibility	ədˌmɪsəˈbɪləti
admissible	ədˈmɪsəbɫ̩
admission	ædˈmɪʃn̩
admission	ədˈmɪʃn̩
admissions	ædˈmɪʃn̩z
admissions	ədˈmɪʃn̩z
admit	ədˈmɪt
admits	ədˈmɪts
admittance	ədˈmɪʔn̩s
admitted	ədˈmɪɾəd
admittedly	ædˈmɪɾədli
admitting	ædˈmɪɾɪŋ
admitting	ədˈmɪɾɪŋ
admonish	ædˈmɑnɪʃ
admonished	ədˈmɑnɪʃt
admonishes	ædˈmɑnɪʃəz
admonishing	ædˈmɑnɪʃɪŋ
admonishment	ædˈmɑnɪʃmɛnt
admonition	ˌædməˈnɪʃn̩
admonitions	ˌædməˈnɪʃn̩z
adnan	ˈædnn̩
adney	ˈædni
ado	əˈdu
adobe	əˈdobi
adolescence	ˌæɾəˈlɛsn̩s
adolescence	ˌæɾoˈlɛsn̩s
adolescent	ˌæɾəˈlɛsn̩t
adolescent	ˌæɾoˈlɛsn̩t
adolescents	ˌæɾəˈlɛsn̩ts
adolescents	ˌæɾoˈlɛsn̩ts
adolf	ˈeɾɑɫf
adolfo	əˈdɑɫˌfo
adolph	ˈeɾɑɫf
adolpha	ɑˈdoɫfə
adolphson	ˈæɾoɫfsn̩
adon	ɑˈdɑn
adonia	ɑˈdoniə
adopt	əˈdɑpt
adoptable	əˈdɑptəbɫ̩
adopted	əˈdɑptəd
adoptee	əˌdɑpˈti
adoptees	əˌdɑpˈtiz
adopting	əˈdɑptɪŋ
adoption	əˈdɑpʃn̩
adoptions	əˈdɑpʃn̩z
adoptive	əˈdɑptɪv
adopts	əˈdɑpts
ador	ɑˈdɔ͡ɚ
adora	ɑˈdɔɹə
adorabelle	ˈæɾəɹəbɫ̩
adorable	əˈdɔɹəbɫ̩
adoration	ˌæɾəˈɹeʃn̩
adore	əˈdɔ͡ɚ
adored	əˈdɔ͡ɚd
adoree	ædəˈɹi
adores	əˈdɔ͡ɚz
adoring	əˈdɔɹɪŋ
adorn	əˈdɔ͡ɚn
adorna	ɑˈdɔ͡ɚnə
adorned	əˈdɔ͡ɚnd
adornment	əˈdɔ͡ɚnmn̩t
adorno	ɑˈdɔ͡ɚno
adorns	əˈdɔ͡ɚnz
adra	ˈedɹə
adragna	ɑˈdɹɑgnə
adrda	ˈeɾɚdə
adrea	ˈɑdɹiə
adrenal	əˈdɹinɫ̩
adrenalin	əˈdɹɛnəln̩
adrenaline	əˈdɹɛnəln̩
adria	ˈɑdɹiə
adrian	ˈedɹiən
adriana	ˌedɹiˈænə
adriance	ɑˈdɹiəns
adriano	ɑdɹiˈɑno
adriatic	ˌedɹiˈæɾɪk
adriel	əˈdɹiɫ
adrienne	ɑdɹiˈɛn
adrift	əˈdɹɪft
adroit	əˈdɹɔ͡ɪt
adroitly	əˈdɹɔ͡ɪtli
ads	ˈædz
adsit	ˈædˌsɪt
adss	ˈæds
adss	ˈeˈdiˈɛsɛs
adtec	ˈædˌtɛk
adulate	ˈæʤəˌlet
adulation	ˌæʤəˈleʃn̩
aduliadae	əˌduliˈɑɾe
adult	əˈdʌɫt
adult	ˈæɾɫ̩t
adulterate	əˈdʌɫtəˌɹet
adulterated	əˈdʌɫtəˌɹeɾəd
adulterer	əˈdʌɫtəɹɚ
adulterers	əˈdʌɫtəɹɚz
adulterous	əˈdʌɫtəɹəs
adultery	əˈdʌɫtəɹi
adulthood	əˈdʌɫtˌhʊd
adults	əˈdʌɫts
adults	ˈæɾɫ̩ts
adusdur	ˈæɾəsdɚ
advance	ədˈvæns
advanced	ədˈvænst
advancement	ədˈvænsmn̩t
advancements	ədˈvænsmn̩ts
advancer	ədˈvænsɚ
advancers	ədˈvænsɚz
advances	ədˈvænsəz
advancing	ədˈvænsɪŋ
advanta	ædˈvæntə
advanta	ədˈvæntə
advantage	ædˈvæntɪʤ
advantage	ədˈvæntɪʤ
advantage	ædˈvænɪʤ
advantage	ədˈvænəʤ
advantaged	ædˈvæntɪʤd
advantaged	ədˈvæntɪʤd
advantaged	ædˈvænɪʤd
advantaged	ədˈvænɪʤd
advantageous	ˌædvn̩ˈteʤəs
advantages	ædˈvæntɪʤəz
advantages	ədˈvæntɪʤəz
advantages	ædˈvænɪʤəz
advantages	ədˈvænɪʤəz
advantest	ædˈvæntəst
advantest	ədˈvæntəst
advection	ædˈvɛkʃn̩
advent	ˈædˌvɛnt
adventist	ˈædˌvɛntəst
adventists	ˈædˌvɛntəsts
adventists	ˈædˌvɛntəss
adventists	ˈædˌvɛntəs
adventure	ædˈvɛnʧɚ
adventure	ədˈvɛnʧɚ
adventurer	ædˈvɛnʧəɹɚ
adventurer	ədˈvɛnʧəɹɚ
adventurers	ædˈvɛnʧəɹɚz
adventurers	ədˈvɛnʧəɹɚz
adventures	ædˈvɛnʧɚz
adventures	ədˈvɛnʧɚz
adventuresome	ædˈvɛnʧɚsm̩
adventuresome	ədˈvɛnʧɚsm̩
adventurism	ædˈvɛnˌʧəɹɪzm̩
adventurism	ədˈvɛnˌʧəɹɪzm̩
adventurous	ædˈvɛnʧəɹəs
adventurous	ədˈvɛnʧəɹəs
adverb	ˈædvɚb
adverbial	ædˈvɝbiəɫ
adverbs	ˈædvɚbz
adversarial	ˌædvɚˈsɛɹiəɫ
adversaries	ˈædvɚˌsɛɹiz
adversary	ˈædvɚˌsɛɹi
adverse	ædˈvɝs
adverse	ˈædˌvɝs
adverse	ədˈvɝs
adversely	ædˈvɝsli
adversity	ædˈvɝsəti
adversity	ədˈvɝsəti
advertise	ˈædvɚˌta͡ɪz
advertised	ˈædvɚˌta͡ɪzd
advertised	ˌædvɚˈta͡ɪzd
advertisement	ədˈvɝtəzmn̩t
advertisement	ˌædvɚˈta͡ɪzmn̩t
advertisements	ˈædvɚˌta͡ɪzmn̩ts
advertiser	ˈædvɚˌta͡ɪzɚ
advertisers	ˈædvɚˌta͡ɪzɚz
advertises	ˈædvɚˌta͡ɪzəz
advertising	ˈædvɚˌta͡ɪzɪŋ
advertorial	ˌædvɚˈtɔɹiəɫ
advertorials	ˌædvɚˈtɔɹiəɫz
advest	ˈædvɛst
advice	ædˈva͡ɪs
advice	ədˈva͡ɪs
advil	ˈædˌvɪɫ
advisability	ˌædˌva͡ɪzəˈbɪləti
advisable	ədˈva͡ɪzəbɫ̩
advise	ædˈva͡ɪz
advise	ədˈva͡ɪz
advised	ædˈva͡ɪzd
advised	ədˈva͡ɪzd
advisedly	ædˈva͡ɪzədli
advisedly	ədˈva͡ɪzədli
advisement	ədˈva͡ɪzmn̩t
adviser	ædˈva͡ɪzɚ
advisers	ædˈva͡ɪzɚz
advises	ædˈva͡ɪzəz
advising	ædˈva͡ɪzɪŋ
advisor	ædˈva͡ɪzɚ
advisor	ədˈva͡ɪzɚ
advisories	ədˈva͡ɪzəɹiz
advisors	ædˈva͡ɪzɚz
advisors	ədˈva͡ɪzɚz
advisory	ædˈva͡ɪzəɹi
advisory	ədˈva͡ɪzəɹi
advo	ˈædvo
advocacy	ˈædvəkəsi
advocate	ˈædvəkət
advocate	ˈædvəˌket
advocated	ˈædvəˌkeɾəd
advocates	ˈædvəkəts
advocates	ˈædvəˌkets
advocating	ˈædvəˌkeɾɪŋ
advocation	ˌædvəˈkeʃn̩
adweek	ˈædwik
adwell	əˈdwɛɫ
ady	ˈeɾi
adz	ˈædz
ae	ˈe
aegean	ɪˈʤiən
aegerter	ˈɛgɚtɚ
aegis	ˈiʤəs
aegon	ˈegɑn
aeltus	ˈæɫtəs
aeneas	ˈæniəs
aequitron	ˈekwətɹɑn
aer	ˈɛ͡ɚ
aer	ˈeˈiɑ͡ɚ
aerial	ˈɛɹiəɫ
aerien	ˈɛɹiən
aeriens	ˈɛɹiənz
aeritalia	ˌɛɹəˈtæljə
aero	ˈɛɹo
aerobatic	ˌɛɹəˈbæɾɪk
aerobatics	ˌɛɹəˈbæɾɪks
aerobic	ɛˈɹobɪk
aerobically	ɛˈɹobɪkli
aerobics	əˈɹobɪks
aerodrome	ˈɛɹəˌdɹom
aerodynamic	ˌɛɹoda͡ɪˈnæmɪk
aerodynamically	ˌɛɹoda͡ɪˈnæmɪkli
aerodynamics	ˌɛɹoda͡ɪˈnæmɪks
aerodyne	ˈɛɹəˌda͡ɪn
aeroflot	ˈɛɹoˌflɑt
aerojet	ˈɛɹoˌʤɛt
aerolift	ˈɛɹoˌlɪft
aerolineas	ˌɛɹoˈlɪniəs
aeromexico	ˌɛɹoˈmɛksɪˌko
aeronautic	ˌɛɹoˈnɑɾək
aeronautical	ˌɛɹoˈnɑɾəkɫ̩
aeronautical	ˌɛɹəˈnɑɾəkɫ̩
aeronauticas	ˌɛɹoˈnɑɾɪkəs
aeronautics	ˌɛɹəˈnɑɾɪks
aeroquip	ˈɛɹəˌkwɪp
aerosmith	ˈɛɹosˌmɪθ
aerosol	ˈɛɹəˌsɑɫ
aerosols	ˈɛɹəˌsɑɫz
aerospace	ˈɛɹosˌpes
aerospatiale	ˌɛɹosˌpɑsiˈɑɫ
aerostar	ˈɛɹosˌtɑ͡ɚ
aerostars	ˈɛɹosˌtɑ͡ɚz
aerostat	ˈɛɹosˌtæt
aerostats	ˈɛɹosˌtæts
aerotech	ˈɛɹoˌtɛk
aerts	ˈɛ͡ɚts
aeschliman	ˈɛʃlimn̩
aesop	ˈiˌsɑp
aesthete	ˈɛsθit
aesthetic	ɛsˈθɛɾɪk
aesthetically	ɛsˈθɛɾɪkli
aesthetics	ɛsˈθɛɾɪks
aetna	ˈɛtnə
afanasyev	ˌæfəˈnesiɛv
afar	əˈfɑ͡ɚ
affable	ˈæfəbɫ̩
affair	əˈfɛ͡ɚ
affairs	əˈfɛ͡ɚz
affect	əˈfɛkt
affectation	ˌæfɛkˈteʃn̩
affected	əˈfɛktəd
affecting	əˈfɛktɪŋ
affection	əˈfɛkʃn̩
affectionate	əˈfɛkʃənət
affectionately	əˈfɛkʃənətli
affections	əˈfɛkʃn̩z
affective	əˈfɛktɪv
affectively	əˈfɛktɪvli
affects	əˈfɛkts
affeldt	ˈæfɛɫt
afferent	ˈæfəɹn̩t
affiant	ˈæfiənt
affidavit	ˌæfəˈdevət
affidavits	ˌæfəˈdevəts
affiliate	əˈfɪliˌet
affiliate	əˈfɪliət
affiliated	əˈfɪliˌeɾəd
affiliates	əˈfɪliəts
affiliates	əˈfɪliˌets
affiliating	əˈfɪliˌeɾɪŋ
affiliation	əˌfɪliˈeʃn̩
affiliations	əˌfɪliˈeʃn̩z
affinities	əˈfɪnətiz
affinity	əˈfɪnəti
affirm	əˈfɝm
affirmation	ˌæfɚˈmeʃn̩
affirmations	ˌæfɚˈmeʃn̩z
affirmative	əˈfɝmətɪv
affirmatively	əˈfɝmətɪvli
affirmed	əˈfɝmd
affirming	əˈfɝmɪŋ
affirms	əˈfɝmz
affix	ˈæfɪks
affix	əˈfɪks
affixed	əˈfɪkst
affixes	ˈæfɪksəz
affixes	əˈfɪksəz
affixing	əˈfɪksɪŋ
affleck	ˈæflɪk
afflerbach	ˈæflɚˌbɑk
afflict	əˈflɪkt
afflicted	əˈflɪktəd
afflicting	əˈflɪktɪŋ
affliction	əˈflɪkʃn̩
afflictions	əˈflɪkʃn̩z
afflicts	əˈflɪkts
afflik	ˌæfˈlɪk
affluence	ˈæfluəns
affluent	ˈæfluənt
affolter	ˈæfoɫtɚ
afford	əˈfɔ͡ɚd
affordability	əˌfɔ͡ɚdəˈbɪləti
affordable	əˈfɔ͡ɚdəbɫ̩
afforded	əˈfɔ͡ɚdəd
affording	əˈfɔ͡ɚdɪŋ
affords	əˈfɔ͡ɚdz
affricate	ˈæfɹɪkət
affricates	ˈæfɹɪkəts
affrication	ˌæfɹɪˈkeʃn̩
affront	əˈfɹʌnt
affronted	əˈfɹʌntəd
affronts	əˈfɹʌnts
affymax	ˈæfiˌmæks
afghan	ˈæfˌgæn
afghani	æfˈgɑni
afghanis	æfˈgæniz
afghanistan	æfˈgænəsˌtæn
afghans	ˈæfˌgænz
afheldt	ˈæˌfɛɫt
aficionado	əˌfiʃjəˈnɑˌdo
aficionados	əˌfɪʃəˈnɑɾoz
afield	əˈfiɫd
afire	əˈfa͡ɪɚ
aflame	əˈflem
aflatoxin	ˌæfləˈtɑksn̩
afloat	əˈflot
aflutter	əˈflʌɾɚ
afmed	ˈæfmɛd
afonso	əˈfɑnso
afoot	əˈfʊt
aforementioned	əˈfɔ͡ɚˌmɛnʃn̩d
aforesaid	əˈfɔ͡ɚˌsɛd
aforethought	əˈfɔ͡ɚˌθɑt
afoul	əˈfa͡ʊɫ
afraid	əˈfɹed
afresh	əˈfɹɛʃ
africa	ˈæfɹɪkə
africa	ˈæfɚkə
african	ˈæfɹɪkn̩
africanist	ˈæfɹɪkəˌnɪst
africanize	ˈæfɹɪkəˌna͡ɪz
africanized	ˈæfɹɪkəˌna͡ɪzd
africans	ˈæfɹɪkn̩z
afrikaans	ˌæfɹəˈkɑnz
afrikaner	ˌæfɹəˈkɑnɚ
afrikanerdom	ˌæfɹəˈkɑnɚdm̩
afrikaners	ˌæfɹɪˈkɑnɚz
afro	ˈæfɹo
afsane	ɑfˈsɑˌne
afshar	ˈæfʃɚ
aft	ˈæft
after	ˈæftɚ
afterall	ˈæftəˌɹɑɫ
afterburner	ˈæftɚˌbɝnɚ
afterburners	ˈæftɚˌbɝnɚz
aftereffect	ˈæftəɹəˌfɛkt
aftereffects	ˈæftəɹəˌfɛkts
afterglow	ˈæftɚˌglo
afterimage	ˈæfˌtəɹɪmɪʤ
afterlife	ˈæftɚˌla͡ɪf
aftermarket	ˈæftɚˌmɑ͡ɚkət
aftermath	ˈæftɚˌmæθ
afternoon	ˌæftɚˈnun
afternoons	ˌæftɚˈnunz
aftershock	ˈæftɚˌʃɑk
aftershocks	ˈæftɚˌʃɑks
aftertaste	ˈæftɚˌtest
aftertax	ˈæftɚˌtæks
afterthought	ˈæftɚˌθɑt
afterward	ˈæftɚwɚd
afterwards	ˈæftɚwɚdz
afula	əˈfulə
ag	ˈæg
aga	ˈɑgə
agache	ˈægæʧ
again	əˈgɛn
again	əˈgen
against	əˈgɛnst
agamemnon	ˌægəˈmɛmˌnɑn
agan	ˈegn̩
aganbegyan	ˌægn̩ˈbɛgjn̩
agans	ˈɑgɑnz
agape	əˈgep
agar	ˈegɚ
agard	ˈægɚd
agarwal	ˈɑgɑ͡ɚwɑɫ
agassi	ˈægəsi
agassiz	əˈgæˌsɪz
agate	ˈægət
agates	ˈægəts
agatha	ˈægəθə
agco	ˈægˌko
age	ˈeʤ
aged	ˈeʤd
aged	ˈeʤəd
agee	ˈeʤi
ageless	ˈeʤləs
agence	ˈæʤn̩s
agencies	ˈeʤn̩siz
agency	ˈeʤn̩si
agenda	əˈʤɛndə
agendas	əˈʤɛndəz
agent	ˈeʤn̩t
agents	ˈeʤn̩ts
ager	ˈeʤɚ
ageratum	əˈʤɛɹətm̩
ageratums	əˈʤɛɹətm̩z
agers	ˈeʤɚz
agerton	ˈegɚtn̩
ages	ˈeʤəz
agfa	ˈægfə
aggarwal	əˈgɑ͡ɚwɫ̩
aggie	ˈægi
aggies	ˈægiz
agglomerate	əˈglɑməˌɹet
agglomeration	əˌglɑməˈɹeʃn̩
agglutinate	əˈgluɾəˌnet
aggrandize	əˈgɹænˌda͡ɪz
aggrandizement	ˈægɹn̩ˌda͡ɪzmn̩t
aggrandizement	əˈgɹænˌda͡ɪzmn̩t
aggrandizing	ˈægɹn̩ˌda͡ɪzɪŋ
aggrandizing	əˈgɹænˌda͡ɪzɪŋ
aggravate	ˈægɹəˌvet
aggravated	ˈægɹəˌveɾəd
aggravates	ˈægɹəˌvets
aggravating	ˈægɹəˌveɾɪŋ
aggravation	ˌægɹəˈveʃn̩
aggregate	ˈægɹəgət
aggregate	ˈægɹəˌget
aggregated	ˈægɹəˌgeɾəd
aggregates	ˈægɹəgəts
aggregates	ˈægɹəˌgets
aggress	əˈgɹɛs
aggression	əˈgɹɛʃn̩
aggressions	əˈgɹɛʃn̩z
aggressive	əˈgɹɛsɪv
aggressively	əˈgɹɛsɪvli
aggressiveness	əˈgɹɛsɪvnəs
aggressivity	əgɹɛˈsɪvəti
aggressor	əˈgɹɛsɚ
aggressors	əˈgɹɛsɚz
aggrey	æˈgɹe
aggrieve	əˈgɹiv
aggrieved	əˈgɹivd
aggy	ˈægi
aghast	əˈgæst
aghazadeh	ˌægəˈzɑˌdɛ
agie	ˈægi
agildo	əˈgɪɫdo
agile	ˈæʤɫ̩
agilis	əˈʤɪləs
agility	əˈʤɪləti
agin	ɑˈʤin
agincourt	ˈæʤn̩ˌkɔ͡ɚt
aging	ˈeʤɪŋ
agins	ˈeˌgɪnz
agip	ˈegəp
agitate	ˈæʤəˌtet
agitated	ˈæʤəˌteɾəd
agitating	ˈæʤəˌteɾɪŋ
agitation	ˌæʤəˈteʃn̩
agitator	ˈæʤəˌteɾɚ
agitators	ˈæʤəˌteɾɚz
agius	ˈeʤiəs
agleam	əˈglim
agler	ˈæglɚ
aglitter	əˈglɪɾɚ
aglo	ˈæglo
aglow	əˈglo
agna	ˈægnə
agne	ˈenj
agnella	ˌægˈnɛlə
agnelli	ˈægˌnɛli
agnello	ˌægˈnɛlo
agner	ˈægnɚ
agnes	ˈægnəs
agneta	ɑgˈnɛɾə
agnew	ˈægnu
agnew	ˈægnju
agnico	ˈægnɪˌko
agnor	ˈægnɚ
agnos	ˈægnos
agnosio	ægˈnosio
agnostic	ægˈnɑstɪk
ago	əˈgo
agog	əˈgɑg
agoglia	əˈgɑgliə
agonies	ˈægəniz
agonist	ˈægənəst
agonists	ˈægənəsts
agonists	ˈægənəss
agonists	ˈægənəs
agonize	ˈægəˌna͡ɪz
agonized	ˈægəˌna͡ɪzd
agonizes	ˈægəˌna͡ɪzəz
agonizing	ˈægəna͡ɪzɪŋ
agonizingly	ˈægəna͡ɪzɪŋli
agony	ˈægəni
agora	ˈægəɹə
agosta	ɑˈgostə
agostinelli	ɑgostiˈnɛli
agostini	ɑgosˈtini
agostino	ɑgɑsˈtino
agosto	ɑˈgosto
agoura	əˈguɹə
agouron	əˈguɹɑn
agra	ˈægɹə
agrarian	əˈgɹɛɹiən
agrarianism	əˈgɹɛɹiəˌnɪzm̩
agrawal	əˈgɹæwɫ̩
agree	əˈgɹi
agreeable	əˈgɹiəbɫ̩
agreed	əˈgɹid
agreeing	əˈgɹiɪŋ
agreement	əˈgɹimn̩t
agreements	əˈgɹimn̩ts
agrees	əˈgɹiz
agresource	ˈɑgɹɛˌsɔ͡ɚs
agresource	ˈægɹəˌsɔ͡ɚs
agresta	ɑˈgɹɛstə
agresti	ɑˈgɹɛsti
agrexco	ɑˈgɹɛksko
agri	ˈægɹi
agribusiness	ˈægɹəˌbɪznəs
agrico	əˈgɹiko
agricola	ˌægɹɪˈkolə
agricole	ˈægɹɪˌkoɫ
agricultural	ˌægɹəˈkʌɫʧəɹɫ̩
agriculturalist	ˌægɹəˈkʌɫʧəɹələst
agriculturally	ˌægɹəˈkʌɫʧəɹəli
agriculture	ˈægɹəˌkʌɫʧɚ
agrifuel	ˈægɹəˌfjuɫ
agrifuels	ˈægɹəˌfjuɫz
agrippa	əˈgɹɪpə
agrivisor	ˈægɹəˌva͡ɪzɚ
agro	ˈægɹo
agrochemical	ˌægɹoˈkɛməkɫ̩
agrochemicals	ˌægɹoˈkɛmɪkɫ̩z
agrokomerc	ˈægɹəkoˌmɝk
agronomist	əˈgɹɑnəməst
agronomists	əˈgɹɑnəməsts
agronomists	əˈgɹɑnəməss
agronomists	əˈgɹɑnəməs
agrosiand	əˈgɹosiənd
aground	əˈgɹa͡ʊnd
agrusa	ɑˈgɹusə
agua	ˈɑgwə
aguacate	ˈægwəˌket
aguado	ɑˈgwɑɾo
aguayo	ɑˈgweo
agudelo	ɑguˈdelo
aguero	ɑˈgɛɹo
aguiar	ˈɑgwiɚ
aguila	ɑˈgwilə
aguilar	ˈægəlɑ͡ɚ
aguilera	ɑgwiˈlɛɹə
aguillar	ˈægəlɑ͡ɚ
aguillard	ˈæˌgɪlɚd
aguillon	ɑgwiˈlɑn
aguinaga	ɑguiˈnɑgə
aguirra	əˈgwɪɹə
aguirre	ɑˈgwɪɹe
aguirre	əˈgwɪɹe
agustin	əˈgɑstn̩
ah	ˈɑ
ah	ˈæ
aha	ˌɑˈhɑ
ahab	ˈeˌhæb
ahah	ˈɑhɑ
aharon	ˈæhəɹɑn
ahart	əˈhɑ͡ɚt
ahaulsie	əˈhɑɫsi
ahead	əˈhɛd
ahearn	əˈhɝn
aherin	ˈɑˌəɹɪn
ahern	əˈhɝn
aherne	əˈhɝn
ahh	ˈɑ
ahl	ˈɑɫ
ahlberg	ˈɑɫbɚg
ahlborn	ˈɑɫbɚn
ahlen	əˈlen
ahlers	ˈɑlɚz
