àbac	ˈaβək
acudits	əkuˈðiʦ
acudo	əˈkuðu
acular	əkuˈla
aculat	əkuˈlat
acull	əˈkuʎ
acullen	əˈkuʎən
aculli	əˈkuʎi
acullin	əˈkuʎin
aculturació	əkultuɾəsiˈo
acumula	əkuˈmulə
acumulació	əkumuləsiˈo
acumulacions	əkumuləsiˈons
acumulada	əkumuˈlaðə
acumulades	əkumuˈlaðəs
acumulant	əkumuˈlan
acumulant-se	əkumuˈlansə
acumular	əkumuˈla
acumulat	əkumuˈlat
acumulatiu	əkumuləˈtiw
acumulatius	əkumuləˈtiws
acumulativa	əkumuləˈtiβə
acumulats	əkumuˈlaʦ
acumulava	əkumuˈlaβə
acumulaven	əkumuˈlaβən
acumulen	əkuˈmulən
acumuli	əkuˈmuli
acumulin	əkuˈmulin
acupuntura	əkupunˈtuɾə
acurada	əkuˈɾaðə
acuradament	əkuɾaðəˈmen
acurades	əkuˈɾaðəs
acurat	əkuˈɾat
acurats	əkuˈɾaʦ
acusa	əˈkuzə
acusació	əkuzəsiˈo
acusacions	əkuzəsiˈons
acusada	əkuˈzaðə
acusades	əkuˈzaðəs
acusadora	əkuzəˈðoɾə
acusador	əkuzəˈðo
acusadors	əkuzəˈðos
acusant	əkuˈzan
acusant-la	əkuˈzanlə
acusant-lo	əkuˈzanlu
acusant-los	əkuˈzanlus
acusarà	əkuzəˈɾa
acusar	əkuˈza
acusaran	əkuzəˈɾan
acusareu	əkuzəˈɾɛw
acusar-lo	əkuˈzarlu
acusar-los	əkuˈzarlus
acusar-se	əkuˈzarsə
acusat	əkuˈzat
acusats	əkuˈzaʦ
acusava	əkuˈzaβə
acusaven	əkuˈzaβən
acusen	əˈkuzən
acusés	əkuˈzes
acuseu	əkuˈzɛw
acusi	əˈkuzi
acusin	əˈkuzin
acuso	əˈkuzu
acústica	əˈkustikə
acústic	əˈkustik
acústics	əˈkustiks
acústiques	əˈkustikəs
acut	əˈkut
adàgio	aˈðaʒio
adagio	əðəˈʒiu
adagis	əˈðaʒis
a_dalt	əˈðal
adams	əˈðams
ad	ənˈdorə
adapta	əˈðaptə
adaptable	əðəpˈtabblə
adaptables	əðəpˈtabbləs
adaptació	əðəptəsiˈo
adaptacions	əðəptəsiˈons
adaptada	əðəpˈtaðə
adaptades	əðəpˈtaðəs
adaptador	əðəptəˈðo
adaptadors	əðəptəˈðos
adaptant	əðəpˈtan
adaptant-se	əðəpˈtansə
adaptarà	əðəptəˈɾa
adaptar	əðəpˈta
adaptaran	əðəptəˈɾan
adaptaria	əðəptəˈɾiə
adaptar-la	əðəpˈtarlə
adaptar-les	əðəpˈtarləs
adaptar-lo	əðəpˈtarlu
adaptar-los	əðəpˈtarlus
adaptar-me	əðəpˈtarmə
adaptar-nos	əðəpˈtarnus
adaptar-se	əðəpˈtarsə
adaptar-s'hi	əðəpˈtarsi
adaptat	əðəpˈtat
adaptats	əðəpˈtaʦ
adaptava	əðəpˈtaβə
adaptem	əðəpˈtɛm
adapten	əˈðaptən
adaptessin	əðəpˈtesin
adapteu	əðəpˈtɛw
adapti	əˈðapti
adaptin	əˈðaptin
adapto	əˈðaptu
addicció	əddiksiˈo
addiccions	əddiksiˈons
addició	əddisiˈo
addicional	əddisiuˈnal
addicionalment	əddisiunalˈmen
addicionals	əddisiuˈnals
addicions	əddisiˈons
addicta	ədˈdiktə
addicte	ədˈdiktə
addictes	ədˈdiktəs
addictiu	əddikˈtiw
addictiva	əddikˈtiβə
additiu	əddiˈtiw
additius	əddiˈtiws
adductor	əddukˈto
adductors	əddukˈtos
addueix	ədduˈɛʃ
addueixen	ədduˈɛʃən
adduïa	ədduˈiə
adduint	ədduˈin
adduir	ədduˈi
adduït	ədduˈit
adduïts	ədduˈiʦ
adeien	əˈðɛjən
adenosina	əðənuˈzinə
adeptes	əˈðeptəs
adequa	əˈðekwə
adequació	əðəkwəsiˈo
adequada	əðəˈkwaðə
adequadament	əðəkwaðəˈmen
adequades	əðəˈkwaðəs
adequarà	əðəkwəˈɾa
adequar	əðəˈkwa
adequaria	əðəkwəˈɾiə
adequar-lo	əðəˈkwarlu
adequar-se	əðəˈkwarsə
adequat	əðəˈkwat
adequats	əðəˈkwaʦ
adeqüi	əˈðekwi
adés	əˈðes
adéu	əˈðew
adéus	əˈðews
adéu-siau	əðewsiˈaw
adhereix	əðəˈɾɛʃ
adhereixen	əðəˈɾɛʃən
adhereixi	əðəˈɾɛʃi
adhereixin	əðəˈɾɛʃin
adhereixo	əðəˈɾɛʃu
adherència	əðəˈɾɛnsiə
adherida	əðəˈɾiðə
adherides	əðəˈɾiðəs
adherir	əðəˈɾi
adherir-me	əðəˈɾirmə
adherir-se	əðəˈɾirsə
adherir-s'hi	əðəˈɾirsi
adherit	əðəˈɾit
adherits	əðəˈɾiʦ
adhesió	əðəziˈo
adhesions	əðəziˈons
adhesiu	əðəˈziw
adhesius	əðəˈziws
adhesiva	əðəˈziβə
adhesives	əðəˈziβəs
àdhuc	ˈaðuk
adient	əðiˈen
adients	əðiˈens
adigui	əˈðiɣi
adinerat	əðinəˈɾat
adio	əˈðiu
adipós	əðiˈpos
adir	əˈði
adiu	əˈðiw
adiuen	əˈðiwən
adjacent	ədʒəˈsen
adjacents	ədʒəˈsens
adjectiu	ədʒəkˈtiw
adjectius	ədʒəkˈtiws
adjectivació	ədʒəktiβəsiˈo
adjudica	ədʒuˈðikə
adjudicació	ədʒuðikəsiˈo
adjudicacions	ədʒuðikəsiˈons
adjudicada	ədʒuðiˈkaðə
adjudicades	ədʒuðiˈkaðəs
adjudicant	ədʒuðiˈkan
adjudicant-se	ədʒuðiˈkansə
adjudicarà	ədʒuðikəˈɾa
adjudicar	ədʒuðiˈka
adjudicaran	ədʒuðikəˈɾan
adjudicar-se	ədʒuðiˈkarsə
adjudicat	ədʒuðiˈkat
adjudicatària	ədʒuðikəˈtaɾiə
adjudicatari	ədʒuðikəˈtaɾi
adjudicatàries	ədʒuðikəˈtaɾiəs
adjudicats	ədʒuðiˈkaʦ
adjudiquen	ədʒuˈðikən
adjudiqués	ədʒuðiˈkes
adjunta	ədˈʒuntə
adjunt	ədˈʒun
adjuntar	ədʒunˈta
adjuntar-hi	ədʒunˈtaɾi
adjuntaries	ədʒuntəˈɾiəs
adjuntat	ədʒunˈtat
adjuntem	ədʒunˈtɛm
adjunto	ədˈʒuntu
adjunts	ədˈʒuns
admesa	ədˈmɛzə
admès	ədˈmɛs
admeses	ədˈmɛzəs
admesos	ədˈmɛzus
admet	ədˈmɛt
admetem	ədməˈtɛm
admeten	ədˈmɛtən
admetent	ədməˈten
admetés	ədməˈtes
admetia	ədməˈtiə
admeti	ədˈmɛti
admetien	ədməˈtiən
admetin	ədˈmɛtin
admeto	ədˈmɛtu
admetrà	ədməˈtɾa
admetran	ədməˈtɾan
admetre	ədˈmɛtɾə
admetre-ho	ədˈmɛtɾəw
admetria	ədməˈtɾiə
administra	ədmiˈnistɾə
administració	ədministɾəsiˈo
administracions	ədministɾəsiˈons
administrada	ədminisˈtɾaðə
administrador	ədministɾəˈðo
administradors	ədministɾəˈðos
administrarà	ədministɾəˈɾa
administrar	ədminisˈtɾa
administrat	ədminisˈtɾat
administratiu	ədministɾəˈtiw
administratius	ədministɾəˈtiws
administrativa	ədministɾəˈtiβə
administrativament	ədministɾətiβəˈmen
administratives	ədministɾəˈtiβəs
administrats	ədminisˈtɾaʦ
administrava	ədminisˈtɾaβə
administren	ədmiˈnistɾən
administri	ədmiˈnistɾi
admira	ədˈmiɾə
admirable	ədmiˈɾabblə
admirablement	ədmiɾabbləˈmen
admirables	ədmiˈɾabbləs
admiració	ədmiɾəsiˈo
admirada	ədmiˈɾaðə
admirades	ədmiˈɾaðəs
admiradora	ədmiɾəˈðoɾə
admirador	ədmiɾəˈðo
admiradores	ədmiɾəˈðoɾəs
admiradors	ədmiɾəˈðos
admirant	ədmiˈɾan
admirar	ədmiˈɾa
admirar-lo	ədmiˈɾarlu
admirat	ədmiˈɾat
admirats	ədmiˈɾaʦ
admirava	ədmiˈɾaβə
admirem	ədmiˈɾɛm
admiren	ədˈmiɾən
admires	ədˈmiɾəs
admireu	ədmiˈɾɛw
admiro	ədˈmiɾu
admissible	ədmiˈsibblə
admissibles	ədmiˈsibbləs
admissió	ədmisiˈo
adob	əˈðop
adobar	əðuˈβa
adobar-ho	əðuˈβaɾu
adobat	əðuˈβat
adobs	əˈðops
adoctrinament	əðuktɾinəˈmen
adolescència	əðuləˈsɛnsiə
adolescent	əðuləˈsen
adolescents	əðuləˈsens
adolorida	əðuluˈɾiðə
adona	əˈðonə
adonant	əðuˈnan
adonant-se	əðuˈnansə
adonarà	əðunəˈɾa
adonar	əðuˈna
adonaran	əðunəˈɾan
adonaràs	əðunəˈɾas
adonarem	əðunəˈɾɛm
adonaren	əðuˈnaɾən
adonareu	əðunəˈɾɛw
adonaríem	əðunəˈɾiəm
adonarien	əðunəˈɾiən
adonar-me	əðuˈnarmə
adonar-nos	əðuˈnarnus
adonar-nos-en	əðuˈnarnuzən
adonar-se	əðuˈnarsə
adonar-se'n	əðuˈnarsən
adonar-vos	əðuˈnarβus
adonar-vos-en	əðuˈnarβuzən
adonat	əðuˈnat
adonava	əðuˈnaβə
adonem	əðuˈnɛm
adonen	əˈðonən
adones	əˈðonəs
adonés	əðuˈnes
adonessin	əðuˈnesin
adonéssiu	əðuˈnesiw
adoneu	əðuˈnɛw
adoni	əˈðoni
adonin	əˈðonin
adonis	əˈðonis
adono	əˈðonu
adopció	əðupsiˈo
adopcions	əðupsiˈons
adopta	əˈðoptə
adoptà	əðupˈta
adoptada	əðupˈtaðə
adoptades	əðupˈtaðəs
adoptant	əðupˈtan
adoptants	əðupˈtans
adoptarà	əðuptəˈɾa
adoptar	əðupˈta
adoptaran	əðuptəˈɾan
adoptat	əðupˈtat
adoptats	əðupˈtaʦ
adoptava	əðupˈtaβə
adoptem	əðupˈtɛm
adopten	əˈðoptən
adoptés	əðupˈtes
adopti	əˈðɔpti
adoptin	əˈðɔptin
adoptiu	əðupˈtiw
adoptius	əðupˈtiws
adoptiva	əðupˈtiβə
adora	əˈðoɾə
adorables	əðuˈɾabbləs
adoració	əðuɾəsiˈo
adorada	əðuˈɾaðə
adoradors	əðuɾəˈðos
adorar	əðuˈɾa
adorat	əðuˈɾat
adorava	əðuˈɾaβə
adoren	əˈðoɾən
adorm	əˈðorm
adormida	əðurˈmiðə
adormides	əðurˈmiðəs
adormir	əðurˈmi
adormir-se	əðurˈmirsə
adormit	əðurˈmit
adormits	əðurˈmiʦ
adorna	əˈðornə
adornant	əðurˈnan
adornar	əðurˈna
adornen	əˈðornən
adossada	əðuˈsaðə
adossades	əðuˈsaðəs
adossat	əðuˈsat
adquireix	ətkiˈɾɛʃ
adquireixen	ətkiˈɾɛʃən
adquireixi	ətkiˈɾɛʃi
adquireixin	ətkiˈɾɛʃin
adquirent	ətkiˈɾen
adquiria	ətkiˈɾiə
adquirida	ətkiˈɾiðə
adquirides	ətkiˈɾiðəs
adquirint	ətkiˈɾin
adquirirà	ətkiɾiˈɾa
adquirir	ətkiˈɾi
adquiriran	ətkiɾiˈɾan
adquiriria	ətkiɾiˈɾiə
adquirir-la	ətkiˈɾirlə
adquirir-lo	ətkiˈɾirlu
adquirir-los	ətkiˈɾirlus
adquirís	ətkiˈɾis
adquirit	ətkiˈɾit
adquirits	ətkiˈɾiʦ
adquisició	ətkizisiˈo
adquisicions	ətkizisiˈons
adquisitiu	ətkiziˈtiw
adquisitives	ətkiziˈtiβəs
adreça	əˈðɾesə
adreçada	əðɾəˈsaðə
adreçades	əðɾəˈsaðəs
adreçador	əðɾəsəˈðo
adreçant-se	əðɾəˈsansə
adreçarà	əðɾəsəˈɾa
adreçar	əðɾəˈsa
adreçaran	əðɾəsəˈɾan
adreçar-me	əðɾəˈsarmə
adreçar-se	əðɾəˈsarsə
adreçar-vos	əðɾəˈsarβus
adreçat	əðɾəˈsat
adreçats	əðɾəˈsaʦ
adreçava	əðɾəˈsaβə
adreçaven	əðɾəˈsaβən
adrecem	əðɾəˈsɛm
adrecen	əˈðɾesən
adreces	əˈðɾesəs
adreceu	əðɾəˈsɛw
adreceu-vos	əðɾəˈsɛwβus
adreci	əˈðɾesi
adreço	əˈðɾesu
adrenalina	əðɾənəˈlinə
adscripció	əʦkɾipsiˈo
adscripcions	əʦkɾipsiˈons
adscrita	əʦˈkɾitə
adscrit	əʦˈkɾit
adscrites	əʦˈkɾitəs
adscrits	əʦˈkɾiʦ
adscriu	əʦˈkɾiw
adscriure	əʦˈkɾiwɾə
adsl	ˈaˈðeˈesəˈelə
adulació	əðuləsiˈo
aduladors	əðuləˈðos
adulta	əˈðultə
adult	əˈðul
adúlter	əˈðultər
adulterar	əðultəˈɾa
adulterat	əðultəˈɾat
adulteri	əðulˈtɛɾi
adultes	əˈðultəs
adults	əˈðuls
adveniment	ədbəniˈmen
adversa	ədˈbɛrsə
advers	ədˈbɛrs
adversaire	ədbərˈse
adversària	ədbərˈsaɾiə
adversari	ədbərˈsaɾi
adversàries	ədbərˈsaɾiəs
adversaris	ədbərˈsaɾis
adverses	ədˈbɛrsəs
adversitat	ədbərsiˈtat
adversitats	ədbərsiˈtaʦ
adversos	ədˈbɛrsus
adverteix	ədbərˈtɛʃ
adverteixen	ədbərˈtɛʃən
adverteixo	ədbərˈtɛʃu
advertència	ədbərˈtɛnsiə
advertències	ədbərˈtɛnsiəs
advertia	ədbərˈtiə
advertidor	ədbərtiˈðo
advertien	ədbərˈtiən
advertiment	ədbərtiˈmen
advertiments	ədbərtiˈmens
advertint	ədbərˈtin
advertint-lo	ədbərˈtinlu
advertint-los	ədbərˈtinlus
advertir	ədbərˈti
advertir-lo	ədbərˈtirlu
advertir-los	ədbərˈtirlus
advertís	ədbərˈtis
advertit	ədbərˈtit
advertits	ədbərˈtiʦ
advoca	ədˈbokə
advocacia	ədbukəˈsiə
advocació	ədbukəsiˈo
advocada	ədbuˈkaðə
advocant	ədbuˈkan
advocar	ədbuˈka
advocat	ədbuˈkat
advocats	ədbuˈkaʦ
advocava	ədbuˈkaβə
advoquen	ədˈbokən
advoqui	ədˈboki
ae	əmiˈɾadˈzaɾəbzuˈniʦ
aèria	əˈɛɾiə
àeria	ˈaəɾiə
aeri	əˈɛɾi
aèries	əˈɛɾiəs
aeris	əˈɛɾis
aeròbic	əeˈɾɔβik
aerodinàmica	əeɾuðiˈnamikə
aerodinàmic	əeɾuðiˈnamik
aerodinamitzador	əeɾuðinəmidzəˈðo
aeròdrom	əeˈɾɔðɾum
aeròdroms	əeˈɾɔðɾums
aeroespacial	əeɾuəspəsiˈal
aerogeneradors	əeɾuʒənəɾəˈðos
aerolínia	əeɾuˈliniə
aerolínies	əeɾuˈliniəs
aeròlits	əeˈɾɔliʦ
aeronau	əeɾuˈnaw
aeronaus	əeɾuˈnaws
aeronàutica	əeɾuˈnawtikə
aeronàutic	əeɾuˈnawtik
aeronàutics	əeɾuˈnawtiks
aeroplà	əeɾuˈpla
aeroport	əeɾuˈpɔrt
aeroports	əeɾuˈpɔrs
aeroportuària	əeɾupurtuˈaɾiə
aeroportuari	əeɾupurtuˈaɾi
aeroportuàries	əeɾupurtuˈaɾiəs
aeroportuaris	əeɾupurtuˈaɾis
aerosols	əeɾuˈsɔls
aerostàtic	əeɾusˈtatik
aerostàtics	əeɾusˈtatiks
aerotaxi	əeɾuˈtaksi
afable	əˈfabblə
af	əfɣənisˈtan
afaitar	əfəjˈta
afaitat	əfəjˈtat
afalacs	əfəˈlaks
afalaga	əfəˈlaɣə
afalagadors	əfələɣəˈðos
afalagar	əfələˈɣa
afamats	əfəˈmaʦ
afanya	əˈfaɲə
afany	əˈfaɲ
afanyar	əfəˈɲa
afanyar-se	əfəˈɲarsə
afanyat	əfəˈɲat
afanyava	əfəˈɲaβə
afanyem	əfəˈɲɛm
afanyen	əˈfaɲən
afanyeu-vos	əfəˈɲɛwβus
afanys	əˈfaɲs
àfar	ˈafər
afavoreix	əfəβuˈɾɛʃ
afavoreixen	əfəβuˈɾɛʃən
afavoreixi	əfəβuˈɾɛʃi
afavoreixin	əfəβuˈɾɛʃin
afavoria	əfəβuˈɾiə
afavorida	əfəβuˈɾiðə
afavorides	əfəβuˈɾiðəs
afavoridora	əfəβuɾiˈðoɾə
afavoridor	əfəβuɾiˈðo
afavoridors	əfəβuɾiˈðos
afavorien	əfəβuˈɾiən
afavoriment	əfəβuɾiˈmen
afavorint	əfəβuˈɾin
afavorirà	əfəβuɾiˈɾa
afavorir	əfəβuˈɾi
afavoriran	əfəβuɾiˈɾan
afavoriria	əfəβuɾiˈɾiə
afavorir-ne	əfəβuˈɾirnə
afavorir-vos	əfəβuˈɾirβus
afavorís	əfəβuˈɾis
afavorit	əfəβuˈɾit
afavorits	əfəβuˈɾiʦ
afebleix	əfəbˈblɛʃ
afeblida	əfəbˈbliðə
afebliment	əfəbbliˈmen
afeblint	əfəbˈblin
afeblirà	əfəbbliˈɾa
afeblir	əfəbˈbli
afeblit	əfəbˈblit
afecció	əfəksiˈo
afeccionat	əfəksiuˈnat
afeccionats	əfəksiuˈnaʦ
afeccions	əfəksiˈons
afecta	əˈfektə
afectà	əfəkˈta
afectació	əfəktəsiˈo
afectacions	əfəktəsiˈons
afectada	əfəkˈtaðə
afectades	əfəkˈtaðəs
afectant	əfəkˈtan
afectarà	əfəktəˈɾa
afectar	əfəkˈta
afectaran	əfəktəˈɾan
afectaria	əfəktəˈɾiə
afectarien	əfəktəˈɾiən
afectat	əfəkˈtat
afectats	əfəkˈtaʦ
afectava	əfəkˈtaβə
afectaven	əfəkˈtaβən
afecte	əˈfektə
afecten	əˈfektən
afectes	əˈfektəs
afectés	əfəkˈtes
afectessin	əfəkˈtesin
afecti	əˈfekti
afectin	əˈfektin
afectiu	əfəkˈtiw
afectius	əfəkˈtiws
afectiva	əfəkˈtiβə
afectivament	əfəktiβəˈmen
afectives	əfəkˈtiβəs
afectivitat	əfəktiβiˈtat
afectuosa	əfəktuˈozə
afectuós	əfəktuˈos
afectuoses	əfəktuˈozəs
afectuosos	əfəktuˈozus
afegeix	əfəˈʒɛʃ
afegeixen	əfəˈʒɛʃən
afegeixi	əfəˈʒɛʃi
afegeixin	əfəˈʒɛʃin
afegeixo	əfəˈʒɛʃu
afegia	əfəˈʒiə
afegí	əfəˈʒi
afegida	əfəˈʒiðə
afegides	əfəˈʒiðəs
afegien	əfəˈʒiən
afegim	əfəˈʒim
afegim-hi	əfəˈʒimi
afegint	əfəˈʒin
afegint-hi	əfəˈʒinti
afegint-se	əfəˈʒinsə
afegirà	əfəʒiˈɾa
afegir	əfəˈʒi
afegiran	əfəʒiˈɾan
afegiré	əfəʒiˈɾe
afegirem	əfəʒiˈɾɛm
afegir-hi	əfəˈʒiɾi
afegiria	əfəʒiˈɾiə
afegiries	əfəʒiˈɾiəs
afegir-lo	əfəˈʒirlu
afegir-me	əfəˈʒirmə
afegir-ne	əfəˈʒirnə
afegir-n'hi	əfəˈʒini
afegir-se	əfəˈʒirsə
afegir-s'hi	əfəˈʒirsi
afegís	əfəˈʒis
afegíssim	əfəˈʒisim
afegit	əfəˈʒit
afegitó	əfəʒiˈto
afegitons	əfəʒiˈtons
afegits	əfəˈʒiʦ
afegiu	əfəˈʒiw
afegiu-hi	əfəˈʒiwi
afer	əˈfer
afermar	əfərˈma
afermat	əfərˈmat
afermen	əˈfɛrmən
aferra	əˈfɛrə
aferrada	əfəˈraðə
aferrant-se	əfəˈransə
aferrar	əfəˈra
aferrareu	əfərəˈɾɛw
aferrar-se	əfəˈrarsə
aferrar-vos	əfəˈrarβus
aferrat	əfəˈrat
aferrats	əfəˈraʦ
aferrem	əfəˈrɛm
aferren	əˈfɛrən
aferreu	əfəˈrɛw
aferreu-vos	əfəˈrɛwβus
aferrissada	əfəriˈsaðə
aferrissadament	əfərisaðəˈmen
aferrissat	əfəriˈsat
aferrissats	əfəriˈsaʦ
afers	əˈfers
afg	əfɣənisˈtan
afganesa	əvɣəˈnɛzə
afganes	əvˈɣanəs
afganès	əvɣəˈnɛs
afganeses	əvɣəˈnɛzəs
afganesos	əvɣəˈnɛzus
afgano-pakistanesa	əvɣanupəkistəˈnɛzə
afgans	əvˈɣans
afí	əˈfi
afiançar	əfiənˈsa
afició	əfisiˈo
aficionada	əfisiuˈnaðə
aficionades	əfisiuˈnaðəs
aficionat	əfisiuˈnat
aficionats	əfisiuˈnaʦ
aficions	əfisiˈons
afila	əˈfilə
afilades	əfiˈlaðəs
afilat	əfiˈlat
afiliació	əfiliəsiˈo
afiliacions	əfiliəsiˈons
afiliada	əfiliˈaðə
afiliades	əfiliˈaðəs
afiliar	əfiliˈa
afiliat	əfiliˈat
afiliats	əfiliˈaʦ
afina	əˈfinə
afinació	əfinəsiˈo
afinada	əfiˈnaðə
afinador	əfinəˈðo
afinant	əfiˈnan
afinar	əfiˈna
afinaria	əfinəˈɾiə
afinat	əfiˈnat
afinats	əfiˈnaʦ
afincada	əfiŋˈkaðə
afincat	əfiŋˈkat
afinem	əfiˈnɛm
afinitat	əfiniˈtat
afinitats	əfiniˈtaʦ
afins	əˈfins
a_fi_que	əˈfikə
afirma	əˈfirmə
afirmació	əfirməsiˈo
afirmacions	əfirməsiˈons
afirmant	əfirˈman
afirmar	əfirˈma
afirmar-se	əfirˈmarsə
afirmat	əfirˈmat
afirmatiu	əfirməˈtiw
afirmativa	əfirməˈtiβə
afirmativament	əfirmətiβəˈmen
afirmava	əfirˈmaβə
afirmaven	əfirˈmaβən
afirmem	əfirˈmɛm
afirmen	əˈfirmən
afirmes	əˈfirməs
afirmés	əfirˈmes
afirmi	əˈfirmi
afirmo	əˈfirmu
aflicció	əfliksiˈo
aflora	əˈflɔɾə
aflorament	əfluɾəˈmen
aflorant	əfluˈɾan
aflorar	əfluˈɾa
aflorat	əfluˈɾat
afloren	əˈflɔɾən
afluència	əfluˈɛnsiə
afluent	əfluˈen
afluents	əfluˈens
afluixa	əˈfluʃə
afluixant	əfluˈʃan
afluixarà	əfluʃəˈɾa
afluixar	əfluˈʃa
afluixaran	əfluʃəˈɾan
afluixat	əfluˈʃat
afonia	əfuˈniə
afora	əˈfoɾə
aforades	əfuˈɾaðəs
aforament	əfuɾəˈmen
aforaments	əfuɾəˈmens
aforat	əfuˈɾat
aforats	əfuˈɾaʦ
afores	əˈfɔɾəs
aforisme	əfuˈɾizmə
aforismes	əfuˈɾizməs
afortunada	əfurtuˈnaðə
afortunadament	əfurtunaðəˈmen
afortunades	əfurtuˈnaðəs
afortunat	əfurtuˈnat
afortunats	əfurtuˈnaʦ
africà	əfɾiˈka
africana	əfɾiˈkanə
africanes	əfɾiˈkanəs
africans	əfɾiˈkans
afro	ˈafɾu
afroamericà	əfɾuəməɾiˈka
afroamericana	əfɾuəməɾiˈkanə
afroamericans	əfɾuəməɾiˈkans
afroasiàtics	əfɾuəziˈatiks
afrocubana	əfɾukuˈβanə
afrocubans	əfɾukuˈβans
afrodisíaca	əfɾuðiˈziəkə
afrodisíac	əfɾuðiˈziək
afrollatina	əfɾuʎəˈtinə
afronta	əˈfɾontə
afrontant	əfɾunˈtan
afrontarà	əfɾuntəˈɾa
afrontar	əfɾunˈta
afrontaran	əfɾuntəˈɾan
afrontaria	əfɾuntəˈɾiə
afrontar-la	əfɾunˈtarlə
afrontar-lo	əfɾunˈtarlu
afrontar-los	əfɾunˈtarlus
afrontat	əfɾunˈtat
afrontava	əfɾunˈtaβə
afrontaven	əfɾunˈtaβən
afrontem	əfɾunˈtɛm
afronten	əˈfɾontən
afrontés	əfɾunˈtes
afronti	əˈfɾonti
afrontin	əˈfɾontin
afronto	əˈfɾontu
aftosa	əfˈtozə
afusellament	əfuzəʎəˈmen
afusellaments	əfuzəʎəˈmens
afusellar	əfuzəˈʎa
afusellat	əfuzəˈʎat
afusellats	əfuzəˈʎaʦ
agafa	əˈɣafə
agafada	əɣəˈfaðə
agafades	əɣəˈfaðəs
agafa'm	əˈɣafəm
agafant	əɣəˈfan
agafarà	əɣəfəˈɾa
agafar	əɣəˈfa
agafaran	əɣəfəˈɾan
agafarem	əɣəfəˈɾɛm
agafareu	əɣəfəˈɾɛw
agafar-ho	əɣəˈfaɾu
agafaria	əɣəfəˈɾiə
agafaries	əɣəfəˈɾiəs
agafar-lo	əɣəˈfarlu
agafar-los	əɣəˈfarlus
agafar-se	əɣəˈfarsə
agafar-vos	əɣəˈfarβus
agafar-vos-ho	əɣəˈfarβuzu
agafat	əɣəˈfat
agafats	əɣəˈfaʦ
agafava	əɣəˈfaβə
agafaven	əɣəˈfaβən
agafem	əɣəˈfɛm
agafen	əˈɣafən
agafes	əˈɣafəs
agafés	əɣəˈfes
agafessin	əɣəˈfesin
agafeu	əɣəˈfɛw
agafeu-vos	əɣəˈfɛwβus
agafeu-vos-ho	əɣəˈfɛwβuzu
agafi	əˈɣafi
agafin	əˈɣafin
agafo	əˈɣafu
ag	anˈtiɣwajβarˈβuða
age	ˈɛjʧ
agència	əˈʒɛnsiə
agencia	əʒənˈsiə
agències	əˈʒɛnsiəs
agenda	əˈʒendə
agendes	əˈʒendəs
agenollar	əʒənuˈʎa
agenollat	əʒənuˈʎat
agenollats	əʒənuˈʎaʦ
agent	əˈʒen
agents	əˈʒens
agermana	əʒərˈmanə
agermanament	əʒərmənəˈmen
agermanaments	əʒərmənəˈmens
agermanats	əʒərməˈnaʦ
àgil	ˈaʒil
agilitar	əʒiliˈta
agilitat	əʒiliˈtat
agilitats	əʒiliˈtaʦ
agiliti	əʒiˈliti
agilitza	əʒiˈlidzə
agilització	əʒilidzəsiˈo
agilitzarà	əʒilidzəˈɾa
agilitzar	əʒilidˈza
agilitzi	əʒiˈlidzi
agilitzin	əʒiˈlidzin
àgilment	aʒilˈmen
àgils	ˈaʒils
agita	əˈʒitə
agitació	əʒitəsiˈo
agitada	əʒiˈtaðə
agitador	əʒitəˈðo
agitadors	əʒitəˈðos
agitant	əʒiˈtan
agitar	əʒiˈta
agitat	əʒiˈtat
agitats	əʒiˈtaʦ
aglà	əˈɣla
aglomeració	əɣluməɾəsiˈo
aglomeracions	əɣluməɾəsiˈons
aglutina	əɣluˈtinə
aglutinadora	əɣlutinəˈðoɾə
aglutinador	əɣlutinəˈðo
aglutinant	əɣlutiˈnan
aglutinarà	əɣlutinəˈɾa
aglutinar	əɣlutiˈna
aglutinen	əɣluˈtinən
aglutini	əɣluˈtini
agnòstica	əgˈnɔstikə
agnòstic	əgˈnɔstik
agnosticisme	əgnustiˈsizmə
agnòstics	əgˈnɔstiks
ago	əŋˈgɔlə
agonia	əɣuˈniə
agònica	əˈɣɔnikə
agònic	əˈɣɔnik
agonitza	əɣuˈnidzə
agonitzant	əɣunidˈzan
àgora	ˈaɣuɾə
agosarada	əɣuzəˈɾaðə
agosarades	əɣuzəˈɾaðəs
agosarament	əɣuzəɾəˈmen
agosarat	əɣuzəˈɾat
agosarats	əɣuzəˈɾaʦ
agost	əˈɣost
agra	ˈaɣɾə
agraciats	əɣɾəsiˈaʦ
agrada	əˈɣɾaðə
agradable	əɣɾəˈðabblə
agradablement	əɣɾəðabbləˈmen
agradables	əɣɾəˈðabbləs
agradant	əɣɾəˈðan
agradarà	əɣɾəðəˈɾa
agradar	əɣɾəˈða
agradaran	əɣɾəðəˈɾan
agradaria	əɣɾəðəˈɾiə
agradat	əɣɾəˈðat
agradava	əɣɾəˈðaβə
agradaven	əɣɾəˈðaβən
agraden	əˈɣɾaðən
agradés	əɣɾəˈðes
agradi	əˈɣɾaði
agradin	əˈɣɾaðin
agraeix	əɣɾəˈɛʃ
agraeixen	əɣɾəˈɛʃən
agraeixi	əɣɾəˈɛʃi
