#name Spanish
#lang spa
abad	aˈβað
acreedor	akɾeeˈðoɾ
acreedores	akɾeeˈðoɾes
acres	ˈakɾes
acribillado	akɾiβiˈʎaðo
acribillados	akɾiβiˈʎaðos
acribilló	akɾiβiˈʎo
acrílico	aˈkɾiliko
acristalada	akɾistaˈlaða
acritud	akɾiˈtuð
acrobacia	akɾoˈβaθja
acrobacias	akɾoˈβaθjas
acróbatas	aˈkɾoβatas
acrónimo	aˈkɾonimo
acrópolis	aˈkɾopolis
act.	akˈtiβo
acta	ˈakta
actas	ˈaktas
actitud	aktiˈtuð
actitudes	aktiˈtuðes
activa	akˈtiβa
activaba	aktiˈβaβa
activación	aktiβaˈθjon
activada	aktiˈβaða
activadas	aktiˈβaðas
activado	aktiˈβaðo
activados	aktiˈβaðos
activamente	akˈtiβaˈmente
activan	akˈtiβan
activando	aktiˈβando
activar	aktiˈβaɾ
activará	aktiβaˈɾa
activarías	aktiβaˈɾias
activaron	aktiˈβaɾon
activarse	aktiˈβaɾse
activas	akˈtiβas
active	akˈtiβe
activen	akˈtiβen
actívese	akˈtiβese
actividad	aktiβiˈðað
actividades	aktiβiˈðaðes
activismo	aktiˈβizmo
activista	aktiˈβista
activistas	aktiˈβistas
activo	akˈtiβo
activó	aktiˈβo
activos	akˈtiβos
acto	ˈakto
actor	akˈtoɾ
actores	akˈtoɾes
actos	ˈaktos
actrices	akˈtɾiθes
actriz	akˈtɾiθ
acts	ˈaɣðs
actúa	akˈtua
actuaba	akˈtwaβa
actuaban	akˈtwaβan
actuación	aktwaˈθjon
actuaciones	aktwaˈθjones
actuado	akˈtwaðo
actual	akˈtwal
actuales	akˈtwales
actualice	aktwaˈliθe
actualidad	aktwaliˈðað
actualiza	aktwaˈliθa
actualización	aktwaliθaˈθjon
actualizaciones	aktwaliθaˈθjones
actualizada	aktwaliˈθaða
actualizadas	aktwaliˈθaðas
actualizado	aktwaliˈθaðo
actualizados	aktwaliˈθaðos
actualizan	aktwaˈliθan
actualizando	aktwaliˈθando
actualizar	aktwaliˈθaɾ
actualizará	aktwaliθaˈɾa
actualizarías	aktwaliθaˈɾias
actualizarla	aktwaliˈθaɾla
actualizarlo	aktwaliˈθaɾlo
actualizarlos	aktwaliˈθaɾlos
actualizarse	aktwaliˈθaɾse
actualmente	akˈtwalˈmente
actuamos	akˈtwamos
actúan	akˈtuan
actuando	akˈtwando
actuantes	akˈtwantes
actuar	akˈtwaɾ
actuara	akˈtwaɾa
actuará	aktwaˈɾa
actuaran	akˈtwaɾan
actuarán	aktwaˈɾan
actuaria	akˈtwaɾja
actuaría	aktwaˈɾia
actuarían	aktwaˈɾian
actuaron	akˈtwaɾon
actuase	akˈtwase
actúe	akˈtue
actuemos	akˈtwemos
actúen	akˈtuen
actuó	akˈtwo
actúo	akˈtuo
acuarela	akwaˈɾela
acuarelas	akwaˈɾelas
acuario	aˈkwaɾjo
acuarios	aˈkwaɾjos
acuartelamiento	akwaɾtelaˈmjento
acuática	aˈkwatika
acuáticas	aˈkwatikas
acuático	aˈkwatiko
acuáticos	aˈkwatikos
acuciado	akuˈθjaðo
acuciante	akuˈθjante
acuciantes	akuˈθjantes
acuda	aˈkuða
acudamos	akuˈðamos
acudan	aˈkuðan
acude	aˈkuðe
acuden	aˈkuðen
acudí	akuˈði
acudía	akuˈðia
acudían	akuˈðian
acudido	akuˈðiðo
acudiendo	akuˈðjendo
acudiera	akuˈðjeɾa
acudieran	akuˈðjeɾan
acudieron	akuˈðjeɾon
acudimos	akuˈðimos
acudió	akuˈðjo
acudir	akuˈðiɾ
acudirá	akuðiˈɾa
acudirán	akuðiˈɾan
acudiría	akuðiˈɾia
acudo	aˈkuðo
acueductos	akweˈðuktos
a_cuenta_de	aˈkwentaðe
acuerda	aˈkweɾða
acuerdan	aˈkweɾðan
acuerdas	aˈkweɾðas
acuérdate	aˈkweɾðate
acúerdate	aˈkueɾðate
acuerde	aˈkweɾðe
acuerden	aˈkweɾðen
acuérdense	aˈkweɾðense
acuerdo	aˈkweɾðo
acuerdos	aˈkweɾðos
a_cuerpo_de_rey	aˈkweɾpoðeˈrej
acuesta	aˈkwesta
acuestan	aˈkwestan
acuéstate	aˈkwestate
acueste	aˈkweste
acuíferos	aˈkwifeɾos
acuminado	akumiˈnaðo
acumula	akuˈmula
acumulaba	akumuˈlaβa
acumulaban	akumuˈlaβan
acumulables	akumuˈlaβles
acumulación	akumulaˈθjon
acumulada	akumuˈlaða
acumuladas	akumuˈlaðas
acumulado	akumuˈlaðo
acumulados	akumuˈlaðos
acumulan	akuˈmulan
acumulando	akumuˈlando
acumular	akumuˈlaɾ
acumularon	akumuˈlaɾon
acumule	akuˈmule
acumuló	akumuˈlo
acuña	aˈkuɲa
acuñada	akuˈɲaða
acuñado	akuˈɲaðo
acuñados	akuˈɲaðos
acuñó	akuˈɲo
acuoso	aˈkwoso
acupuntura	akupunˈtuɾa
acusa	aˈkusa
acusaba	akuˈsaβa
acusaban	akuˈsaβan
acusación	akusaˈθjon
acusaciones	akusaˈθjones
acusada	akuˈsaða
acusadas	akuˈsaðas
acusado	akuˈsaðo
acusador	akusaˈðoɾ
acusadora	akusaˈðoɾa
acusadores	akusaˈðoɾes
acusados	akuˈsaðos
acusan	aˈkusan
acusando	akuˈsando
acusándole	akuˈsandole
acusar	akuˈsaɾ
acusara	akuˈsaɾa
acusará	akusaˈɾa
acusarle	akuˈsaɾle
acusarles	akuˈsaɾles
acusarnos	akuˈsaɾnos
acusaron	akuˈsaɾon
acusas	aˈkusas
acuse	aˈkuse
acusen	aˈkusen
acuses	aˈkuses
acuso	aˈkuso
acusó	akuˈso
acústica	aˈkustika
acústicas	aˈkustikas
acústico	aˈkustiko
acústicos	aˈkustikos
ad	anˈdora
adagio	aˈðaxjo
adalid	aðaˈlið
adalides	aðaˈliðes
adapta	aˈðapta
adaptaba	aðapˈtaβa
adaptación	aðaptaˈθjon
adaptaciones	aðaptaˈθjones
adaptada	aðapˈtaða
adaptadas	aðapˈtaðas
adaptado	aðapˈtaðo
adaptador	aðaptaˈðoɾ
adaptadores	aðaptaˈðoɾes
adaptados	aðapˈtaðos
adaptan	aˈðaptan
adaptando	aðapˈtando
adaptándose	aðapˈtandose
adaptar	aðapˈtaɾ
adaptará	aðaptaˈɾa
adaptarán	aðaptaˈɾan
adaptarlas	aðapˈtaɾlas
adaptarlo	aðapˈtaɾlo
adaptarme	aðapˈtaɾme
adaptarnos	aðapˈtaɾnos
adaptarse	aðapˈtaɾse
adaptas	aˈðaptas
adapte	aˈðapte
adaptemos	aðapˈtemos
adapten	aˈðapten
adapto	aˈðapto
adaptó	aðapˈto
adductor	aððukˈtoɾ
adecuación	aðekwaˈθjon
adecuada	aðeˈkwaða
adecuadamente	aðeˈkwaðaˈmente
adecuadas	aðeˈkwaðas
adecuado	aðeˈkwaðo
adecuados	aðeˈkwaðos
adecuar	aðeˈkwaɾ
adecuarse	aðeˈkwaɾse
adefesio	aðeˈfesjo
adefesios	aðeˈfesjos
adelanta	aðeˈlanta
adelantaba	aðelanˈtaβa
adelantada	aðelanˈtaða
adelantadas	aðelanˈtaðas
adelantado	aðelanˈtaðo
adelantados	aðelanˈtaðos
adelantamiento	aðelantaˈmjento
adelantamientos	aðelantaˈmjentos
adelantan	aðeˈlantan
adelantando	aðelanˈtando
adelantar	aðelanˈtaɾ
adelantara	aðelanˈtaɾa
adelantará	aðelantaˈɾa
adelantarle	aðelanˈtaɾle
adelantarlo	aðelanˈtaɾlo
adelantaron	aðelanˈtaɾon
adelantarse	aðelanˈtaɾse
adelante	aðeˈlante
adelanto	aðeˈlanto
adelantó	aðelanˈto
adelantos	aðeˈlantos
adelgazamiento	aðelɣaθaˈmjento
adelgazar	aðelɣaˈθaɾ
adema	aˈðema
ademán	aðeˈman
ademanes	aðeˈmanes
ademar	aðeˈmaɾ
además	aðeˈmas
además_de	aðeˈmazðe
además_de_eso	aðeˈmazðeˈeso
además_del	aðeˈmazðel
además_de_que	aðeˈmazðeke
adenoma	aðeˈnoma
adenomatosos	aðenomaˈtosos
adenopatías	aðenopaˈtias
adentra	aˈðentɾa
adentramos	aðenˈtɾamos
adentran	aˈðentɾan
adentrándose	aðenˈtɾandose
adentraremos	aðentɾaˈɾemos
adentrarnos	aðenˈtɾaɾnos
adentrarse	aðenˈtɾaɾse
adentro	aˈðentɾo
adentró	aðenˈtɾo
adentros	aˈðentɾos
adeptos	aˈðeptos
aderezada	aðeɾeˈθaða
aderezado	aðeɾeˈθaðo
a_destajo	aðesˈtaxo
a_destiempo	aðesˈtjempo
adeuda	aˈðewða
adeudan	aˈðewðan
adherencia	aðeˈɾenθja
adheridas	aðeˈɾiðas
adherido	aðeˈɾiðo
adheridos	aðeˈɾiðos
adherirse	aðeˈɾiɾse
adhesión	aðeˈsjon
adhesiones	aðeˈsjones
adhesivo	aðeˈsiβo
adhesivos	aðeˈsiβos
adhiera	aðˈʤeɾa
adhiero	aðˈʤeɾo
adhirió	aðiˈɾjo
ad_hoc	ˈaðˈok
adianto	aˈðjanto
a_diario	aˈðjaɾjo
adicción	aðikˈθjon
adicciones	aðikˈθjones
adicional	aðiθjoˈnal
adicionales	aðiθjoˈnales
adicionalmente	aðiθjoˈnalˈmente
adicta	aˈðikta
adictivas	aðikˈtiβas
adictivo	aðikˈtiβo
adictivos	aðikˈtiβos
adicto	aˈðikto
adictos	aˈðiktos
adiestrado	aðjesˈtɾaðo
adiestrador	aðjestɾaˈðoɾ
adiestrados	aðjesˈtɾaðos
adiestramiento	aðjestɾaˈmjento
adiestrar	aðjesˈtɾaɾ
a_diferencia_de	aðifeˈɾenθjaðe
a_diferencia_del	aðifeˈɾenθjaðel
adinerada	aðineˈɾaða
adiós	aˈðjos
adioses	aˈðjoses
aditivo	aðiˈtiβo
aditivos	aðiˈtiβos
adivina	aðiˈβina
adivinaba	aðiβiˈnaβa
adivinado	aðiβiˈnaðo
adivinador	aðiβinaˈðoɾ
adivinan	aðiˈβinan
adivinanza	aðiβiˈnanθa
adivinanzas	aðiβiˈnanθas
adivinar	aðiβiˈnaɾ
adivinas	aðiˈβinas
adivino	aðiˈβino
adivinó	aðiβiˈno
adivinos	aðiˈβinos
adjetivación	aðxetiβaˈθjon
adjetivo	aðxeˈtiβo
adjetivos	aðxeˈtiβos
adjudica	aðxuˈðika
adjudicación	aðxuðikaˈθjon
adjudicaciones	aðxuðikaˈθjones
adjudicada	aðxuðiˈkaða
adjudicadas	aðxuðiˈkaðas
adjudicado	aðxuðiˈkaðo
adjudicados	aðxuðiˈkaðos
adjudicar	aðxuðiˈkaɾ
adjudicará	aðxuðikaˈɾa
adjudicarán	aðxuðikaˈɾan
adjudicaron	aðxuðiˈkaɾon
adjudicarse	aðxuðiˈkaɾse
adjudicataria	aðxuðikaˈtaɾja
adjudicatarias	aðxuðikaˈtaɾjas
adjudicatario	aðxuðikaˈtaɾjo
adjudicatarios	aðxuðikaˈtaɾjos
adjudicó	aðxuðiˈko
adjunta	aðˈxunta
adjuntar	aðxunˈtaɾ
adjuntarías	aðxuntaˈɾias
adjunto	aðˈxunto
adjuntos	aðˈxuntos
administra	aðmiˈnistɾa
administraba	aðminisˈtɾaβa
administración	aðministɾaˈθjon
administraciones	aðministɾaˈθjones
administrada	aðminisˈtɾaða
administradas	aðminisˈtɾaðas
administrado	aðminisˈtɾaðo
administrador	aðministɾaˈðoɾ
administradora	aðministɾaˈðoɾa
administradores	aðministɾaˈðoɾes
administrados	aðminisˈtɾaðos
administran	aðmiˈnistɾan
administrando	aðminisˈtɾando
administrar	aðminisˈtɾaɾ
administrará	aðministɾaˈɾa
administrarla	aðminisˈtɾaɾla
administrativa	aðministɾaˈtiβa
administrativamente	aðministɾaˈtiβaˈmente
administrativas	aðministɾaˈtiβas
administrativo	aðministɾaˈtiβo
administrativos	aðministɾaˈtiβos
administre	aðmiˈnistɾe
administren	aðmiˈnistɾen
administró	aðminisˈtɾo
admira	aðˈmiɾa
admiraba	aðmiˈɾaβa
admirable	aðmiˈɾaβle
admirablemente	aðmiˈɾaβleˈmente
admirables	aðmiˈɾaβles
admiración	aðmiɾaˈθjon
admirada	aðmiˈɾaða
admiradas	aðmiˈɾaðas
admirado	aðmiˈɾaðo
admirador	aðmiɾaˈðoɾ
admiradora	aðmiɾaˈðoɾa
admiradoras	aðmiɾaˈðoɾas
admiradores	aðmiɾaˈðoɾes
admirados	aðmiˈɾaðos
admiramos	aðmiˈɾamos
admiran	aðˈmiɾan
admirando	aðmiˈɾando
admirar	aðmiˈɾaɾ
admirará	aðmiɾaˈɾa
admiraremos	aðmiɾaˈɾemos
admirarla	aðmiˈɾaɾla
admiras	aðˈmiɾas
admiro	aðˈmiɾo
admiró	aðmiˈɾo
admisible	aðmiˈsiβle
admisión	aðmiˈsjon
admita	aðˈmita
admitamos	aðmiˈtamos
admitan	aðˈmitan
admite	aðˈmite
admiten	aðˈmiten
admites	aðˈmites
admitía	aðmiˈtia
admitían	aðmiˈtian
admitida	aðmiˈtiða
admitidas	aðmiˈtiðas
admitido	aðmiˈtiðo
admitidos	aðmiˈtiðos
admitiendo	aðmiˈtjendo
admitiera	aðmiˈtjeɾa
admitieran	aðmiˈtjeɾan
admitieron	aðmiˈtjeɾon
admitimos	aðmiˈtimos
admitió	aðmiˈtjo
admitir	aðmiˈtiɾ
admitirá	aðmitiˈɾa
admitirán	aðmitiˈɾan
admitiría	aðmitiˈɾia
admitirlo	aðmiˈtiɾlo
admitirse	aðmiˈtiɾse
admito	aðˈmito
adobe	aˈðoβe
adoctrinados	aðoktɾiˈnaðos
adoctrinamiento	aðoktɾinaˈmjento
adoctrinan	aðokˈtɾinan
adoctrinar	aðoktɾiˈnaɾ
adolece	aðoˈleθe
adolecen	aðoˈleθen
adolecer	aðoleˈθeɾ
adoleció	aðoleˈθjo
adolescencia	aðolesˈθenθja
adolescente	aðolesˈθente
adolescentes	aðolesˈθentes
adonde	ˈaðonde
a_donde	ˈaðonde
adónde	aˈðonde
a_dónde	aˈðonde
adopción	aðopˈθjon
adopciones	aðopˈθjones
adopta	aˈðopta
adoptaba	aðopˈtaβa
adoptada	aðopˈtaða
adoptadas	aðopˈtaðas
adoptado	aðopˈtaðo
adoptados	aðopˈtaðos
adoptan	aˈðoptan
adoptando	aðopˈtando
adoptar	aðopˈtaɾ
adoptara	aðopˈtaɾa
adoptará	aðoptaˈɾa
adoptaran	aðopˈtaɾan
adoptarán	aðoptaˈɾan
adoptaron	aðopˈtaɾon
adoptarse	aðopˈtaɾse
adopte	aˈðopte
adopten	aˈðopten
adoptiva	aðopˈtiβa
adoptivas	aðopˈtiβas
adoptivo	aðopˈtiβo
adoptivos	aðopˈtiβos
adoptó	aðopˈto
adoquinadas	aðokiˈnaðas
adoquines	aðoˈkines
adora	aˈðoɾa
adoraba	aðoˈɾaβa
adorable	aðoˈɾaβle
adorables	aðoˈɾaβles
adoración	aðoɾaˈθjon
adorada	aðoˈɾaða
adorado	aðoˈɾaðo
adoradores	aðoɾaˈðoɾes
adoramos	aðoˈɾamos
adoran	aˈðoɾan
adorando	aðoˈɾando
adorar	aðoˈɾaɾ
adoras	aˈðoɾas
adore	aˈðoɾe
adormecer	aðoɾmeˈθeɾ
adormecida	aðoɾmeˈθiða
adorna	aˈðoɾna
adornada	aðoɾˈnaða
adornadas	aðoɾˈnaðas
adornado	aðoɾˈnaðo
adornados	aðoɾˈnaðos
adornan	aˈðoɾnan
adornar	aðoɾˈnaɾ
adorno	aˈðoɾno
adornó	aðoɾˈno
adornos	aˈðoɾnos
adoro	aˈðoɾo
adosada	aðoˈsaða
adosado	aðoˈsaðo
adosados	aðoˈsaðos
a_dos_manos	aˈðozˈmanos
adquiera	aðˈkjeɾa
adquieran	aðˈkjeɾan
adquiere	aðˈkjeɾe
adquieren	aðˈkjeɾen
adquiría	aðkiˈɾia
adquirían	aðkiˈɾian
adquirida	aðkiˈɾiða
adquiridas	aðkiˈɾiðas
adquirido	aðkiˈɾiðo
adquiridos	aðkiˈɾiðos
adquiriendo	aðkiˈɾjendo
adquiriera	aðkiˈɾjeɾa
adquirieron	aðkiˈɾjeɾon
adquirió	aðkiˈɾjo
adquirir	aðkiˈɾiɾ
adquirirá	aðkiɾiˈɾa
adquiriría	aðkiɾiˈɾia
adquirirla	aðkiˈɾiɾla
adquirirlo	aðkiˈɾiɾlo
adquirirse	aðkiˈɾiɾse
adquisición	aðkisiˈθjon
adquisiciones	aðkisiˈθjones
adquisitiva	aðkisiˈtiβa
adquisitivo	aðkisiˈtiβo
adrede	aˈðɾeðe
adrenalina	aðɾenaˈlina
adscripción	aðskɾipˈθjon
adscrita	aðsˈkɾita
adscrito	aðsˈkɾito
adscritos	aðsˈkɾitos
adsl	asiˈmetɾikˈdixitalsusˈkɾajβeɾˈlajn
aduana	aˈðwana
aduanas	aˈðwanas
aduaneras	aðwaˈneɾas
aduaneros	aðwaˈneɾos
aduce	aˈðuθe
aducen	aˈðuθen
aduciendo	aðuˈθjendo
aducir	aðuˈθiɾ
aductores	aðukˈtoɾes
adueñado	aðweˈɲaðo
adueñarse	aðweˈɲaɾse
adueñó	aðweˈɲo
adujo	aˈðuxo
aduladores	aðulaˈðoɾes
adulan	aˈðulan
adulta	aˈðulta
adultas	aˈðultas
adúltera	aˈðulteɾa
adulteración	aðulteɾaˈθjon
adulterada	aðulteˈɾaða
adulterado	aðulteˈɾaðo
adúlteras	aˈðulteɾas
adulterio	aðulˈteɾjo
adúlteros	aˈðulteɾos
adulto	aˈðulto
adultos	aˈðultos
a_dúo	aˈðuo
a_duras_penas	aˈðuɾasˈpenas
advenediza	aðβeneˈðiθa
advenedizo	aðβeneˈðiθo
advenedizos	aðβeneˈðiθos
advenimiento	aðβeniˈmjento
adversa	aðˈβeɾsa
adversaria	aðβeɾˈsaɾja
adversario	aðβeɾˈsaɾjo
adversarios	aðβeɾˈsaɾjos
adversas	aðˈβeɾsas
adversidad	aðβeɾsiˈðað
adversidades	aðβeɾsiˈðaðes
adverso	aðˈβeɾso
adversos	aðˈβeɾsos
advertencia	aðβeɾˈtenθja
advertencias	aðβeɾˈtenθjas
advertí	aðβeɾˈti
advertía	aðβeɾˈtia
advertían	aðβeɾˈtian
advertido	aðβeɾˈtiðo
advertidor	aðβeɾtiˈðoɾ
advertidos	aðβeɾˈtiðos
advertimos	aðβeɾˈtimos
advertir	aðβeɾˈtiɾ
advertirá	aðβeɾtiˈɾa
advertirle	aðβeɾˈtiɾle
advertirse	aðβeɾˈtiɾse
advierte	aðˈβjeɾte
advierten	aðˈβjeɾten
advierto	aðˈβjeɾto
advirtiendo	aðβiɾˈtjendo
advirtiera	aðβiɾˈtjeɾa
advirtieron	aðβiɾˈtjeɾon
advirtió	aðβiɾˈtjo
adyacente	aðʤaˈθente
adyacentes	aðʤaˈθentes
ae	emiˈɾatosˈaɾaβesuˈniðos
a_efectos_de	aeˈfektozðe
aérea	aˈeɾea
aéreas	aˈeɾeas
aéreo	aˈeɾeo
aéreos	aˈeɾeos
aeróbic	aeˈɾoβik
aeróbica	aeˈɾoβika
aeróbico	aeˈɾoβiko
aerodinámica	aeɾoðiˈnamika
aerodinámico	aeɾoðiˈnamiko
aerodinamizador	aeɾoðinamiθaˈðoɾ
aeródromo	aeˈɾoðɾomo
aeródromos	aeˈɾoðɾomos
aeroespacial	aeɾoespaˈθjal
aerolínea	aeɾoˈlinea
aerolíneas	aeɾoˈlineas
aeronáutica	aeɾoˈnawtika
aeronáuticas	aeɾoˈnawtikas
aeronáutico	aeɾoˈnawtiko
aeronáuticos	aeɾoˈnawtikos
aeronave	aeɾoˈnaβe
aeronaves	aeɾoˈnaβes
aeroplano	aeɾoˈplano
aeroportuaria	aeɾopoɾˈtwaɾja
aeroportuarias	aeɾopoɾˈtwaɾjas
aeroportuario	aeɾopoɾˈtwaɾjo
aeropuerto	aeɾoˈpweɾto
aeropuertos	aeɾoˈpweɾtos
aerosol	aeɾoˈsol
aerosoles	aeɾoˈsoles
aerostático	aeɾosˈtatiko
a_escondidas	aeskonˈdiðas
a_eso_de	aˈesoðe
a_espaldas_de	aesˈpaldazðe
a_espuertas	aesˈpweɾtas
a_excepción_de	aesθepˈθjonde
a_expensas_de	aesˈpensazðe
a_expensas_del	aesˈpensazðel
af	afɣanisˈtan
afable	aˈfaβle
afamado	afaˈmaðo
afamados	afaˈmaðos
afán	aˈfan
afana	aˈfana
afanan	aˈfanan
afanes	aˈfanes
afarolada	afaɾoˈlaða
a_favor_de	afaˈβoɾðe
a_favor_del	afaˈβoɾðel
afea	aˈfea
afección	afekˈθjon
afecciones	afekˈθjones
afecta	aˈfekta
afectaba	afekˈtaβa
afectaban	afekˈtaβan
afectación	afektaˈθjon
afectada	afekˈtaða
afectadas	afekˈtaðas
afectado	afekˈtaðo
afectados	afekˈtaðos
afectan	aˈfektan
afectando	afekˈtando
afectar	afekˈtaɾ
afectara	afekˈtaɾa
afectará	afektaˈɾa
afectarán	afektaˈɾan
afectaría	afektaˈɾia
afectarle	afekˈtaɾle
afectaron	afekˈtaɾon
afecte	aˈfekte
afecten	aˈfekten
afectiva	afekˈtiβa
afectivas	afekˈtiβas
afectivo	afekˈtiβo
afecto	aˈfekto
afectó	afekˈto
afectos	aˈfektos
afectuosamente	afekˈtwosaˈmente
afectuoso	afekˈtwoso
afeitado	afejˈtaðo
afeitados	afejˈtaðos
afeitar	afejˈtaɾ
afeito	aˈfejto
afelio	aˈfeljo
afeminado	afemiˈnaðo
afeminados	afemiˈnaðos
aferra	aˈfera
aferrado	afeˈraðo
aferran	aˈferan
aferrarse	afeˈraɾse
aferró	afeˈro
affaire	aˈfeɾ
afg	afɣanisˈtan
afgana	afˈɣana
afganas	afˈɣanas
afgano	afˈɣano
afganos	afˈɣanos
afianza	aˈfjanθa
afianzado	afjanˈθaðo
afianzar	afjanˈθaɾ
afianzarse	afjanˈθaɾse
afianzó	afjanˈθo
afición	afiˈθjon
aficionada	afiθjoˈnaða
aficionadillo	afiθjonaˈðiʎo
aficionado	afiθjoˈnaðo
aficionados	afiθjoˈnaðos
aficiones	afiˈθjones
afila	aˈfila
afilad	afiˈlað
afilada	afiˈlaða
afiladas	afiˈlaðas
afilado	afiˈlaðo
afilador	afilaˈðoɾ
afilados	afiˈlaðos
afilia	aˈfilja
afiliación	afiljaˈθjon
afiliaciones	afiljaˈθjones
afiliada	afiˈljaða
afiliadas	afiˈljaðas
afiliado	afiˈljaðo
afiliados	afiˈljaðos
afiliarme	afiˈljaɾme
afiliarse	afiˈljaɾse
afilie	aˈfilje
afilio	aˈfiljo
afilió	afiˈljo
afín	aˈfin
afina	aˈfina
afinación	afinaˈθjon
afinador	afinaˈðoɾ
afinar	afiˈnaɾ
afinaría	afinaˈɾia
afincada	afiŋˈkaða
afincado	afiŋˈkaðo
afincados	afiŋˈkaðos
a_fin_de	aˈfinde
a_fin_de_cuentas	aˈfindeˈkwentas
a_fin_de_que	aˈfindeke
afines	aˈfines
a_fines_de	aˈfinezðe
afinidad	afiniˈðað
afinidades	afiniˈðaðes
afinó	afiˈno
afirma	aˈfiɾma
afirmaba	afiɾˈmaβa
afirmaban	afiɾˈmaβan
afirmación	afiɾmaˈθjon
afirmaciones	afiɾmaˈθjones
afirmado	afiɾˈmaðo
afirman	aˈfiɾman
afirmando	afiɾˈmando
afirmar	afiɾˈmaɾ
afirmara	afiɾˈmaɾa
afirmarlo	afiɾˈmaɾlo
afirmaron	afiɾˈmaɾon
afirmarse	afiɾˈmaɾse
afirmas	aˈfiɾmas
afirmativa	afiɾmaˈtiβa
afirmativamente	afiɾmaˈtiβaˈmente
afirmativo	afiɾmaˈtiβo
afirmo	aˈfiɾmo
afirmó	afiɾˈmo
aflicción	aflikˈθjon
aflige	aˈflixe
afligido	afliˈxiðo
afloja	aˈfloxa
aflora	aˈfloɾa
afloración	afloɾaˈθjon
aflorado	afloˈɾaðo
afloramiento	afloɾaˈmjento
afloran	aˈfloɾan
aflorar	afloˈɾaɾ
a_flor_de_piel	aˈfloɾðeˈpjel
a_flote	aˈflote
afluencia	aˈflwenθja
aforado	afoˈɾaðo
aforados	afoˈɾaðos
aforismo	afoˈɾizmo
aforismos	afoˈɾizmos
aforo	aˈfoɾo
afortunada	afoɾtuˈnaða
afortunadamente	afoɾtuˈnaðaˈmente
afortunadas	afoɾtuˈnaðas
afortunado	afoɾtuˈnaðo
afortunados	afoɾtuˈnaðos
afrancesado	afɾanθeˈsaðo
afrenta	aˈfɾenta
afrentas	aˈfɾentas
africana	afɾiˈkana
africanas	afɾiˈkanas
africano	afɾiˈkano
africanos	afɾiˈkanos
afro	ˈafɾo
afroamericana	afɾoameɾiˈkana
afroamericano	afɾoameɾiˈkano
afroamericanos	afɾoameɾiˈkanos
afrodisíaco	afɾoðiˈsiako
afronta	aˈfɾonta
afrontaba	afɾonˈtaβa
afrontado	afɾonˈtaðo
afrontan	aˈfɾontan
afrontando	afɾonˈtando
afrontar	afɾonˈtaɾ
afrontará	afɾontaˈɾa
afrontarlo	afɾonˈtaɾlo
afrontaron	afɾonˈtaɾon
afronte	aˈfɾonte
afronten	aˈfɾonten
afrontó	afɾonˈto
aftosa	afˈtosa
a_fuego_lento	aˈfweɣoˈlento
afuera	aˈfweɾa
afueras	aˈfweɾas
a_fuerza_de	aˈfweɾθaðe
ag	anˈtiɣwajβaɾˈβuða
agachar	aɣaˈʧaɾ
agachas	aˈɣaʧas
agachó	aɣaˈʧo
agallas	aˈɣaʎas
ágape	ˈaɣape
agarra	aˈɣara
agarraba	aɣaˈraβa
agarrada	aɣaˈraða
agarrado	aɣaˈraðo
agarrados	aɣaˈraðos
agarran	aˈɣaran
agarrándose	aɣaˈrandose
agarrar	aɣaˈraɾ
agarrarse	aɣaˈraɾse
agarras	aˈɣaras
agarre	aˈɣare
agarren	aˈɣaren
agarró	aɣaˈro
agarrón	aɣaˈron
agarrones	aɣaˈrones
agarrotado	aɣaroˈtaðo
agasajan	aɣaˈsaxan
agasajos	aɣaˈsaxos
agazapada	aɣaθaˈpaða
agazapado	aɣaθaˈpaðo
agazapados	aɣaθaˈpaðos
agencia	aˈxenθja
agencias	aˈxenθjas
agenda	aˈxenda
agendas	aˈxendas
agente	aˈxente
agentes	aˈxentes
agigantado	axiɣanˈtaðo
agigantados	axiɣanˈtaðos
agigantó	axiɣanˈto
ágil	ˈaxil
ágiles	ˈaxiles
agilice	axiˈliθe
agilidad	axiliˈðað
agilidades	axiliˈðaðes
agilipollados	axilipoˈʎaðos
agilización	axiliθaˈθjon
agilizar	axiliˈθaɾ
agiotistas	axjoˈtistas
agita	aˈxita
agitación	axitaˈθjon
agitada	axiˈtaða
agitado	axiˈtaðo
agitador	axitaˈðoɾ
agitadores	axitaˈðoɾes
agitan	aˈxitan
agitanada	axitaˈnaða
agitando	axiˈtando
agitar	axiˈtaɾ
aglomeración	aɣlomeɾaˈθjon
aglomeraciones	aɣlomeɾaˈθjones
aglutina	aɣluˈtina
aglutinado	aɣlutiˈnaðo
aglutinan	aɣluˈtinan
aglutinar	aɣlutiˈnaɾ
aglutine	aɣluˈtine
agnosticismo	aɣnostiˈθizmo
agnóstico	aɣˈnostiko
agnósticos	aɣˈnostikos
ago	aŋˈɡola
agobia	aˈɣoβja
agobiado	aɣoˈβjaðo
agobiante	aɣoˈβjante
agobio	aˈɣoβjo
agobios	aˈɣoβjos
agolpaban	aɣolˈpaβan
agolpan	aˈɣolpan
agonía	aɣoˈnia
agónica	aˈɣonika
agónicamente	aˈɣonikaˈmente
agónicas	aˈɣonikas
agónico	aˈɣoniko
agónicos	aˈɣonikos
agoniza	aɣoˈniθa
agonizaba	aɣoniˈθaβa
agonizando	aɣoniˈθando
agonizante	aɣoniˈθante
