A	ʔaː
Advokaten	ʔatvoˈkaːtən
Aero	ʔaˈeːʀoː
Aerobier	ʔaeˈʀoːbjəʀ
Aerobiern	ʔaeˈʀoːbjəʀn
Aerobiers	ʔaeˈʀoːbjəʀs
Aerobiont	ʔaeʀoˈbjɔnt
Aerobionten	ʔaeʀoˈbjɔntən
Aerodynamik	ʔaeʀodyˈnaːmɪk
Aeroflot	ʔaeʀoˈflɔt
Aerogeologie	ʔaːeʀogeoloˈgiː
Aerogramm	ʔaeʀoˈgʀam
Aerogramme	ʔaeʀoˈgʀamə
Aerogrammen	ʔaeʀoˈgʀamən
Aerogramms	ʔaeʀoˈgʀams
Aerolith	ʔaeʀoˈliːt
Aerolithe	ʔaeʀoˈliːtə
Aerolithen	ʔaeʀoˈliːtən
Aeroliths	ʔaeʀoˈliːʦ
Aerologie	ʔaːeʀoloˈgiː
Aeromechanik	ʔaeʀomeˈçaːnɪk
Aerometer	ʔaeʀoˈmeːtəʀ
Aerometern	ʔaeʀoˈmeːtəʀn
Aerometers	ʔaeʀoˈmeːtəʀs
Aeronaut	ʔaeʀoˈnaʊt
Aeronautik	ʔaeʀoˈnaʊtɪk
Aeronomie	ʔaeʀonoˈmiː
Aeronomisch	ʔaeʀoˈnoːmɪʃ
Aerophagie	ʔaeʀofaˈgiː
Aerophon	ʔaeʀoˈfoːn
Aerophor	ʔaeʀoˈfoːʀ
Aeroplan	ʔaeʀoˈplaːn
Aeroplane	ʔaeʀoˈplaːnə
Aeroplanen	ʔaeʀoˈplaːnən
Aeroplanes	ʔaeʀoˈplaːnəs
Aeroplans	ʔaeʀoˈplaːns
Aerosil	ʔaeʀoˈziːl
Aerosol	ʔaeʀoˈzoːl
Aerosole	ʔaeʀoˈzoːlə
Aerosolen	ʔaeʀoˈzoːlən
Aerosols	ʔaeʀoˈzoːls
Aerospace	ʔɛːʀoˌspɛɪs
Aerostat	ʔaeʀoˈstaːt
Aerostatik	ʔaeʀoˈstaːtɪk
Affaire	ʔaˈfɛːʀə
Affe	ʔafə
Affekt	ʔaˈfɛkt
Affektation	ʔafɛktaˈʦjoːn
Affektationen	ʔafɛktaˈʦjoːnən
Affekte	ʔaˈfɛktə
Affekten	ʔaˈfɛktən
Affektes	ʔaˈfɛktəs
Affektion	ʔafɛkˈʦjoːn
Affektionen	ʔafɛkˈʦjoːnən
Affektivität	ʔafɛktiviˈtɛːt
Affekts	ʔaˈfɛkʦ
Affen	ʔafən
Affiche	ʔaˈfɪʃə
Affichen	ʔaˈfɪʃən
Affidavit	ʔafiˈdaːvɪt
Affidavits	ʔafiˈdaːvɪʦ
Affigkeit	ʔafɪçkaɪt
Affigkeiten	ʔafɪçkaɪtən
Affiliation	ʔafiljaˈʦjoːn
Affiliationen	ʔafiljaˈʦjoːnən
Affination	ʔafinaˈʦjoːn
Affinität	ʔafiniˈtɛːt
Affirmation	ʔafɪʀmaˈʦjoːn
Affirmationen	ʔafɪʀmaˈʦjoːnən
Affirmativa	ʔafɪʀmaˈtiːvaː
Affix	ʔaˈfɪks
Affixe	ʔaˈfɪksə
Affixen	ʔaˈfɪksən
Affixes	ʔaˈfɪksəs
Affodill	ʔafoˈdɪl
Affodille	ʔafoˈdɪlə
Affodillen	ʔafoˈdɪlən
Affodilles	ʔafoˈdɪləs
Affodills	ʔafoˈdɪls
Affrikata	ʔafʀiˈkaːtaː
Affrikate	ʔafʀiˈkaːtə
Affrikaten	ʔafʀiˈkaːtən
Affront	ʔaˈfʀɔ̃ː
Affronts	ʔaˈfʀɔ̃ːs
Affäre	ʔaˈfɛːʀə
Afghane	ʔafˈgaːnə
Afghanen	ʔafˈgaːnən
Afghanin	ʔafˈgaːnɪn
Afghanistan	ʔafˈgaːnɪstaːn
Afghanistans	ʔafˈgaːnɪstaːns
Aflatoxin	ʔaflatɔkˈsiːn
Afrika	ʔaːfʀikaː
Afrikaander	ʔafʀiˈkaːndəʀ
Afrikaandern	ʔafʀiˈkaːndəʀn
Afrikaanders	ʔafʀiˈkaːndəʀs
Afrikaans	ʔafʀiˈkaːns
Afrikander	ʔafʀiˈkandəʀ
Afrikandern	ʔafʀiˈkandəʀn
Afrikanders	ʔafʀiˈkandəʀs
Afrikaner	ʔafʀiˈkaːnəʀ
Afrikanern	ʔafʀiˈkaːnəʀn
Afrikaners	ʔafʀiˈkaːnəʀs
Afrikanist	ʔafʀikaˈnɪst
Afrikanisten	ʔafʀikaˈnɪstən
Afrikanistik	ʔafʀikaˈnɪstɪk
Afrikas	ʔaːfʀikaːs
Afroamerikaner	ʔafʀoʔameʀiˌkaːnəʀ
After	ʔaftəʀ
Aftern	ʔaftəʀn
Afters	ʔaftəʀs
Aga	ʔaːgaː
Agame	ʔaˈgaːmə
Agamemnon	ʔagaˈmɛmnɔn
Agamie	ʔagaˈmiː
Agamogonie	ʔaːgamogoˈniː
Agape	ʔaˈgaːpə
Agapen	ʔaˈgaːpən
Agar	ʔagaʀ
Agasias	ʔaˈgaːzjas
Agatha	ʔaˈgaːtaː
Agathe	ʔaˈgaːtə
Agave	ʔaˈgaːvə
Agaven	ʔaˈgaːvən
Agency	ʔɛɪʤənsiː
Agenda	ʔaˈgɛndaː
Agende	ʔaˈgɛndə
Agenden	ʔaˈgɛndən
Agenor	ʔaˈgeːnoːʀ
Agens	ʔaːgɛns
Agent	ʔaˈgɛnt
Agenten	ʔaˈgɛntən
Agentie	ʔaˈgɛntiː
Agentien	ʔaˈgɛntiːən
Agentin	ʔaˈgɛntɪn
Agentinnen	ʔaˈgɛntɪnən
Agentur	ʔagɛnˈtuːʀ
Agenturen	ʔagɛnˈtuːʀən
Agenzien	ʔaˈgɛnʦjən
Agglomerat	ʔaglomeˈʀaːt
Agglomerate	ʔaglomeˈʀaːtə
Agglomeraten	ʔaglomeˈʀaːtən
Agglomerates	ʔaglomeˈʀaːtəs
Agglomeration	ʔaglomeʀaˈʦjoːn
Agglomerationen	ʔaglomeʀaˈʦjoːnən
Agglomerats	ʔaglomeˈʀaːʦ
Agglutination	ʔaglutinaˈʦjoːn
Agglutinationen	ʔaglutinaˈʦjoːnən
Agglutinin	ʔaglutiˈniːn
Agglutinogene	ʔagluˈtinogeːnə
Aggravation	ʔagʀavaˈʦjoːn
Aggregat	ʔagʀeˈgaːt
Aggregate	ʔagʀeˈgaːtə
Aggregaten	ʔagʀeˈgaːtən
Aggregates	ʔagʀeˈgaːtəs
Aggregation	ʔagʀegaˈʦjoːn
Aggregationen	ʔagʀegaˈʦjoːnən
Aggregats	ʔagʀeˈgaːʦ
Aggression	ʔagʀɛˈsjoːn
Aggressionen	ʔagʀɛˈsjoːnən
Aggressivität	ʔagʀɛsiviˈtɛːt
Aggressor	ʔaˈgʀɛsoːʀ
Aggressoren	ʔagʀɛˈsoːʀən
Aggressors	ʔaˈgʀɛsoːʀs
Agien	ʔaːʒjən
Agilität	ʔagiliˈtɛːt
Agilolfinger	ʔaːgilɔlˌfɪŋəʀ
Agio	ʔaːʒjoː
Agios	ʔaːʒjoːs
Agiotage	ʔaʒjoˈtaːʒə
Agiotagen	ʔaʒjoˈtaːʒən
Agioteur	ʔaʒjoˈtøːʀ
Agioteure	ʔaʒjoˈtøːʀə
Agioteuren	ʔaʒjoˈtøːʀən
Agioteurs	ʔaʒjoˈtøːʀs
Agitation	ʔagitaˈʦjoːn
Agitationen	ʔagitaˈʦjoːnən
Agitator	ʔagiˈtaːtoːʀ
Agitatoren	ʔagitaˈtoːʀən
Agitatorin	ʔagitaˈtoːʀɪn
Agitators	ʔagiˈtaːtoːʀs
Agitprop	ʔagɪtˈpʀɔp
Agleybecher	ʔaːglaɪˌbɛçəʀ
Aglykon	ʔaglyˈkoːn
Agnat	ʔaˈgnaːt
Agnaten	ʔagˈnaːtən
Agnes	ʔaːgnɛs
Agnition	ʔagniˈʦjoːn
Agnosie	ʔagnoˈziː
Agnosien	ʔagnoˈziːən
Agnostiker	ʔaˈgnɔstikəʀ
Agnostikern	ʔaˈgnɔstikəʀn
Agnostikers	ʔaˈgnɔstikəʀs
Agnostizismus	ʔagnɔstiˈʦɪsmʊs
Agnostus	ʔaˈgnɔstʊs
Agogik	ʔaˈgoːgɪk
Agone	ʔaˈgoːnə
Agonen	ʔaˈgoːnən
Agonie	ʔagoˈniː
Agonist	ʔagoˈnɪst
Agonisten	ʔagoˈnɪstən
Agora	ʔagoˈʀaː
Agorakritos	ʔagoˈʀaːkʀitɔs
Agoraphobie	ʔaːgoʀafoˈbiː
Agoraphobien	ʔaːgoʀafoˈbiːən
Agoren	ʔagoˈʀən
Agorot	ʔagɔˈʀɔt
Agosti	ʔaˈgɔstiː
Agra	ʔaːgʀaː
Agraffe	ʔaˈgʀafə
Agraffen	ʔaˈgʀafən
Agrammatismus	ʔagʀamaˈtɪsmʊs
Agranulozytose	ʔaːgʀanuloʦyˈtoːzə
Agranulozytosen	ʔaːgʀanuloʦyˈtoːzən
Agraphie	ʔagʀaˈfiː
Agraphien	ʔagʀaˈfiːən
Agrar	ʔaˈgʀaːʀ
Agrarflug	ʔaˈgʀaːʀˌfluːk
Agrarform	ʔaˈgʀaːʀˌfɔʀm
Agrarier	ʔaˈgʀaːʀjəʀ
Agrariern	ʔaˈgʀaːʀjəʀn
Agrariers	ʔaˈgʀaːʀjəʀs
Agrarland	ʔaˈgʀaːʀˌlant
Agrarmarkt	ʔaˈgʀaːʀˌmaʀkt
Agrarminister	ʔaˈgʀaːʀmiˌnɪstəʀ
Agrarministerin	ʔaˈgʀaːʀmiˌnɪstəʀɪn
Agrarpolitik	ʔaˈgʀaːʀpoliˌtiːk
Agrarpolitiken	ʔaˈgʀaːʀpoliˌtiːkən
Agrarreform	ʔaˈgʀaːʀʀeˌfɔʀm
Agrarreformen	ʔaˈgʀaːʀʀeˌfɔʀmən
Agrarstaat	ʔaˈgʀaːʀˌʃtaːt
Agrarwissenschaft	ʔaˈgʀaːʀˌvɪsənʃaft
Agrarwissenschaften	ʔaˈgʀaːʀˌvɪsənʃaftən
Agreement	ʔɛˈgʀiːmənt
Agreements	ʔɛˈgʀiːmənʦ
Agrest	ʔaˈgʀɛst
Agricola	ʔaˈgʀɪkolaː
Agrigent	ʔagʀiˈgɛnt
Agrikultur	ʔagʀikʊlˈtuːʀ
Agrikulturen	ʔagʀikʊlˈtuːʀən
Agrobiologie	ʔagʀobiologiː
Agrochemie	ʔagʀoçemiː
Agronom	ʔagʀoˈnoːm
Agronomen	ʔagʀoˈnoːmən
Agronomie	ʔagʀonoˈmiː
Agrotechnik	ʔagʀotɛçnɪk
Agrément	ʔagʀeˈmɑ̃ː
Agréments	ʔagʀeˈmɑ̃ːs
Aguti	ʔaˈguːtiː
Ahasver	ʔahasˈveːʀ
Ahasverus	ʔahasˈveːʀʊs
Ahaus	ʔaːhaʊs
Ahle	ʔaːlə
Ahlen	ʔaːlən
Ahlrichs	ʔaːlʀɪçs
Ahmad	ʔaxmaːt
Ahmed	ʔaxmɛt
Ahmedi	ʔaxmɛdi
Ahmet	ʔaxmɛt
Ahming	ʔaːmɪŋ
Ahminge	ʔaːmɪŋə
Ahmingen	ʔaːmɪŋən
Ahn	ʔaːn
Ahndung	ʔaːndʊŋ
Ahndungen	ʔaːndʊŋən
Ahne	ʔaːnə
Ahnen	ʔaːnən
Ahnengalerie	ʔaːnəngaleˌʀiː
Ahnengalerien	ʔaːnəngaleˌʀiːən
Ahnes	ʔaːnəs
Ahns	ʔaːns
Ahnung	ʔaːnʊŋ
Ahnungen	ʔaːnʊŋən
Ahnungslosigkeit	ʔaːnʊŋsloːzɪçkaɪt
Ahnungslosigkeiten	ʔaːnʊŋsloːzɪçkaɪtən
Ahorn	ʔaːhɔʀn
Ahorne	ʔaːhɔʀnə
Ahornen	ʔaːhɔʀnən
Ahorns	ʔaːhɔʀns
Ahr	ʔaːʀ
Ai	ʔaːi
Aida	ʔaˈʔiːdaː
Aide	ʔɛːd
Aiden	ʔɛːdn
Aidit	ʔaɪˈdiːt
Aigrette	ʔɛˈgʀɛtə
Aigretten	ʔɛˈgʀɛtən
AiguiËre	ʔɛˈgjɛːʀ
Aikido	ʔaɪˈkiːdoː
Aikos	ʔaɪˈkoːs
Aimak	ʔaiˈmaːk
Aimoré	ʔaiːmoˈʀeː
Ainu	ʔaɪnʊ
Ainus	ʔaɪnʊs
Air	ʔɛːʀ
Airedaleterrier	ʔɛːʀdɛɪlˌtɛʀiəʀ
Aires	ʔaɪʀəs
Airikio	ʔaɪˈʀiːkioː
Airotor	ʔɛˈʀoːtoːʀ
Airotoren	ʔɛʀoˈtoːʀən
Airs	ʔɛːʀs
Ais	ʔaːɪs
Aitel	ʔaɪtəl
Aizoazee	ʔaːiʦoaˈʦeːə
Akademie	ʔakadeˈmiː
Akademien	ʔakadeˈmiːən
Akademiker	ʔakaˈdeːmikəʀ
Akademikerin	ʔakaˈdeːmikəʀɪn
Akademikerinnen	ʔakaˈdeːmikəʀɪnən
Akademikern	ʔakaˈdeːmɪkəʀn
Akademikers	ʔakaˈdeːmɪkəʀs
Akademismus	ʔakadeˈmɪsmʊs
Akajubaum	ʔakaˈʒuːˌbaʊm
Akanje	ʔakanjɛ
Akanthi	ʔaˈkantiː
Akanthit	ʔakanˈtiːt
Akanthite	ʔakanˈtiːtə
Akanthiten	ʔakanˈtiːtən
Akanthites	ʔakanˈtiːtəs
Akanthits	ʔakanˈtiːʦ
Akanthus	ʔaˈkantʊs
Akarizid	ʔakaʀiˈʦiːt
Akaroidharz	ʔakaʀoˈiːtˌhaːʀʦ
Akaroidharze	ʔakaʀoˈiːtˌhaːʀʦə
Akaroidharzen	ʔakaʀoˈiːtˌhaːʀʦən
Akaroidharzes	ʔakaʀoˈiːtˌhaːʀʦəs
Akatholik	ʔakatoˈliːk
Akatholiken	ʔakaˈtoːlɪkən
Akazie	ʔaˈkaːtsjə
Akazien	ʔaˈkaːtsjən
Akbar	ʔakbaʀ
Ake	ʔaːkə
Akelei	ʔakeˈlaɪ
Akeleien	ʔakeˈlaɪən
Akinese	ʔakiˈneːzə
Akinesie	ʔakineˈziː
Akklamation	ʔaklamaˈʦjoːn
Akklamationen	ʔaklamaˈʦjoːnən
Akklimatisation	ʔaklimatisaˌtjoːn
Akklimatisationen	ʔaklimatisaˌtjoːnən
Akklimatisierung	ʔaklimatiˈziːʀʊŋ
Akklimatisierungen	ʔaklimatiˈziːʀʊŋən
Akkolade	ʔakoˈlaːdə
Akkoladen	ʔakoˈlaːdən
Akkomodation	ʔakomodaˈʦjoːn
Akkompagnato	ʔakɔmpaˈnjaːtoː
Akkompagnatos	ʔakɔmpaˈnjaːtoːs
Akkompagnement	ʔakɔmpanjəˈmɑ̃ː
Akkompagnements	ʔakɔmpanjəˈmɑ̃ːs
Akkord	ʔaˈkɔʀt
Akkordant	ʔakɔʀˈdant
Akkorde	ʔaˈkɔʀdə
Akkorden	ʔaˈkɔʀdən
Akkordeon	ʔaˈkɔʀdeɔn
Akkordeons	ʔaˈkɔʀdeɔns
Akkordes	ʔaˈkɔʀdəs
Akkordion	ʔaˈkɔʀdjɔn
Akkords	ʔaˈkɔʀʦ
Akkreditierung	ʔakʀediˈtiːʀʊŋ
Akkreditiv	ʔakʀediˈtiːf
Akkreditive	ʔakʀediˈtiːvə
Akkreditiven	ʔakʀediˈtiːvən
Akkreditivs	ʔakʀediˈtiːfs
Akkreszenz	ʔakʀɛsˈʦɛnʦ
Akku	ʔakʊ
Akkulturation	ʔakʊltuʀaˈʦjoːn
Akkulturationen	ʔakʊltuʀaˈʦjoːnən
Akkumulat	ʔakumuˈlaːt
Akkumulate	ʔakumuˈlaːtə
Akkumulaten	ʔakumuˈlaːtən
Akkumulates	ʔakumuˈlaːtəs
Akkumulation	ʔakumulaˈʦjoːn
Akkumulationen	ʔakumulaˈʦjoːnən
Akkumulator	ʔakumuˈlaːtoːʀ
Akkumulatoren	ʔakumuˈlaːtoːʀən
Akkumulators	ʔakumuˈlaːtoːʀs
Akkumulats	ʔakumuˈlaːʦ
Akkuratesse	ʔakuʀaˈtɛsə
Akkusativ	ʔakuzatiːf
Akkusative	ʔakuzatiːvə
Akkusativen	ʔakuzatiːvən
Akkusativs	ʔakuzatiːfs
Akme	ʔakˈmeː
Akne	ʔaknə
Aknen	ʔaknən
Akoluth	ʔakoˈluːt
Akonit	ʔakoˈnɪt
Akonitin	ʔakoniˈtiːn
Akontozahlung	ʔaˈkɔntoˌʦaːlʊŋ
Akontozahlungen	ʔaˈkɔntoˌʦaːlʊŋən
Akosmismus	ʔakɔsˈmɪsmʊs
Akotyledone	ʔaːkotyleˈdoːnə
Akquisiteur	ʔakviziˈtøːʀ
Akquisiteure	ʔakviziˈtøːʀə
Akquisiteuren	ʔakviziˈtøːʀən
Akquisiteurs	ʔakviziˈtøːʀs
Akquisition	ʔakviziˈʦjoːn
Akquisitionen	ʔakviziˈʦjoːnən
Akquisitor	ʔakviˈziːtoːʀ
Akquisitoren	ʔakviˈziːtoːʀən
Akquisitors	ʔakviˈziːtoːʀs
Akragas	ʔaːkʀagas
Akranier	ʔaˈkʀaːnjəʀ
Akratherme	ʔakʀaˈtɛʀmə
Akratopege	ʔakʀatoˈpeːgə
Akratopegen	ʔakʀatoˈpeːgən
Akribie	ʔakʀiˈbiː
Akridin	ʔakʀiˈdiːn
Akrobat	ʔakʀoˈbaːt
Akrobaten	ʔakʀoˈbaːtən
Akrobatik	ʔakʀoˈbaːtɪk
Akrobatin	ʔakʀoˈbaːtɪn
Akrobatinnen	ʔakʀoˈbaːtɪnən
Akrokorinth	ʔakʀokoˈʀɪnt
Akrolein	ʔakʀoleˈʔiːn
Akroleins	ʔakʀoleˈʔiːns
Akrolith	ʔakʀoˈliːt
Akromegalie	ʔaːkʀomegaˈliː
Akromegalien	ʔaːkʀomegaˈliːən
Akronym	ʔakʀoˈnyːm
Akronyme	ʔakʀoˈnyːmə
Akronymen	ʔakʀoˈnyːmən
Akronyms	ʔakʀoˈnyːms
Akropachie	ʔakʀopaˈxiː
Akropolis	ʔaˈkʀoːpolɪs
Akrosticha	ʔaˈkʀɔstiçaː
Akrostichen	ʔaˈkʀɔstiçən
Akrostichon	ʔaˈkʀɔstiçɔn
Akrostichons	ʔaˈkʀɔstiçɔns
Akroterie	ʔakʀoˈteːʀiə
Akroterien	ʔakʀoˈteːʀiən
Akroterion	ʔakʀoˈteːʀiɔn
Akroterions	ʔakʀoˈteːʀiɔns
Akroterium	ʔakʀoˈteːʀiʊm
Akrozephale	ʔakʀoʦeˈfaːlə
Akrozephalen	ʔakʀoʦeˈfaːlən
Akrozephalie	ʔakʀoʦefaˈliː
Akrozephalien	ʔakʀoʦefaˈliːən
Akryl	ʔaˈkʀyːl
Akrylat	ʔakʀyˈlaːt
Akrylharz	ʔaˈkʀyːlˌhaːʀʦ
Aksum	ʔakˈsuːm
Akt	ʔakt
Aktant	ʔakˈtant
Akte	ʔaktə
Aktei	ʔakˈtaɪ
Akteien	ʔakˈtaɪən
Akten	ʔaktən
Aktes	ʔaktəs
Akteur	ʔakˈtøːʀ
Akteure	ʔakˈtøːʀə
Akteuren	ʔakˈtøːʀən
Akteurs	ʔakˈtøːʀs
Aktie	ʔakʦjə
Aktien	ʔakʦjən
Aktimeter	ʔaktiˈmeːtəʀ
Aktinide	ʔaktiˈniːdə
Aktinie	ʔakˈtiːnjə
Aktinien	ʔakˈtiːnjən
Aktinität	ʔaktiniˈtɛːt
Aktinium	ʔakˈtiːnjʊm
Aktinograph	ʔaktinoˈgʀaːf
Aktinometer	ʔaktinoˈmeːtəʀ
Aktinometern	ʔaktinoˈmeːtəʀn
Aktinometers	ʔaktinoˈmeːtəʀs
Aktinometrie	ʔaktinomeˈtʀiː
Aktinomykose	ʔaktinomyˈkoːzə
Aktinomyzin	ʔaktinomyˈziːn
Aktinon	ʔaktiˈnoːn
Aktion	ʔakˈʦjoːn
Aktionen	ʔakˈʦjoːnən
Aktionismus	ʔaktjoˈnɪsmʊs
Aktionsart	ʔakˈʦjoːnsˌʔaʀt
Aktionsarten	ʔakˈʦjoːnsˌʔaʀtən
Aktionär	ʔakʦjoˈnɛːʀ
Aktionärsversammlung	ʔaktjoˈnɛːʀsfɛʀˌzamlʊŋ
Aktionärsversammlungen	ʔaktjoˈnɛːʀsfɛʀˌzamlʊŋən
Aktium	ʔakʦjʊm
Aktiv	ʔaktiːf
Aktiva	ʔakˈtiːvaː
Aktivation	ʔaktivaˈʦjoːn
Aktivator	ʔaktiˈvaːtoːʀ
Aktivatoren	ʔaktivaˈtoːʀən
Aktivbürger	ʔakˈtiːfˌbʏʀgəʀ
Aktive	ʔakˈtiːvə
Aktiven	ʔakˈtiːvən
Aktivforderung	ʔakˈtiːfˌfɔʀdəʀʊŋ
Aktivforderungen	ʔakˈtiːfˌfɔʀdəʀʊŋən
Aktivierung	ʔaktiˈviːʀʊŋ
Aktivierungen	ʔaktiˈviːʀʊŋən
Aktivismus	ʔaktiˈvɪsmʊs
Aktivist	ʔaktiˈvɪst
Aktivisten	ʔaktiˈvɪstən
Aktivitas	ʔakˈtiːvitas
Aktivität	ʔaktiviˈtɛːt
Aktivitäten	ʔaktiviˈtɛːtən
Aktivkohle	ʔakˈtiːfˌkoːlə
Aktivkohlen	ʔakˈtiːfˌkoːlən
Aktivmatrix	ʔakˈtiːfˌmaːtʀɪks
Aktivposten	ʔakˈtiːfpɔstən
Aktivsalden	ʔakˈtiːfˌzaldən
Aktivsaldi	ʔakˈtiːfˌzaldiː
Aktivsaldo	ʔakˈtiːfˌzaldoː
Aktivsaldos	ʔakˈtiːfˌzaldoːs
Aktivtagung	ʔakˈtiːfˌtaːgʊŋ
Aktivum	ʔakˈtiːvʊm
Aktivvermögen	ʔakˈtiːffɛʀˌmøːgən
Aktivzeit	ʔakˈtiːfˌʦaɪt
Aktor	ʔaktoːʀ
Aktoren	ʔakˈtoːʀən
Aktrice	ʔakˈtʀiːsə
Aktricen	ʔakˈtʀiːsən
Akts	ʔakʦ
Aktualgenese	ʔaktuˈʔaːlgeˌneːzə
Aktualisierung	ʔaktualiˈziːʀʊŋ
Aktualismus	ʔaktuaˈlɪsmʊs
Aktualität	ʔaktualiˈtɛːt
Aktuar	ʔakˈtɥaːʀ
Aktuare	ʔakˈtɥaːʀə
Aktuaren	ʔakˈtɥaːʀən
Aktuarius	ʔakˈtɥaːʀiʊs
Aktuars	ʔakˈtɥaːʀs
Aktuator	ʔaktuˈaːtoːʀ
Aktuogeologie	ʔaktuogeoloˌgiː
Akupressur	ʔakʊpʀɛˈsuːʀ
Akupressuren	ʔakʊpʀɛˈsuːʀən
Akupunktur	ʔakupʊŋkˈtuːʀ
Akupunkturen	ʔakupʊŋkˈtuːʀən
Akustik	ʔaˈkʊstɪk
Akustiker	ʔaˈkʊstɪkəʀ
Akustiklog	ʔaˈkʊstɪkˌlɔk
Akut	ʔaˈkuːt
Akutagawa	ʔakutaˈgaːvaː
Akyn	ʔaːkʏn
Akzeleration	ʔakʦeleʀaˈʦjoːn
Akzelerationen	ʔakʦeleʀaˈʦjoːnən
Akzelerator	ʔakʦeleˈʀaːtoːʀ
Akzeleratoren	ʔakʦeleʀaˈtoːʀən
Akzelerators	ʔakʦeleˈʀaːtoːʀs
Akzent	ʔakˈʦɛnt
Akzente	ʔakˈʦɛntə
Akzenten	ʔakˈʦɛntən
Akzentes	ʔakˈʦɛntəs
Akzents	ʔakˈʦɛnʦ
Akzentuation	ʔakʦɛntuaˈʦjoːn
Akzentuationen	ʔakʦɛntuaˈʦjoːnən
Akzentuierung	ʔakʦɛntuˈʔiːʀʊŋ
Akzentuierungen	ʔakʦɛntuˈʔiːʀʊŋən
Akzepisse	ʔakʦeˈpɪsə
Akzepissen	ʔakʦeˈpɪsən
Akzept	ʔakˈʦɛpt
Akzeptant	ʔakʦɛpˈtant
Akzeptanten	ʔakʦɛpˈtantən
Akzeptanz	ʔakʦɛpˈtanʦ
Akzeptanzen	ʔakʦɛpˈtanʦən
Akzeptation	ʔakʦɛptaˈʦjoːn
Akzeptationen	ʔakʦɛptaˈʦjoːnən
Akzepte	ʔakˈʦɛptə
Akzepten	ʔakˈʦɛptən
Akzeptes	ʔakˈʦɛptəs
Akzeptor	ʔakˈʦɛptoːʀ
Akzeptoren	ʔakʦɛpˈtoːʀən
Akzeptors	ʔakˈʦɛptoːʀs
Akzepts	ʔakˈʦɛpʦ
Akzesse	ʔakˈʦɛsə
Akzessen	ʔakˈʦɛsən
Akzesses	ʔakˈʦɛsəs
Akzession	ʔakʦɛˈsjoːn
Akzessionen	ʔakʦɛˈsjoːnən
Akzessorien	ʔakʦɛˈsoːʀiən
Akzessorietät	ʔakʦɛsoʀieˈtɛːt
Akzessorietäten	ʔakʦɛsoʀieˈtɛːtən
Akzessorium	ʔakʦɛˈsoːʀiʊm
Akzeß	ʔakˈʦɛs
Akzidens	ʔakʦidɛns
Akzidenz	ʔakʦiˈdɛnʦ
Akzidenzen	ʔakʦiˈdɛnʦən
Akzidenzien	ʔakʦiˈdɛnʦjən
Akzise	ʔakˈʦiːzə
Akzisen	ʔakˈʦiːzən
Aküsprache	ʔakʏʃpʀaːxə
Alabama	ʔalaˈbaːmaː
Alabaster	ʔalaˈbastəʀ
Alabastern	ʔalaˈbastəʀn
Alabasters	ʔalaˈbastəʀs
Alabastren	ʔalaˈbastʀən
Alabastron	ʔaˈlaːbastʀɔn
Alai	ʔaˈlaiː
Alain	ʔaˈlɑ̃
Alalie	ʔalaˈliː
Alamein	ʔalaˈmaɪn
Alamir	ʔaːlamiːʀ
Aland	ʔaːlant
Alande	ʔaːlandə
Alane	ʔaˈlaːnə
Alanin	ʔalaˈniːn
Alant	ʔaˈlant
Alarbus	ʔaˈlaʀbʊs
Alarich	ʔaːlaʀɪç
Alarm	ʔaˈlaʀm
Alarme	ʔaˈlaʀmə
Alarmen	ʔaˈlaʀmən
Alarmes	ʔaˈlaʀməs
Alarms	ʔaˈlaʀms
Alaska	ʔaˈlaskaː
Alaskit	ʔalasˈkɪt
Alatau	ʔalaˈtaʊ
Alaun	ʔaˈlaʊn
Alaune	ʔaˈlaʊnə
Alaunen	ʔaˈlaʊnən
Alauns	ʔaˈlaʊns
Alavi	ʔalaˈviː
Alb	ʔalp
Alba	ʔalbaː
Albafiorita	ʔalbafioˈʀiːtaː
Albaner	ʔalˈbaːnəʀ
Albanerin	ʔalˈbaːnəʀɪn
Albanern	ʔalˈbaːnəʀn
Albaners	ʔalˈbaːnəʀs
Albanien	ʔalˈbaːnjən
Albaniens	ʔalˈbaːnjəns
Albarelli	ʔalbaˈʀɛliː
Albarello	ʔalbaˈʀɛloː
Albatros	ʔalbatʀɔs
Albatrosse	ʔalbatʀɔsə
Albatrossen	ʔalbatʀɔsən
Albe	ʔalbə
Albedo	ʔalˈbeːdoː
Alben	ʔalbən
Alberei	ʔalbəˈʀaɪ
Albereien	ʔalbəˈʀaɪən
Albers	ʔalbɛʀs
Albert	ʔalbəʀt
Alberti	ʔalˈbɛʀtiː
Albertina	ʔalbɛʀˈtiːnaː
Albertus	ʔalˈbɛʀtʊs
Albes	ʔalbəs
Albiani	ʔalˈbjaːniː
Albigenser	ʔalbiˈgɛnzəʀ
Albigensern	ʔalbiˈgɛnzəʀn
Albigensers	ʔalbiˈgɛnzəʀs
Albin	ʔalbiːn
Albinismus	ʔalbiˈnɪsmʊs
Albino	ʔalˈbiːnoː
Albinos	ʔalˈbiːnoːs
Albinus	ʔalˈbiːnʊs
Albit	ʔalˈbɪt
Alboin	ʔalboiːn
Albrecht	ʔalbʀɛçt
Albs	ʔalps
Albuin	ʔalbuiːn
Albula	ʔalbulaː
Album	ʔalbʊm
Albumen	ʔalˈbuːmən
Albumens	ʔalbʊməns
Albumin	ʔalbuˈmiːn
