a	ˈa
acción_social_y_desarrollo	akˈθjonsoˈθjaliðesaˈroʎo
acciona	akˈθjona
accionar	akθjoˈnaɾ
accionariado	akθjonaˈɾjaðo
accionarial	akθjonaˈɾjal
accionariales	akθjonaˈɾjales
acciones	akˈθjones
acciones_pealma_1	akˈθjonespeˈalmaˈuno
accionista	akθjoˈnista
accionistas	akθjoˈnistas
accra	ˈakkɾa
ace	ˈaθe
ace_global	ˈaθeɣloˈβal
acea	aˈθea
acea_gráficas	aˈθeaˈɣɾafikas
acebedo	aθeˈβeðo
acebedos	aθeˈβeðos
acebes	aˈθeβes
acebo	aˈθeβo
acebuche	aθeˈβuʧe
acecha	aˈθeʧa
acechan	aˈθeʧan
acecho	aˈθeʧo
acedera	aθeˈðeɾa
acedo	aˈθeðo
acehuche	aˈθewʧe
aceijas	aˈθejxas
aceiro	aˈθejɾo
aceita	aˈθejta
aceite	aˈθejte
aceitera	aθejˈteɾa
aceiteros	aθejˈteɾos
aceites	aˈθejtes
aceites_del_sur	aˈθejtezðelˈsuɾ
aceituna	aθejˈtuna
aceitunas	aθejˈtunas
aceldegui	aθelˈdeɣi
acelera	aθeˈleɾa
aceleración	aθeleɾaˈθjon
aceleraciones	aθeleɾaˈθjones
acelerada	aθeleˈɾaða
acelerado	aθeleˈɾaðo
acelerador	aθeleɾaˈðoɾ
aceleradores	aθeleɾaˈðoɾes
acelerados	aθeleˈɾaðos
aceleran	aθeˈleɾan
acelerando	aθeleˈɾando
acelerar	aθeleˈɾaɾ
acelerara	aθeleˈɾaɾa
acelerará	aθeleɾaˈɾa
acelerarme	aθeleˈɾaɾme
aceleraron	aθeleˈɾaɾon
acelerarse	aθeleˈɾaɾse
acelere	aθeˈleɾe
acelero	aθeˈleɾo
aceleró	aθeleˈɾo
acelerón	aθeleˈɾon
acelga	aˈθelɣa
acena	aˈθena
acenciano	aθenˈθjano
acentas	aˈθentas
acentejo	aθenˈtexo
acento	aˈθento
acentos	aˈθentos
acentúa	aθenˈtua
acentuación	aθentwaˈθjon
acentuada	aθenˈtwaða
acentuado	aθenˈtwaðo
acentúan	aθenˈtuan
acentuando	aθenˈtwando
acentuar	aθenˈtwaɾ
acentuó	aθenˈtwo
acepción	aθepˈθjon
acepta	aˈθepta
aceptaba	aθepˈtaβa
aceptaban	aθepˈtaβan
aceptable	aθepˈtaβle
aceptables	aθepˈtaβles
aceptación	aθeptaˈθjon
aceptada	aθepˈtaða
aceptadas	aθepˈtaðas
aceptadlo	aθepˈtaðlo
aceptado	aθepˈtaðo
aceptador	aθeptaˈðoɾ
aceptados	aθepˈtaðos
aceptamos	aθepˈtamos
aceptan	aˈθeptan
aceptando	aθepˈtando
aceptar	aθepˈtaɾ
aceptara	aθepˈtaɾa
aceptará	aθeptaˈɾa
aceptaran	aθepˈtaɾan
aceptarán	aθeptaˈɾan
aceptare	aθepˈtaɾe
aceptaré	aθeptaˈɾe
aceptaremos	aθeptaˈɾemos
aceptaría	aθeptaˈɾia
aceptarían	aθeptaˈɾian
aceptarías	aθeptaˈɾias
aceptarla	aθepˈtaɾla
aceptarlo	aθepˈtaɾlo
aceptaron	aθepˈtaɾon
aceptarse	aθepˈtaɾse
aceptas	aˈθeptas
aceptase	aθepˈtase
acepte	aˈθepte
acepté	aθepˈte
aceptemos	aθepˈtemos
acepten	aˈθepten
acepto	aˈθepto
aceptó	aθepˈto
acequia	aˈθekja
acer	aˈθeɾ
acera	aˈθeɾa
acerada	aθeˈɾaða
aceralia	aθeˈɾalja
aceralia_corporación_siderúrgica	aθeˈɾaljakoɾpoɾaˈθjonsiðeˈɾuɾxika
aceras	aˈθeɾas
acerca	aˈθeɾka
acerca_de	aˈθeɾkaðe
acerca_del	aˈθeɾkaðel
acercaba	aθeɾˈkaβa
acercaban	aθeɾˈkaβan
acercado	aθeɾˈkaðo
acercamiento	aθeɾkaˈmjento
acercamientos	aθeɾkaˈmjentos
acercamos	aθeɾˈkamos
acercan	aˈθeɾkan
acercando	aθeɾˈkando
acercándose	aθeɾˈkandose
acercar	aθeɾˈkaɾ
acercara	aθeɾˈkaɾa
acercará	aθeɾkaˈɾa
acercaremos	aθeɾkaˈɾemos
acercarías	aθeɾkaˈɾias
acercarme	aθeɾˈkaɾme
acercarnos	aθeɾˈkaɾnos
acercaron	aθeɾˈkaɾon
acercarse	aθeɾˈkaɾse
acércate	aˈθeɾkate
acerco	aˈθeɾko
acercó	aθeɾˈko
acered	aθeˈɾeð
acereiro	aθeˈɾejɾo
acerias_y_forjas_de_azcoitia	aθeˈɾjasiˈfoɾxazðeaθˈkojtja
acerinox	aθeɾiˈnoɣs
acero	aˈθeɾo
aceros	aˈθeɾos
acerque	aˈθeɾke
acerqué	aθeɾˈke
acerquen	aˈθeɾken
acérrimo	aˈθerimo
acérrimos	aˈθerimos
acers	ˈaθeɾs
acertada	aθeɾˈtaða
acertadamente	aθeɾˈtaðaˈmente
acertadas	aθeɾˈtaðas
acertado	aθeɾˈtaðo
acertados	aθeɾˈtaðos
acertante	aθeɾˈtante
acertantes	aθeɾˈtantes
acertar	aθeɾˈtaɾ
acertaron	aθeɾˈtaɾon
acertó	aθeɾˈto
acervo	aˈθeɾβo
acesa	aˈθesa
acetaminofen	aθetamiˈnofen
acetaminofén	aθetaminoˈfen
acetato	aθeˈtato
acetilsalicílico	aθetilsaliˈθiliko
aceto	aˈθeto
aceuchal	aθewˈʧal
acevo	aˈθeβo
achaca	aˈʧaka
achacaba	aʧaˈkaβa
achacable	aʧaˈkaβle
achacan	aˈʧakan
achacar	aʧaˈkaɾ
achacaron	aʧaˈkaɾon
achacarse	aʧaˈkaɾse
achacó	aʧaˈko
achanta	aˈʧanta
achaorbea	aʧaoɾˈβea
achaques	aˈʧakes
ache	ˈaʧe
achega	aˈʧeɣa
achell	aˈʧeʤ
achero	aˈʧeɾo
achicallende	aʧikaˈʤende
achicar	aʧiˈkaɾ
achicó	aʧiˈko
achicoria	aʧiˈkoɾja
achill	aˈʧil
achuri	aˈʧuɾi
aci	ˈaθi
aci_soluciones	ˈaθisoluˈθjones
aciaga	aˈθjaɣa
aciago	aˈθjaɣo
acibo	aˈθiβo
acicate	aθiˈkate
ácida	ˈaθiða
ácidas	ˈaθiðas
acidez	aθiˈðeθ
ácido	ˈaθiðo
ácidos	ˈaθiðos
acieroid	aθjeˈɾojð
acierta	aˈθjeɾta
aciertan	aˈθjeɾtan
aciertas	aˈθjeɾtas
acierto	aˈθjeɾto
aciertos	aˈθjeɾtos
aciman	aˈθiman
ación	aˈθjon
aciones	aˈθjones
acitore	aθiˈtoɾe
aclamación	aklamaˈθjon
aclamaciones	aklamaˈθjones
aclamada	aklaˈmaða
aclamadas	aklaˈmaðas
aclamado	aklaˈmaðo
aclamados	aklaˈmaðos
aclamaron	aklaˈmaɾon
aclara	aˈklaɾa
aclaraba	aklaˈɾaβa
aclaración	aklaɾaˈθjon
aclaraciones	aklaɾaˈθjones
aclaradas	aklaˈɾaðas
aclarado	aklaˈɾaðo
aclaramos	aklaˈɾamos
aclaran	aˈklaɾan
aclarando	aklaˈɾando
aclarar	aklaˈɾaɾ
aclarará	aklaɾaˈɾa
aclararme	aklaˈɾaɾme
aclararnos	aklaˈɾaɾnos
aclararon	aklaˈɾaɾon
aclararse	aklaˈɾaɾse
aclararte	aklaˈɾaɾte
aclaras	aˈklaɾas
aclárate	aˈklaɾate
aclare	aˈklaɾe
aclaremos	aklaˈɾemos
aclaren	aˈklaɾen
aclares	aˈklaɾes
aclaro	aˈklaɾo
aclaró	aklaˈɾo
aclimatación	aklimataˈθjon
aclimatarse	aklimaˈtaɾse
acmé	aɣˈme
acné	aɣˈne
acnur	aɣˈnuɾ
acoge	aˈkoxe
acogedor	akoxeˈðoɾ
acogedora	akoxeˈðoɾa
acogedores	akoxeˈðoɾes
acogemos	akoˈxemos
acogen	aˈkoxen
acoger	akoˈxeɾ
acogerá	akoxeˈɾa
acogerán	akoxeˈɾan
acogerse	akoˈxeɾse
acogida	akoˈxiða
acogidas	akoˈxiðas
acogido	akoˈxiðo
acogidos	akoˈxiðos
acogiendo	akoˈxjendo
acogieron	akoˈxjeɾon
acogimiento	akoxiˈmjento
acogió	akoˈxjo
acoja	aˈkoxa
acojan	aˈkoxan
acojona	akoˈxona
acojonada	akoxoˈnaða
acojonado	akoxoˈnaðo
acojonados	akoxoˈnaðos
acojonan	akoˈxonan
acojonante	akoxoˈnante
acojonar	akoxoˈnaɾ
acojone	akoˈxone
acólitos	aˈkolitos
acomete	akoˈmete
acometer	akomeˈteɾ
acometerá	akometeˈɾa
acometida	akomeˈtiða
acometidas	akomeˈtiðas
acometido	akomeˈtiðo
acometió	akomeˈtjo
acomoda	akoˈmoða
acomodaba	akomoˈðaβa
acomodación	akomoðaˈθjon
acomodada	akomoˈðaða
acomodadas	akomoˈðaðas
acomodado	akomoˈðaðo
acomodados	akomoˈðaðos
acomodan	akoˈmoðan
acomodando	akomoˈðando
acomodar	akomoˈðaɾ
acomodarse	akomoˈðaɾse
acomodaticio	akomoðaˈtiθjo
acomodo	akoˈmoðo
acomodó	akomoˈðo
acompaña	akomˈpaɲa
acompañaba	akompaˈɲaβa
acompañaban	akompaˈɲaβan
acompañada	akompaˈɲaða
acompañadas	akompaˈɲaðas
acompañado	akompaˈɲaðo
acompañados	akompaˈɲaðos
acompañamiento	akompaɲaˈmjento
acompañamientos	akompaɲaˈmjentos
acompañan	akomˈpaɲan
acompañando	akompaˈɲando
acompañante	akompaˈɲante
acompañantes	akompaˈɲantes
acompañar	akompaˈɲaɾ
acompañara	akompaˈɲaɾa
acompañará	akompaɲaˈɾa
acompañaran	akompaˈɲaɾan
acompañarán	akompaɲaˈɾan
acompañarle	akompaˈɲaɾle
acompañaron	akompaˈɲaɾon
acompañe	akomˈpaɲe
acompañen	akomˈpaɲen
acompaño	akomˈpaɲo
acompañó	akompaˈɲo
acomplejada	akompleˈxaða
acomplejado	akompleˈxaðo
acomplejados	akompleˈxaðos
aconcagua	akoŋˈkaɣwa
acondicionado	akondiθjoˈnaðo
acondicionador	akondiθjonaˈðoɾ
acondicionamiento	akondiθjonaˈmjento
acondicionar	akondiθjoˈnaɾ
aconfesional	akomfesjoˈnal
acongojado	akoŋɡoˈxaðo
acónito	aˈkonito
aconseja	akonˈsexa
aconsejaba	akonseˈxaβa
aconsejaban	akonseˈxaβan
aconsejable	akonseˈxaβle
aconsejado	akonseˈxaðo
aconsejados	akonseˈxaðos
aconsejamos	akonseˈxamos
aconsejan	akonˈsexan
aconsejar	akonseˈxaɾ
aconsejaría	akonsexaˈɾia
aconsejarle	akonseˈxaɾle
aconsejaron	akonseˈxaɾon
aconseje	akonˈsexe
aconsejen	akonˈsexen
aconsejo	akonˈsexo
aconsejó	akonseˈxo
acontece	akonˈteθe
acontecen	akonˈteθen
acontecer	akonteˈθeɾ
acontecida	akonteˈθiða
acontecido	akonteˈθiðo
acontecimiento	akonteθiˈmjento
acontecimientos	akonteθiˈmjentos
aconteció	akonteˈθjo
acontrallum	akontɾaˈʎum
acop	aˈkop
acopa_inversiones	aˈkopaimbeɾˈsjones
acopio	aˈkopjo
acopladas	akoˈplaðas
acoplado	akoˈplaðo
acoplamiento	akoplaˈmjento
acoplarse	akoˈplaɾse
acople	aˈkople
acopló	akoˈplo
acorazada	akoɾaˈθaða
acorazado	akoɾaˈθaðo
acordaba	akoɾˈðaβa
acordada	akoɾˈðaða
acordadas	akoɾˈðaðas
acordado	akoɾˈðaðo
acordados	akoɾˈðaðos
acordáis	akoɾˈðajs
acordamos	akoɾˈðamos
acordando	akoɾˈðando
acordándome	akorˈdandome
acordándose	akoɾˈðandose
acordar	akoɾˈðaɾ
acordara	akoɾˈðaɾa
acordará	akoɾðaˈɾa
acordarás	akoɾðaˈɾas
acordarme	akoɾˈðaɾme
acordaron	akoɾˈðaɾon
acordaros	akoɾˈðaɾos
acordarse	akoɾˈðaɾse
acorde	aˈkoɾðe
acordé	akoɾˈðe
acordeón	akoɾðeˈon
acordeonista	akoɾðeoˈnista
acordes	aˈkoɾðes
acordó	akoɾˈðo
acordonada	akoɾðoˈnaða
acordonaron	akoɾðoˈnaɾon
acordonó	akoɾðoˈno
açores	aˈsoɾes
acorralado	akoraˈlaðo
acorralados	akoraˈlaðos
acorralamiento	akoralaˈmjento
acorralar	akoraˈlaɾ
acorta	aˈkoɾta
acortada	akoɾˈtaða
acortado	akoɾˈtaðo
acortar	akoɾˈtaɾ
acortaría	akoɾtaˈɾia
acortó	akoɾˈto
acosada	akoˈsaða
acosado	akoˈsaðo
acosados	akoˈsaðos
acosan	aˈkosan
acosar	akoˈsaɾ
acosen	aˈkosen
acoso	aˈkoso
acosta	aˈkosta
acostada	akosˈtaða
acostadas	akosˈtaðas
acostado	akosˈtaðo
acostados	akosˈtaðos
acostar	akosˈtaɾ
acostarás	akostaˈɾas
acostarme	akosˈtaɾme
acostarse	akosˈtaɾse
acostumbra	akosˈtumbɾa
acostumbraba	akostumˈbɾaβa
acostumbrada	akostumˈbɾaða
acostumbrado	akostumˈbɾaðo
acostumbrados	akostumˈbɾaðos
acostumbran	akosˈtumbɾan
acostumbrando	akostumˈbɾando
acostumbrar	akostumˈbɾaɾ
acostumbraremos	akostumbɾaˈɾemos
acostumbrarnos	akostumˈbɾaɾnos
acostumbrarse	akostumˈbɾaɾse
acostumbras	akosˈtumbɾas
acostumbre	akosˈtumbɾe
acostumbren	akosˈtumbɾen
acostumbro	akosˈtumbɾo
acostupa	akosˈtupa
acotada	akoˈtaða
acotan	aˈkotan
acotando	akoˈtando
acotar	akoˈtaɾ
acp	aθeˈpe
acp_informática	aθeˈpeimfoɾˈmatika
acqua_gestión_global	akwaxesˈtjoŋɡloˈβal
ácrata	ˈakɾata
ácratas	ˈakɾatas
acrecentado	akɾeθenˈtaðo
acrecentar	akɾeθenˈtaɾ
acrecentó	akɾeθenˈto
acrecienta	akɾeˈθjenta
acredita	akɾeˈðita
acreditación	akɾeðitaˈθjon
acreditada	akɾeðiˈtaða
acreditadas	akɾeðiˈtaðas
acreditado	akɾeðiˈtaðo
acreditados	akɾeðiˈtaðos
acreditan	akɾeˈðitan
acreditar	akɾeðiˈtaɾ
acreditativa	akɾeðitaˈtiβa
acreditativo	akɾeðitaˈtiβo
acredite	akɾeˈðite
acrediten	akɾeˈðiten
acreditó	akɾeðiˈto
acreedor	akɾeeˈðoɾ
acreedores	akɾeeˈðoɾes
acres	ˈakɾes
acribillado	akɾiβiˈʎaðo
acribillados	akɾiβiˈʎaðos
acribilló	akɾiβiˈʎo
acrílico	aˈkɾiliko
acristalada	akɾistaˈlaða
acritud	akɾiˈtuð
acrobacia	akɾoˈβaθja
acrobacias	akɾoˈβaθjas
acróbatas	aˈkɾoβatas
acrónimo	aˈkɾonimo
acrópolis	aˈkɾopolis
acrópolis_2001	aˈkɾopolizdozˈmilˈuno
acs	aθeˈese
acs_actividades_de_construcción_y_servicios	aθeˈeseaktiβiˈðaðezðekonstɾukˈθjoniseɾˈβiθjos
acs_constructora	ˈaɣskonstɾukˈtoɾa
acsa	ˈaɣsa
act.	akˈtiβo
acta	ˈakta
actas	ˈaktas
actitud	aktiˈtuð
actitudes	aktiˈtuðes
actium_de_inversiones	akˈtjumdeimbeɾˈsjones
activa	akˈtiβa
activaba	aktiˈβaβa
activación	aktiβaˈθjon
activada	aktiˈβaða
activadas	aktiˈβaðas
activado	aktiˈβaðo
activados	aktiˈβaðos
activamente	akˈtiβaˈmente
activan	akˈtiβan
activando	aktiˈβando
activar	aktiˈβaɾ
activará	aktiβaˈɾa
activarías	aktiβaˈɾias
activaron	aktiˈβaɾon
activarse	aktiˈβaɾse
activas	akˈtiβas
active	akˈtiβe
active_technology	ˈaktiβteɣˈnolaʤi
activen	akˈtiβen
actívese	akˈtiβese
actividad	aktiβiˈðað
actividades	aktiβiˈðaðes
activismo	aktiˈβizmo
activista	aktiˈβista
activistas	aktiˈβistas
activo	akˈtiβo
activó	aktiˈβo
activo_bank	akˈtiβoˈβaŋk
activobank	aktiβoˈβaŋk
activos	akˈtiβos
activos_clys	akˈtiβosˈklis
acto	ˈakto
actor	akˈtoɾ
actores	akˈtoɾes
actos	ˈaktos
actrices	akˈtɾiθes
actriz	akˈtɾiθ
acts	ˈaɣðs
actúa	akˈtua
actuaba	akˈtwaβa
actuaban	akˈtwaβan
actuación	aktwaˈθjon
actuaciones	aktwaˈθjones
actuaciones_bursátiles	aktwaˈθjonezβuɾˈsatiles
actuado	akˈtwaðo
actual	akˈtwal
actuales	akˈtwales
actualice	aktwaˈliθe
actualidad	aktwaliˈðað
actualidad_económica	aktwaliˈðaðekoˈnomika
actualiza	aktwaˈliθa
actualización	aktwaliθaˈθjon
actualizaciones	aktwaliθaˈθjones
actualizada	aktwaliˈθaða
actualizadas	aktwaliˈθaðas
actualizado	aktwaliˈθaðo
actualizados	aktwaliˈθaðos
actualizan	aktwaˈliθan
actualizando	aktwaliˈθando
actualizar	aktwaliˈθaɾ
actualizará	aktwaliθaˈɾa
actualizarías	aktwaliθaˈɾias
actualizarla	aktwaliˈθaɾla
actualizarlo	aktwaliˈθaɾlo
actualizarlos	aktwaliˈθaɾlos
actualizarse	aktwaliˈθaɾse
actualmente	akˈtwalˈmente
actuamos	akˈtwamos
actúan	akˈtuan
actuando	akˈtwando
actuantes	akˈtwantes
actuar	akˈtwaɾ
actuara	akˈtwaɾa
actuará	aktwaˈɾa
actuaran	akˈtwaɾan
actuarán	aktwaˈɾan
actuaria	akˈtwaɾja
actuaría	aktwaˈɾia
actuarían	aktwaˈɾian
actuaron	akˈtwaɾon
actuase	akˈtwase
actúe	akˈtue
actuemos	akˈtwemos
actúen	akˈtuen
actúo	akˈtuo
actuó	akˈtwo
acuarela	akwaˈɾela
acuarelas	akwaˈɾelas
acuario	aˈkwaɾjo
acuario_98	aˈkwaɾjonoβentajˈoʧo
acuarios	aˈkwaɾjos
acuartelamiento	akwaɾtelaˈmjento
acuática	aˈkwatika
acuáticas	aˈkwatikas
acuático	aˈkwatiko
acuáticos	aˈkwatikos
acuciado	akuˈθjaðo
acuciante	akuˈθjante
acuciantes	akuˈθjantes
acuda	aˈkuða
acudamos	akuˈðamos
acudan	aˈkuðan
acude	aˈkuðe
acuden	aˈkuðen
acudí	akuˈði
acudía	akuˈðia
acudían	akuˈðian
acudido	akuˈðiðo
acudiendo	akuˈðjendo
acudiera	akuˈðjeɾa
acudieran	akuˈðjeɾan
acudieron	akuˈðjeɾon
acudimos	akuˈðimos
acudió	akuˈðjo
acudir	akuˈðiɾ
acudirá	akuðiˈɾa
acudirán	akuðiˈɾan
acudiría	akuðiˈɾia
acudo	aˈkuðo
acueducto	akweˈðukto
acueducto_de_segovia	akweˈðuktoðeseˈɣoβja
acueductos	akweˈðuktos
acuerda	aˈkweɾða
acuerdan	aˈkweɾðan
acuerdas	aˈkweɾðas
acúerdate	aˈkueɾðate
acuérdate	aˈkweɾðate
acuerde	aˈkweɾðe
acuerden	aˈkweɾðen
acuérdense	aˈkweɾðense
acuerdo	aˈkweɾðo
acuerdos	aˈkweɾðos
acuesta	aˈkwesta
acuestan	aˈkwestan
acuéstate	aˈkwestate
acueste	aˈkweste
acuíferos	aˈkwifeɾos
acullo	aˈkuʤo
acumed	akuˈmed
acuminado	akumiˈnaðo
acumula	akuˈmula
acumulaba	akumuˈlaβa
acumulaban	akumuˈlaβan
acumulables	akumuˈlaβles
acumulación	akumulaˈθjon
acumulada	akumuˈlaða
acumuladas	akumuˈlaðas
acumulado	akumuˈlaðo
acumulados	akumuˈlaðos
acumulan	akuˈmulan
acumulando	akumuˈlando
acumular	akumuˈlaɾ
acumularon	akumuˈlaɾon
acumule	akuˈmule
acumuló	akumuˈlo
acuña	aˈkuɲa
acuñada	akuˈɲaða
acuñado	akuˈɲaðo
acuñados	akuˈɲaðos
acunda	aˈkunda
acuñó	akuˈɲo
acuoso	aˈkwoso
acupuntura	akupunˈtuɾa
acusa	aˈkusa
acusaba	akuˈsaβa
acusaban	akuˈsaβan
acusación	akusaˈθjon
acusaciones	akusaˈθjones
acusada	akuˈsaða
acusadas	akuˈsaðas
acusado	akuˈsaðo
acusador	akusaˈðoɾ
acusadora	akusaˈðoɾa
acusadores	akusaˈðoɾes
acusados	akuˈsaðos
acusan	aˈkusan
acusando	akuˈsando
acusándole	akuˈsandole
acusar	akuˈsaɾ
acusara	akuˈsaɾa
acusará	akusaˈɾa
acusarle	akuˈsaɾle
acusarles	akuˈsaɾles
acusarnos	akuˈsaɾnos
acusaron	akuˈsaɾon
acusas	aˈkusas
acuse	aˈkuse
acusen	aˈkusen
acuses	aˈkuses
acuso	aˈkuso
acusó	akuˈso
acústica	aˈkustika
acústicas	aˈkustikas
acústico	aˈkustiko
acústicos	aˈkustikos
acuzar	akuˈθaɾ
ad	anˈdora
ad_hoc	ˈaðˈok
ada	ˈaða
adabella	aðaˈβeʎa
adachi	aˈðaʧi
adagalia_inversiones	aðaˈɣaljaimbeɾˈsjones
adagio	aˈðaxjo
adahuesca	aðaˈɣweska
adair	aˈðajɾ
adaja	aˈðaxa
adal	aˈðal
adalbaro	aðalˈβaɾo
adalberto	aðalˈβeɾto
adalgisa	aðalˈxisa
adalgiso	aðalˈxiso
adalia	aˈðalja
adalid	aðaˈlið
adalides	aðaˈliðes
adalio	aˈðaljo
adaliz	aðaˈliθ
adalrico	aðalˈriko
adalvino	aðalˈβino
adam	aˈðam
adame	aˈðame
adames	aˈðames
adamira	aðaˈmiɾa
adams	ˈaðams
adamus	aˈðamus
adamuz	aðaˈmuθ
adán	aˈðan
adana	aˈðana
adanalian	aðaˈnaljan
adanero	aðaˈneɾo
adapta	aˈðapta
adaptaba	aðapˈtaβa
adaptación	aðaptaˈθjon
adaptaciones	aðaptaˈθjones
adaptada	aðapˈtaða
adaptadas	aðapˈtaðas
adaptado	aðapˈtaðo
adaptador	aðaptaˈðoɾ
adaptadores	aðaptaˈðoɾes
adaptados	aðapˈtaðos
adaptan	aˈðaptan
adaptando	aðapˈtando
adaptándose	aðapˈtandose
adaptar	aðapˈtaɾ
adaptará	aðaptaˈɾa
adaptarán	aðaptaˈɾan
adaptarlas	aðapˈtaɾlas
adaptarlo	aðapˈtaɾlo
adaptarme	aðapˈtaɾme
adaptarnos	aðapˈtaɾnos
adaptarse	aðapˈtaɾse
adaptas	aˈðaptas
adapte	aˈðapte
adaptemos	aðapˈtemos
adapten	aˈðapten
adapto	aˈðapto
adaptó	aðapˈto
adara	aˈðaɾa
adasa	aˈðasa
adatel	aðaˈtel
adaya	aˈðaʤa
adcos_de_méxico	aðˈkozðeˈmexiko
addis_ababa	ˈaððisaˈβaβa
addis_abeba	ˈaððisaˈβeβa
adductor	aððukˈtoɾ
ade	ˈaðe
adecco	aˈðeko
adecco_estudiantes	aˈðekoestuˈðjantes
adecuación	aðekwaˈθjon
adecuada	aðeˈkwaða
adecuadamente	aðeˈkwaðaˈmente
adecuadas	aðeˈkwaðas
adecuado	aðeˈkwaðo
adecuados	aðeˈkwaðos
adecuar	aðeˈkwaɾ
adecuarse	aðeˈkwaɾse
adefesio	aðeˈfesjo
adefesios	aðeˈfesjos
adega	aˈðeɣa
adela	aˈðela
adela_balboa	aˈðelaβalˈβoa
adelaida	aðeˈlajða
adelaide	aðeˈlajðe
adelanta	aðeˈlanta
adelantaba	aðelanˈtaβa
adelantada	aðelanˈtaða
adelantadas	aðelanˈtaðas
adelantado	aðelanˈtaðo
adelantados	aðelanˈtaðos
adelantamiento	aðelantaˈmjento
adelantamientos	aðelantaˈmjentos
adelantan	aðeˈlantan
adelantando	aðelanˈtando
adelantar	aðelanˈtaɾ
adelantara	aðelanˈtaɾa
adelantará	aðelantaˈɾa
adelantarle	aðelanˈtaɾle
adelantarlo	aðelanˈtaɾlo
adelantaron	aðelanˈtaɾon
adelantarse	aðelanˈtaɾse
adelante	aðeˈlante
adelanto	aðeˈlanto
adelantó	aðelanˈto
adelantos	aðeˈlantos
adelar	aðeˈlaɾ
adelardo	aðeˈlaɾðo
adelfa	aˈðelfa
adelfas	aˈðelfas
adelfo	aˈðelfo
adelgazamiento	aðelɣaθaˈmjento
adelgazar	aðelɣaˈθaɾ
adelina	aðeˈlina
adelina_patti	aðeˈlinaˈpati
adelino	aðeˈlino
adelio	aˈðeljo
adeliz	aðeˈliθ
adelma	aˈðelma
adelmar	aðelˈmaɾ
adelmo	aˈðelmo
adema	aˈðema
ademán	aðeˈman
ademanes	aðeˈmanes
ademar	aðeˈmaɾ
además	aðeˈmas
además_de	aðeˈmazðe
además_de_eso	aðeˈmazðeˈeso
además_de_que	aðeˈmazðeke
además_del	aðeˈmazðel
ademaya	aðeˈmaʤa
ademuz	aðeˈmuθ
aden	ˈaðen
adena	aˈðena
adenoma	aðeˈnoma
adenomatosos	aðenomaˈtosos
adenopatías	aðenopaˈtias
adentra	aˈðentɾa
adentramos	aðenˈtɾamos
adentran	aˈðentɾan
adentrándose	aðenˈtɾandose
adentraremos	aðentɾaˈɾemos
adentrarnos	aðenˈtɾaɾnos
adentrarse	aðenˈtɾaɾse
adentro	aˈðentɾo
adentró	aðenˈtɾo
adentros	aˈðentɾos
adeptos	aˈðeptos
aderezada	aðeɾeˈθaða
aderezado	aðeɾeˈθaðo
adeslas	aˈðezlas
adeuda	aˈðewða
adeudan	aˈðewðan
adherencia	aðeˈɾenθja
adheridas	aðeˈɾiðas
adherido	aðeˈɾiðo
adheridos	aðeˈɾiðos
adherirse	aðeˈɾiɾse
adhesión	aðeˈsjon
adhesiones	aðeˈsjones
adhesivo	aðeˈsiβo
adhesivos	aðeˈsiβos
adhiera	aðˈʤeɾa
adhiero	aðˈʤeɾo
adhirió	aðiˈɾjo
adi	ˈaði
adianto	aˈðjanto
adicae	aðiˈkae
adicción	aðikˈθjon
adicciones	aðikˈθjones
adicional	aðiθjoˈnal
adicionales	aðiθjoˈnales
adicionalmente	aðiθjoˈnalˈmente
adicta	aˈðikta
adictivas	aðikˈtiβas
adictivo	aðikˈtiβo
adictivos	aðikˈtiβos
adicto	aˈðikto
adictos	aˈðiktos
adidas	aˈðiðas
adiel	aˈðjel
adiestrado	aðjesˈtɾaðo
adiestrador	aðjestɾaˈðoɾ
adiestrados	aðjesˈtɾaðos
adiestramiento	aðjestɾaˈmjento
adiestrar	aðjesˈtɾaɾ
adilia	aˈðilja
adillon	aˈðiʤon
adimar	aðiˈmaɾ
adin	ˈaðin
adina	aˈðina
adinerada	aðineˈɾaða
adiós	aˈðjos
adioses	aˈðjoses
adira	aˈðiɾa
aditivo	aðiˈtiβo
aditivos	aðiˈtiβos
adivina	aðiˈβina
adivinaba	aðiβiˈnaβa
adivinación	aðiβinaˈθjon
adivinado	aðiβiˈnaðo
adivinador	aðiβinaˈðoɾ
adivinan	aðiˈβinan
adivinanza	aðiβiˈnanθa
adivinanzas	aðiβiˈnanθas
adivinar	aðiβiˈnaɾ
adivinas	aðiˈβinas
adivino	aðiˈβino
adivinó	aðiβiˈno
adivinos	aðiˈβinos
adjetivación	aðxetiβaˈθjon
adjetivo	aðxeˈtiβo
adjetivos	aðxeˈtiβos
adjudica	aðxuˈðika
adjudicación	aðxuðikaˈθjon
adjudicaciones	aðxuðikaˈθjones
adjudicada	aðxuðiˈkaða
adjudicadas	aðxuðiˈkaðas
adjudicado	aðxuðiˈkaðo
adjudicados	aðxuðiˈkaðos
adjudicar	aðxuðiˈkaɾ
adjudicará	aðxuðikaˈɾa
adjudicarán	aðxuðikaˈɾan
adjudicaron	aðxuðiˈkaɾon
adjudicarse	aðxuðiˈkaɾse
adjudicataria	aðxuðikaˈtaɾja
adjudicatarias	aðxuðikaˈtaɾjas
adjudicatario	aðxuðikaˈtaɾjo
